27.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,28d,005-converted,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
27.02.24,NEG-008,hTDP43,WT,m,28d,005-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__1,2,52,0.9394,15.6066,0.9549,0,0.0413
27.02.24,NEG-008,hTDP43,A90V,m,28d,005-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__2,69,119,0.3607,-14.9835,0.9104,0,0.0232
27.02.24,NEG-008,hTDP43,G287S,m,28d,005-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__3,2,52,0.7324,27.9296,0.9522,0,0.0332
27.02.24,NEG-008,hTDP43,G294A,m,28d,005-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__4,69,119,1.2722,-10.5826,0.9874,0,0.0288
27.02.24,NEG-008,hTDP43,A315T-M337V,m,28d,005-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__5,17,67,0.6587,31.7535,0.9412,0,0.0335
27.02.24,NEG-008,hTDP43,M337V,m,28d,005-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__6,68,118,0.6106,-10.1882,0.9861,0,0.0145
27.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,28d,005-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__all,48,98,0.61,15.2875,0.9764,0,0.0191
