y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
260.11,553.98,1028,41380,0.378,95.16,1028,0.0,0,0.0,True,5.0
376.92,297.97,197,41380,0.574,23.04,197,0.0,0,0.0,False,0.0
371.61,736.79,1084,41380,0.159,85.77,1084,0.0,0,0.0,True,6.0
371.07,670.53,685,41380,0.22,92.6,685,0.0,0,0.0,True,6.0
371.2,189.0,263,41380,0.373,34.14,263,0.0,0,0.0,True,2.0
370.54,724.28,823,41380,0.266,91.74,823,0.0,0,0.0,True,6.0
370.15,688.25,989,41380,0.521,101.56,989,0.0,0,0.0,True,6.0
369.9,597.9,988,41380,0.558,95.16,988,0.0,0,0.0,True,5.0
369.92,464.27,998,41380,0.53,86.62,998,0.0,0,0.0,True,4.0
370.25,336.73,850,41380,0.577,86.62,850,0.0,0,0.0,True,3.0
369.17,606.81,1076,41380,0.369,91.74,1076,0.0,0,0.0,True,5.0
369.06,296.27,1040,41380,0.521,105.82,1040,0.0,0,0.0,True,3.0
369.5,211.28,936,41380,0.467,85.34,936,0.0,0,0.0,True,2.0
368.43,202.65,718,41380,0.331,77.23,718,0.0,0,0.0,True,2.0
367.69,63.6,794,41380,0.382,88.76,794,0.0,0,0.0,True,1.0
366.98,319.1,934,41380,0.453,108.81,934,0.0,0,0.0,True,3.0
370.26,452.55,671,41380,0.324,93.88,671,0.0,0,0.0,True,4.0
353.09,672.75,827,41380,0.215,103.26,827,0.0,0,0.0,True,6.0
360.37,70.41,899,41380,0.342,90.04,899,0.0,0,0.0,True,1.0
285.25,306.05,1034,41380,0.392,90.89,1034,0.0,0,0.0,True,3.0
288.85,564.96,926,41380,0.391,89.18,926,0.0,0,0.0,True,5.0
290.37,177.81,975,41380,0.364,87.48,975,0.0,0,0.0,True,2.0
306.21,577.41,949,41380,0.561,87.9,949,0.0,0,0.0,True,5.0
317.38,600.7,965,41380,0.348,95.58,965,0.0,0,0.0,True,5.0
