frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id81,id90,id92,id93,id96,id99,id100,id101,id107,id112,id113,id117,id120,id125,id129,id139,id144,id148,id154,id156,id161,id164,id166,id170,id176,id178,id185,id186,id189,id192,id203,id206,id221,id227,id229,id235,id238,id239,id253,id257,id258,id261,id264,id266,id269,id270,id271,id281,id283,id286,id292,id301,id302,id313,id315,id317,id318
104,,,"(551.08, 44.05)",,,,"(447.90, 33.94)","(471.60, 46.77)","(339.81, 206.09)",,,"(428.87, 132.63)","(291.12, 195.79)",,"(206.08, 167.32)",,,"(209.96, 37.66)",,,,,,"(404.42, 395.15)",,"(603.26, 295.07)",,,"(66.40, 254.66)",,,,,,,,,,,,,,,"(463.97, 119.80)",,,,,,,,,,,,,,,"(140.85, 46.03)","(716.21, 194.07)","(438.12, 159.56)",,"(324.83, 52.73)",,,,,,,,"(306.99, 159.51)",,,,,,,,,"(543.55, 176.28)",,,"(664.38, 175.92)","(79.19, 108.67)",,,,"(593.53, 144.90)","(663.61, 136.02)",,,"(595.57, 215.25)","(724.55, 169.13)","(683.83, 178.79)","(295.87, 395.06)","(187.67, 395.93)",,"(79.68, 265.07)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,"(551.52, 42.42)",,,,"(448.16, 33.94)","(471.56, 43.80)","(340.15, 202.58)",,,"(429.74, 130.44)","(291.16, 195.74)",,"(206.14, 167.22)",,,"(210.10, 37.44)",,,,,,"(403.87, 396.27)",,"(603.19, 293.20)",,,"(64.84, 251.91)",,,,,"(326.49, 398.01)",,,,,,,,,,"(463.40, 117.09)",,,,,,,,,,,,,,,"(140.57, 45.28)","(714.54, 193.00)","(439.39, 155.95)",,"(325.09, 50.90)",,,,,,,,"(306.45, 156.71)",,,,,,,,,"(543.96, 174.63)",,,"(664.66, 173.62)","(79.72, 107.54)",,,,"(593.48, 144.93)","(663.75, 132.76)",,,"(594.69, 212.47)","(724.33, 168.00)","(680.75, 176.82)","(295.99, 395.02)","(188.76, 396.62)",,"(79.37, 264.13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,"(551.61, 39.65)",,,,,"(471.25, 40.63)","(340.15, 199.90)",,,"(431.48, 128.33)","(291.28, 195.68)",,"(206.07, 167.20)",,,"(209.84, 36.76)",,,,,,"(403.57, 397.25)",,"(602.46, 291.50)",,,"(63.85, 249.21)",,,,,"(324.22, 397.26)",,,,,,,,,,"(463.07, 114.59)",,,,,,,,,,,,,,,"(140.54, 44.16)","(713.27, 192.58)","(440.44, 152.87)",,"(325.20, 49.48)",,,,,,,,"(305.46, 153.83)",,,,,,,,,"(544.32, 172.60)",,,"(664.46, 171.19)","(80.01, 107.01)",,,,"(593.51, 144.99)","(663.90, 129.13)",,,"(593.95, 209.88)","(724.42, 168.03)","(677.91, 174.88)","(295.89, 394.83)","(190.01, 396.64)",,"(78.62, 262.73)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,"(551.86, 37.50)",,,,,"(471.43, 39.10)","(340.26, 197.57)",,,"(432.88, 125.95)","(291.31, 195.72)",,"(206.07, 167.33)",,,,,,,,,"(403.35, 397.80)",,"(602.23, 290.40)",,,"(62.52, 246.74)",,,,,,,,,,,,,,,"(462.44, 111.43)",,,,,,,,,,,,,,,"(140.78, 43.54)","(711.98, 191.77)","(441.58, 149.89)",,"(325.00, 48.09)",,,,,,,,"(304.85, 150.95)",,,,,,,,,"(544.99, 170.98)",,,"(664.06, 168.14)","(79.96, 105.57)",,,,"(593.48, 144.89)","(664.05, 126.17)",,,"(593.00, 207.00)","(724.40, 168.10)","(676.13, 172.82)","(296.15, 394.97)","(191.90, 396.32)",,"(77.25, 260.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,"(552.15, 35.90)",,,,,"(471.65, 35.35)","(340.03, 195.06)",,,"(434.52, 122.89)","(291.28, 195.77)",,"(206.02, 167.21)",,,,,,,,,"(403.51, 397.80)",,"(601.63, 288.58)",,,"(60.86, 244.60)",,,,,,,,,,,,,,,"(462.27, 108.64)",,,,,,,,,,,,,,,"(140.92, 42.74)","(710.42, 190.62)","(443.05, 146.10)",,"(325.42, 46.65)",,,,,,,,"(303.93, 147.74)",,,,,,,,,"(545.55, 169.29)",,,"(663.67, 164.71)","(80.02, 102.86)",,,,"(593.28, 144.67)","(664.48, 122.91)",,,"(591.87, 204.16)","(724.34, 168.06)","(673.64, 170.43)","(296.20, 395.04)","(192.73, 396.15)",,"(75.64, 259.35)",,"(51.18, 279.96)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,"(552.00, 34.07)",,,,,,"(340.03, 192.49)",,,"(436.02, 120.75)","(291.26, 195.76)",,"(206.04, 167.17)",,,,,,,,,"(403.93, 397.42)",,"(601.22, 286.97)",,,"(59.16, 241.66)",,,,,,,,,,,,,,,"(461.45, 104.77)",,,,,,,,,,,,,,,"(141.47, 42.45)","(708.85, 189.82)","(444.12, 142.81)",,"(325.50, 45.59)",,,,,,,,"(303.69, 144.58)",,,,,,,,,"(546.41, 167.55)",,,"(663.38, 162.28)","(80.19, 100.21)",,,,"(593.04, 144.20)","(665.04, 119.93)",,,"(591.37, 200.87)","(724.40, 168.03)","(671.46, 167.89)",,"(193.38, 396.15)",,"(74.14, 258.24)",,"(51.20, 279.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,"(340.14, 189.58)",,,"(437.58, 118.20)","(291.30, 195.73)",,"(206.23, 167.17)",,,,,,,,,"(404.90, 396.37)",,"(600.70, 284.80)",,,"(57.38, 239.50)",,,,,,,,,,,,,,,"(460.39, 101.61)",,,,,,,,,,,,,,,"(141.98, 41.28)","(707.09, 188.38)","(445.25, 139.58)",,"(325.60, 43.38)",,,,,,,,"(302.63, 141.67)",,,,,,,,"(163.76, 397.24)","(546.95, 165.78)",,,"(663.29, 159.85)","(80.38, 96.95)",,,,"(592.23, 143.73)","(666.05, 117.17)",,,"(590.90, 198.71)","(724.39, 167.97)","(669.91, 165.86)",,"(193.60, 396.14)",,"(73.17, 257.41)",,"(51.23, 279.95)","(599.22, 117.66)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,"(340.18, 186.74)",,,"(438.87, 115.78)","(291.37, 195.73)",,"(206.30, 167.18)",,,,,,,,,"(406.49, 396.22)",,"(599.84, 283.35)",,,"(55.91, 236.85)",,,,,,,,,,,,,,,"(460.12, 97.87)",,,,,,,,,,,,,,,"(143.69, 40.88)","(704.97, 186.82)","(446.10, 136.08)",,"(325.95, 42.25)",,,,,,,,"(301.98, 138.50)",,,,,,,,"(165.39, 397.30)","(547.97, 163.88)",,,"(663.48, 157.30)","(80.86, 94.63)",,,,"(591.90, 143.47)","(667.74, 115.16)",,,"(590.10, 195.68)","(724.35, 167.94)","(668.26, 163.30)",,"(193.58, 395.98)",,"(72.79, 256.38)",,"(51.27, 279.49)","(599.29, 115.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,"(340.14, 184.15)",,,"(439.90, 112.75)","(291.36, 195.73)",,"(206.35, 167.22)",,,,,,,,,"(407.95, 395.47)",,"(599.10, 282.04)",,,"(54.97, 234.07)",,,,,,,,,,,,,,,"(459.81, 94.59)",,,,,,,,,,,,,,,"(144.73, 40.04)","(703.34, 185.95)","(447.07, 132.76)",,"(326.53, 40.36)",,,,,,,,"(301.74, 135.67)",,,,,,,,"(167.23, 397.95)","(548.27, 162.39)",,,"(663.53, 154.42)","(81.16, 92.57)",,,,"(591.93, 143.46)","(668.90, 113.06)",,,"(589.17, 192.83)","(724.31, 167.20)","(666.47, 160.90)",,"(193.61, 396.03)",,"(72.39, 255.42)",,"(51.25, 278.81)","(599.18, 113.83)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,"(339.99, 181.58)",,,"(440.80, 110.70)","(291.48, 195.84)",,"(206.49, 167.24)",,,,,,,,,"(409.47, 395.51)",,"(598.07, 280.49)",,,"(54.57, 231.21)",,,,,,,,,,,,,,,"(459.43, 90.77)",,,,,,,,,,,,,,,"(146.16, 39.60)","(701.05, 184.42)","(448.62, 129.51)",,"(326.79, 38.76)",,,,,,,,"(301.47, 132.91)",,,,,,,,"(168.32, 397.68)","(549.04, 160.39)",,,"(663.44, 152.29)","(81.29, 89.78)",,,,"(591.89, 143.44)","(670.87, 111.36)",,,"(588.57, 189.80)","(724.31, 166.31)","(665.84, 158.71)",,"(193.66, 396.05)",,"(71.91, 255.04)",,"(51.27, 278.48)","(599.39, 111.74)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,"(340.09, 178.95)",,,"(442.07, 107.68)","(292.40, 194.56)",,"(206.98, 167.09)",,,,,,,,,"(411.50, 395.44)",,"(597.54, 278.91)",,,"(54.62, 229.25)",,,,,,,,,,,,,,,"(459.57, 87.59)",,,,,,,,,,,,,,,"(147.81, 39.34)","(698.92, 183.75)","(449.27, 126.30)",,"(327.10, 38.49)",,,,,,,,"(301.14, 130.21)",,,,,,,,"(167.89, 397.34)","(549.34, 158.23)",,,"(662.86, 149.76)","(81.37, 86.55)",,,,"(591.84, 143.45)","(672.19, 109.61)",,,"(588.46, 186.71)","(723.89, 165.36)","(664.88, 157.14)",,"(193.61, 396.10)",,"(71.84, 255.01)",,"(51.34, 278.01)","(599.66, 108.67)",,"(68.61, 75.49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,"(339.93, 176.83)",,,"(442.61, 105.16)",,,"(206.85, 167.13)",,,,,,,,,"(413.21, 395.43)",,"(596.72, 276.92)",,,"(54.22, 227.08)",,,,,,,,,,,,,,,"(459.23, 84.30)",,,,,,,,,,,,,,,"(148.90, 38.92)","(697.40, 182.51)","(450.12, 123.62)",,"(327.11, 38.49)",,,,,,,,"(300.00, 127.05)",,,,,,,,"(167.37, 397.02)","(550.63, 155.66)",,,"(662.66, 147.37)","(81.12, 83.10)",,,,"(591.86, 143.38)","(673.84, 107.97)",,,"(587.86, 184.47)","(723.66, 164.23)","(664.48, 155.19)",,"(193.26, 395.50)",,"(71.82, 255.01)",,"(51.42, 277.82)","(599.82, 107.14)",,"(69.27, 72.71)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,"(443.55, 102.30)",,,"(207.03, 167.60)",,,,,,,,,"(414.44, 395.63)",,"(595.75, 273.87)",,,"(53.76, 224.96)",,,,,,,,,,,,,,,"(459.53, 80.51)",,,,,,,,,,,,,,,"(151.50, 38.69)","(695.29, 181.54)","(450.87, 120.85)",,"(327.08, 38.47)",,,,,,,,"(300.11, 124.46)",,,,,,,,"(166.66, 396.42)","(551.34, 153.23)",,,"(662.55, 144.97)","(81.22, 79.93)",,,,"(591.81, 143.37)","(675.16, 106.61)",,,"(587.32, 180.86)","(723.41, 162.26)","(664.39, 154.45)",,"(192.68, 395.53)",,"(71.82, 254.98)",,"(51.59, 277.54)","(599.82, 106.41)",,"(69.57, 70.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,"(443.76, 99.31)",,,"(207.40, 167.36)",,,,,,,,,"(415.14, 395.80)",,"(595.47, 270.83)",,,"(53.20, 222.90)",,,,,,,,,,,,,,,"(459.77, 77.47)",,,,,,,,,,,,,,,"(152.36, 38.02)","(694.08, 181.26)","(452.05, 117.70)",,"(327.10, 38.45)",,,,,,,,"(299.41, 121.30)",,,,,,,,"(166.13, 395.64)","(551.70, 150.57)",,,"(662.52, 142.24)","(80.30, 77.56)",,,,"(585.43, 141.46)","(677.38, 104.70)",,,"(586.70, 178.37)","(722.99, 159.49)","(664.60, 152.19)",,"(191.93, 395.39)",,"(71.79, 254.94)",,"(51.80, 277.30)","(599.76, 105.10)",,"(69.75, 67.36)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,"(444.93, 96.86)",,,"(207.40, 167.08)",,,,,,,,,"(415.68, 395.76)",,"(595.03, 267.64)",,,"(52.86, 220.69)",,,,,,,,,,,,,,,"(459.90, 74.38)",,,,,,,,,,,,,,,,"(692.15, 180.04)","(453.10, 114.72)",,"(327.06, 38.42)",,,,,,,,"(299.46, 118.26)",,,,,,,,"(165.95, 395.63)","(552.69, 148.89)",,,"(663.06, 141.00)","(79.62, 75.41)",,,,,"(679.26, 103.20)",,,"(586.06, 176.71)","(722.99, 157.31)","(664.86, 149.09)",,"(191.57, 395.22)",,"(72.15, 254.92)",,"(51.82, 277.10)","(599.75, 104.64)",,"(69.98, 64.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,"(446.05, 93.86)",,,"(207.94, 166.85)",,,,,,,,,"(417.74, 396.05)",,"(594.97, 264.21)",,,"(52.78, 218.80)",,,,,,,,,,,,,,,"(460.33, 71.07)",,,,,,,,,,,,,,,,"(690.36, 179.78)","(454.87, 112.08)",,"(327.06, 38.40)",,,,,,,,"(299.04, 115.40)",,,,,,,,"(165.61, 394.97)","(553.10, 148.15)",,,"(662.87, 139.43)","(78.98, 73.16)",,,,,"(681.47, 101.06)",,,"(585.75, 175.18)","(722.49, 154.86)","(664.91, 146.22)",,"(191.48, 395.03)",,"(70.84, 256.19)",,,"(599.66, 104.66)",,"(70.49, 61.72)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,"(447.00, 90.81)",,,"(208.21, 166.51)",,,,,,,,,"(421.19, 396.13)",,"(594.80, 261.59)",,,"(52.51, 216.08)",,,,,,,,,,,,,,,"(461.30, 68.01)",,,,,,,,,,,,,,,,"(688.78, 179.17)","(456.67, 110.52)",,"(327.12, 38.27)",,,,,,,,"(298.85, 112.18)",,,,,,,,"(167.25, 393.94)","(553.25, 147.40)",,,"(662.80, 138.60)","(78.90, 72.69)",,,,,"(683.52, 99.35)",,,"(585.24, 172.90)","(722.29, 152.70)","(664.61, 142.70)",,,,"(69.81, 257.39)",,,"(599.60, 104.35)","(316.57, 398.37)","(70.85, 60.38)",,"(296.29, 335.69)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,"(447.15, 88.03)",,,"(208.29, 165.44)",,,,,,,,,"(424.13, 396.34)",,"(594.68, 258.70)",,,"(52.57, 213.78)",,,,,,,,,,,,,,,"(461.72, 64.25)",,,,,,,,,,,,,,,,"(686.99, 178.15)","(459.36, 108.52)",,"(327.07, 38.30)",,,,,,,,"(298.90, 109.37)",,,,,,,,"(166.63, 392.41)","(553.90, 145.91)",,,,"(78.78, 72.64)",,,,,"(685.47, 97.45)",,,"(584.27, 169.47)","(721.83, 150.74)",,,,,"(68.84, 258.58)",,,"(599.54, 104.48)","(317.04, 398.27)","(70.76, 58.84)",,"(296.14, 330.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,"(447.55, 85.02)",,,"(208.75, 164.48)",,,,,,,,,"(427.22, 396.56)",,"(594.66, 255.46)",,,"(52.56, 212.48)",,,,,,,,,,,,,,,"(462.15, 60.67)",,,,,,,,,,,,,,,,"(686.07, 177.17)","(461.70, 107.66)",,"(327.12, 38.32)",,,,,,,,"(298.63, 107.11)",,,,,,,,"(166.54, 391.11)","(554.59, 144.27)",,,,"(78.83, 72.67)",,,,,"(688.00, 95.53)",,,"(583.95, 166.03)","(721.39, 148.32)",,,,,"(68.60, 259.47)",,,"(599.66, 104.68)","(316.13, 398.44)","(70.67, 58.83)",,"(295.47, 326.79)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,"(448.34, 82.05)",,,"(209.46, 164.15)",,,,,,,,,"(430.53, 397.02)",,"(593.96, 252.17)",,,"(51.95, 210.79)",,,,,,,,,,,,,,,"(462.83, 57.17)",,,,,,,,,,,,,,,,"(685.29, 175.87)","(463.11, 106.13)",,"(327.10, 38.08)",,,,,,,,"(298.58, 105.25)",,,,,,,,"(166.11, 390.33)","(554.86, 143.05)",,,,"(78.79, 72.66)",,,,,"(690.64, 93.92)",,,"(583.42, 162.35)","(720.66, 145.94)",,,,,"(66.90, 261.39)",,,"(599.63, 104.73)","(316.37, 398.47)","(70.60, 58.77)",,"(294.94, 323.29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,"(448.16, 79.12)",,,"(209.48, 163.91)",,,,,,,,,"(434.06, 397.39)",,"(594.18, 248.95)",,,"(51.97, 208.27)",,,,,,,,,,,,,,,"(463.01, 54.15)",,,,,,,,,,,,,,,,"(684.11, 174.61)","(464.61, 104.73)",,"(326.61, 37.08)",,,,,,,,"(298.42, 103.98)",,,,,,,,"(165.82, 390.20)","(555.47, 141.62)",,,,"(78.82, 72.67)",,,,,"(692.65, 92.50)",,,"(583.58, 159.01)","(720.20, 143.46)",,,,,"(64.98, 264.69)",,,"(599.57, 104.60)","(316.53, 398.47)","(70.58, 58.82)",,"(293.84, 319.29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,"(448.38, 76.40)",,,"(209.41, 164.02)",,,,,,,,,"(436.48, 397.82)",,"(594.12, 246.13)",,,"(51.71, 206.68)",,,,,,,,,,,,,,,"(463.52, 51.14)",,,,,,,,,,,,,,,,"(683.33, 173.68)","(465.18, 102.85)",,,,,,,,,,"(298.59, 102.19)",,,,,,,,"(165.78, 389.53)","(556.30, 139.77)",,,,"(78.74, 72.72)",,,,,"(695.40, 90.82)",,,"(583.15, 156.45)","(719.63, 140.67)",,,,,"(63.28, 267.95)",,,"(599.48, 104.33)",,"(70.39, 58.10)",,"(293.34, 315.51)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,"(448.78, 73.75)",,,"(209.48, 164.44)",,,,,,,,,"(439.02, 398.37)",,"(594.44, 243.14)",,,"(51.38, 204.57)",,,,,,,,,,,,,,,"(463.56, 48.27)",,,,,,,,,,,,,,,,"(682.76, 172.47)","(465.94, 100.53)",,,,,,,,,,"(298.43, 99.96)",,,,,,,,"(165.66, 389.18)","(556.93, 136.88)",,,,"(78.83, 72.22)",,,,,"(697.91, 89.24)",,,"(583.74, 153.22)","(717.76, 138.30)",,,,,"(61.59, 271.46)",,,"(599.63, 104.49)",,"(68.95, 57.60)",,"(292.73, 312.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,"(449.14, 70.58)",,,"(208.87, 164.83)",,,,,,,,,"(439.44, 398.30)",,"(594.39, 240.13)",,,"(51.00, 202.50)",,,,,,,,,,,,,,,"(463.90, 44.98)",,,,,,,,,,,,,,,,"(682.00, 170.92)","(466.04, 96.97)",,,,,,,,,,"(298.58, 97.35)",,,,,,,,"(166.22, 387.62)","(558.18, 134.04)",,,,"(78.90, 71.69)",,,,,"(700.59, 88.09)",,,"(584.16, 149.93)","(716.61, 135.98)",,,,,"(59.95, 274.83)",,,"(599.63, 104.60)",,"(67.56, 56.79)",,"(292.36, 308.19)",,"(276.26, 169.81)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,"(449.74, 67.77)",,,"(207.97, 164.69)",,,,,,,,,"(439.45, 398.33)",,"(595.01, 237.18)",,,"(50.44, 200.24)",,,,,,,,,,,,,,,"(463.94, 42.32)",,,,,,,,,,,,,,,,"(680.85, 170.04)","(466.25, 94.41)",,,,,,,,,,"(298.48, 94.86)",,,,,,,,"(165.25, 385.35)","(559.04, 131.54)",,,,"(78.91, 71.43)",,,,,"(703.02, 86.23)",,,"(584.68, 146.58)","(715.37, 134.17)",,,,,"(58.18, 278.86)",,,"(599.53, 104.50)",,"(64.78, 55.89)",,"(292.03, 304.41)",,"(276.34, 169.60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,"(449.87, 64.78)",,,"(207.21, 164.15)",,,,,,,,,"(439.45, 398.34)",,"(595.14, 234.40)",,,"(50.23, 197.95)",,,,,,,,,,,,,,,"(464.10, 39.11)",,,,,,,,,,,,,,,,"(680.12, 168.50)","(466.53, 90.71)",,,,,,,,,,"(298.73, 92.38)",,,,,,,,"(165.30, 384.44)","(560.24, 129.21)",,,,"(78.83, 71.39)",,,,,"(705.65, 84.90)",,,"(585.07, 143.78)","(714.26, 132.52)",,,,,"(56.63, 282.01)",,,"(599.67, 104.26)",,"(62.71, 55.44)",,"(291.29, 300.89)",,"(276.32, 169.48)",,"(540.70, 126.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,"(450.16, 62.26)",,,"(206.12, 163.21)",,,,,,,,,"(439.45, 398.30)",,"(595.19, 230.86)",,,"(49.41, 195.88)",,,,,,,,,,,,,,,"(464.34, 37.01)",,,,,,,,,,,,,,,,"(679.06, 166.58)","(466.15, 87.23)",,,,,,,,,,"(298.57, 89.70)",,,,,,,,"(165.21, 383.52)","(561.61, 126.21)",,,,"(78.83, 71.40)",,,,,"(707.92, 83.48)",,,"(585.95, 140.40)","(712.60, 130.32)",,,,,"(55.29, 285.10)",,,"(599.79, 104.33)",,"(60.23, 55.61)",,"(289.22, 297.26)",,"(276.27, 169.56)",,"(541.63, 124.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,"(450.07, 59.85)",,,"(204.33, 162.78)",,,,,,,"(334.02, 396.55)",,"(441.52, 397.28)",,"(595.36, 227.98)",,,"(49.26, 193.19)",,,,,,,,,,,,,,,"(463.93, 35.45)",,,,,,,,,,,,,,,,"(677.99, 165.85)","(465.56, 83.57)",,,,,,,,,,"(298.89, 87.52)",,,,,,,,"(165.11, 382.04)","(562.43, 123.16)",,,,"(78.88, 71.41)",,,,,"(710.58, 81.74)",,,"(586.27, 137.10)","(711.12, 128.45)","(664.70, 108.94)",,,,"(53.57, 288.03)",,,"(599.54, 103.90)",,"(57.85, 55.95)",,"(287.98, 294.36)",,"(276.23, 169.56)",,"(542.46, 122.83)",,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,"(450.10, 57.23)",,,"(203.12, 162.61)",,,,,,,"(333.79, 396.28)",,"(443.76, 395.22)",,"(595.22, 224.21)",,,"(48.79, 190.26)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(676.87, 163.62)","(465.25, 80.71)",,,,,,,,,,"(299.05, 85.68)",,,,,,,,"(164.72, 380.81)","(563.47, 120.57)",,,,"(78.80, 71.35)",,,,,"(712.70, 80.41)",,,"(586.91, 133.76)","(710.27, 126.42)","(664.75, 106.99)",,,,"(53.13, 290.59)",,,"(599.66, 103.94)",,"(54.99, 56.22)",,"(286.07, 290.89)",,"(276.22, 169.48)",,"(543.49, 120.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,"(450.37, 55.42)",,,"(201.57, 162.66)",,,,,,,"(334.05, 396.01)",,"(445.74, 393.02)",,"(595.52, 221.50)",,,"(48.64, 187.57)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(675.53, 161.90)","(464.89, 77.32)",,,,,,,,,,"(298.61, 83.45)",,,,,,,,"(164.07, 378.45)","(564.61, 117.90)",,,,"(78.96, 71.36)",,,,,"(714.94, 78.76)",,,"(587.96, 130.11)","(709.31, 124.63)","(664.79, 104.97)",,,,"(52.75, 293.77)",,,"(599.54, 103.15)",,"(52.68, 56.74)",,"(285.76, 287.79)",,"(276.26, 169.53)",,"(544.87, 118.87)",,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,"(450.41, 53.45)",,,"(201.02, 162.75)",,,,,,,"(334.22, 395.81)",,"(447.59, 390.72)",,"(595.49, 218.31)",,,"(48.04, 184.61)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(674.53, 160.59)","(463.70, 74.67)",,,,,,,,,,"(298.71, 81.38)",,,,,,,,"(163.69, 377.61)","(565.22, 115.04)",,,,"(78.94, 71.32)",,,,,"(717.71, 77.25)",,,"(588.05, 127.24)","(708.40, 123.16)","(664.94, 101.99)",,,,"(52.72, 296.28)",,,"(599.20, 102.32)",,"(50.29, 57.30)","(323.00, 33.39)","(285.04, 285.57)",,"(276.31, 169.49)","(303.96, 390.79)","(545.79, 116.94)","(662.09, 134.34)",,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,"(450.45, 51.17)",,,"(199.74, 162.83)",,,,,,,"(334.30, 395.59)",,"(449.61, 388.15)",,"(595.07, 215.64)",,,"(46.63, 180.93)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(673.54, 158.54)","(462.71, 71.84)",,,,,,,,,,"(299.07, 78.85)",,,,,,,,"(163.50, 375.59)","(566.26, 112.13)",,,,"(78.77, 71.32)",,,,,"(719.63, 75.58)",,,"(588.63, 124.32)","(707.58, 121.78)","(664.67, 99.15)",,,,"(53.00, 298.52)",,,"(599.30, 101.57)",,"(47.32, 57.94)",,"(284.80, 283.49)",,"(276.25, 169.54)","(304.06, 390.90)","(546.80, 114.40)","(662.10, 134.40)",,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,"(450.72, 49.13)",,,"(198.41, 162.70)",,,,,,,"(334.48, 395.44)",,"(451.78, 385.56)",,"(594.31, 212.98)",,,"(45.79, 177.37)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(672.30, 157.67)","(460.86, 69.36)",,,,,,,,,,"(299.10, 75.65)",,,,,,,,"(162.88, 373.87)","(567.20, 109.20)",,,,"(78.63, 71.31)",,,,,"(722.09, 74.59)",,,"(588.69, 121.65)","(705.98, 119.68)","(664.33, 95.32)",,,,"(53.49, 299.22)",,,"(599.41, 100.85)",,"(44.75, 58.88)",,"(284.66, 280.32)",,"(276.25, 169.56)","(304.07, 390.93)","(547.94, 111.56)","(662.07, 134.44)","(9.74, 319.73)",,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,"(450.62, 46.59)",,,"(196.89, 162.53)",,,,,,,"(334.49, 395.42)",,"(453.61, 383.03)",,"(593.41, 210.40)",,,"(44.84, 174.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(671.25, 156.04)","(459.53, 66.20)",,,,,,,,,,"(299.60, 73.20)",,,,,,,,"(163.26, 373.39)","(567.80, 106.51)",,,,,,,,,"(724.02, 72.98)",,,"(589.43, 119.05)","(705.02, 117.41)","(664.19, 91.67)",,,,"(53.92, 300.06)",,,"(599.55, 100.52)",,"(42.54, 60.08)",,"(285.80, 276.73)",,"(276.23, 169.52)","(304.00, 390.95)","(548.55, 108.63)","(662.12, 134.41)","(9.68, 319.22)",,,,,,,,,,,,,,,,,,,,,,,,,
