y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
36.94,66.05,117,8190,0.449,11.8,117,0.0,0,0.0,True,1.0
48.07,65.95,133,8190,0.498,13.64,133,0.0,0,0.0,True,1.0
290.07,79.38,758,8190,0.301,64.88,758,0.0,0,0.0,True,1.0
348.23,67.76,729,8190,0.377,70.05,729,0.0,0,0.0,True,1.0
366.3,77.58,908,8190,0.387,94.01,908,0.0,0,0.0,True,1.0
366.45,86.32,741,8190,0.477,77.42,741,0.0,0,0.0,True,1.0
368.02,35.79,188,8190,0.248,18.43,188,0.0,0,0.0,True,1.0
367.76,101.96,836,8190,0.452,83.32,836,0.0,0,0.0,True,1.0
367.86,35.74,187,8190,0.211,18.73,187,0.0,1,0.033,True,1.0
367.33,100.91,891,8190,0.501,85.2,891,0.0,1,0.033,True,1.0
367.05,87.54,811,8190,0.449,80.79,811,0.0,1,0.033,True,1.0
366.23,77.2,929,8190,0.346,93.65,929,0.0,1,0.033,True,1.0
348.1,67.69,754,8190,0.363,70.14,754,0.0,1,0.033,True,1.0
228.99,7.36,102,8190,0.517,9.55,102,0.0,1,0.033,True,1.0
214.03,7.34,110,8190,0.534,10.65,110,0.0,1,0.033,True,1.0
201.89,7.15,113,8190,0.467,11.02,113,0.0,1,0.033,True,1.0
179.0,7.03,106,8190,0.505,9.92,106,0.0,1,0.033,True,1.0
289.81,79.2,795,8190,0.309,69.04,795,0.0,1,0.033,True,1.0
358.67,71.68,851,8190,0.279,76.34,851,0.0,2,0.067,True,1.0
377.86,5.25,119,8190,0.412,12.6,119,0.1,2,0.067,True,1.0
367.94,35.75,186,8190,0.217,18.73,186,0.0,2,0.067,True,1.0
367.12,101.05,909,8190,0.535,88.59,909,0.0,2,0.067,True,1.0
366.2,77.55,895,8190,0.387,91.47,895,0.0,2,0.067,True,1.0
354.0,9.63,116,8190,0.51,10.44,116,0.3,2,0.067,True,1.0
366.95,87.65,823,8190,0.483,82.46,823,0.0,2,0.067,True,1.0
336.99,9.64,109,8190,0.519,10.08,109,0.4,2,0.067,True,1.0
288.79,79.15,800,8190,0.33,68.78,800,0.0,2,0.067,True,1.0
254.0,64.81,100,8190,0.481,8.64,100,0.0,2,0.067,True,1.0
236.05,64.8,100,8190,0.423,8.64,100,0.0,2,0.067,True,1.0
215.98,65.04,114,8190,0.397,10.8,114,0.0,2,0.067,True,1.0
349.64,67.65,703,8190,0.334,61.22,703,0.0,2,0.067,True,1.0
286.87,78.97,782,8190,0.357,71.18,782,0.0,3,0.1,True,1.0
349.31,66.2,672,8190,0.316,73.4,672,0.0,3,0.1,True,1.0
355.84,71.3,808,8190,0.32,72.66,808,0.0,3,0.1,True,1.0
366.48,85.18,767,8190,0.418,78.59,767,0.0,3,0.1,True,1.0
366.45,77.16,933,8190,0.317,94.53,933,0.0,3,0.1,True,1.0
367.33,100.87,854,8190,0.441,88.23,854,0.0,3,0.1,True,1.0
368.03,35.78,186,8190,0.248,18.16,186,0.0,3,0.1,True,1.0
369.32,67.04,119,8190,0.519,12.96,119,0.0,4,0.133,True,1.0
367.58,100.84,795,8190,0.322,87.2,795,0.0,4,0.133,True,1.0
367.9,35.82,189,8190,0.245,19.25,189,0.0,4,0.133,True,1.0
354.86,72.19,917,8190,0.366,80.92,917,0.0,4,0.133,True,1.0
285.75,78.85,746,8190,0.348,69.53,746,0.0,4,0.133,True,1.0
366.27,76.84,856,8190,0.351,100.17,856,0.0,4,0.133,True,1.0
283.12,78.04,767,8190,0.4,64.87,767,0.0,5,0.167,True,1.0
327.69,65.93,653,8190,0.198,60.14,653,0.0,5,0.167,True,1.0
352.27,72.79,926,8190,0.362,83.78,926,0.0,5,0.167,True,1.0
365.92,83.94,864,8190,0.497,83.78,864,0.0,5,0.167,True,1.0
367.8,35.75,152,8190,0.244,15.2,152,0.0,5,0.167,True,1.0
367.58,100.63,733,8190,0.28,86.15,733,0.0,5,0.167,True,1.0
370.07,72.65,162,8190,0.21,23.65,162,0.0,5,0.167,True,1.0
366.03,83.83,861,8190,0.487,85.66,861,0.0,6,0.2,True,1.0
370.05,72.39,161,8190,0.276,23.97,161,0.0,6,0.2,True,1.0
367.64,98.89,744,8190,0.242,89.54,744,0.0,6,0.2,True,1.0
366.13,35.75,135,8190,0.324,10.93,135,0.0,6,0.2,True,1.0
302.65,80.86,531,8190,0.256,44.42,531,0.0,6,0.2,True,1.0
349.39,73.7,845,8190,0.352,78.96,845,0.0,6,0.2,True,1.0
350.93,65.74,582,8190,0.224,67.33,582,0.0,6,0.2,True,1.0
