y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
3.1,588.17,157,51390,0.361,18.19,157,0.0,0,0.0,False,0.0
281.01,588.34,250,51390,0.536,23.95,250,0.0,0,0.0,False,0.0
281.99,29.0,294,51390,0.518,28.83,294,0.0,0,0.0,True,1.0
284.02,142.92,292,51390,0.324,19.96,292,0.0,0,0.0,False,0.0
287.01,710.73,297,51390,0.459,24.84,297,0.0,0,0.0,False,0.0
289.98,77.94,1097,51390,0.392,95.36,1097,0.0,0,0.0,True,1.0
297.33,466.03,141,51390,0.388,14.64,141,35.2,0,0.0,False,0.0
297.96,29.08,296,51390,0.496,29.27,296,0.0,0,0.0,True,1.0
299.99,588.32,258,51390,0.548,25.28,258,0.0,0,0.0,False,0.0
301.03,710.64,359,51390,0.446,29.72,359,0.0,0,0.0,True,6.0
301.99,266.6,304,51390,0.471,27.06,304,0.0,0,0.0,False,0.0
301.98,393.34,227,51390,0.529,22.18,227,0.1,0,0.0,False,0.0
304.04,210.86,924,51390,0.307,83.39,924,0.0,0,0.0,True,2.0
308.98,142.55,337,51390,0.34,27.94,337,0.0,0,0.0,False,0.0
310.47,639.78,885,51390,0.31,84.72,885,0.0,0,0.0,True,6.0
310.88,71.9,977,51390,0.356,82.94,977,0.0,0,0.0,True,1.0
310.94,710.36,366,51390,0.509,34.6,366,0.0,0,0.0,True,6.0
312.02,29.04,261,51390,0.505,24.84,261,0.0,0,0.0,False,0.0
279.96,465.88,112,51390,0.436,9.31,112,0.3,0,0.0,False,0.0
316.99,393.32,174,51390,0.548,17.3,174,0.0,0,0.0,False,0.0
278.95,710.8,312,51390,0.451,26.17,312,0.0,0,0.0,False,0.0
271.99,266.72,230,51390,0.475,19.52,230,0.0,0,0.0,False,0.0
238.0,588.36,259,51390,0.517,24.39,259,0.0,0,0.0,False,0.0
238.95,29.12,251,51390,0.495,26.17,251,0.0,0,0.0,False,0.0
238.93,338.97,101,51390,0.492,10.64,101,0.0,0,0.0,False,0.0
241.08,465.74,125,51390,0.378,10.64,125,0.1,0,0.0,False,0.0
242.01,711.07,374,51390,0.519,34.6,374,0.0,0,0.0,True,6.0
243.78,164.14,809,51390,0.404,81.17,809,0.0,0,0.0,True,2.0
246.02,266.74,267,51390,0.501,24.39,267,0.0,0,0.0,False,0.0
247.0,588.36,255,51390,0.521,23.51,255,0.0,0,0.0,False,0.0
247.96,393.25,226,51390,0.495,21.73,226,1.8,0,0.0,False,0.0
249.0,143.08,293,51390,0.373,24.84,293,0.0,0,0.0,False,0.0
251.01,710.99,390,51390,0.494,35.04,390,0.0,0,0.0,True,6.0
255.99,465.8,148,51390,0.457,11.98,148,0.1,0,0.0,False,0.0
257.02,28.97,259,51390,0.517,25.73,259,0.0,0,0.0,False,0.0
260.0,588.35,259,51390,0.522,23.95,259,0.0,0,0.0,False,0.0
260.97,266.77,295,51390,0.481,27.06,295,0.0,0,0.0,False,0.0
261.99,710.9,416,51390,0.473,35.48,416,0.0,0,0.0,True,6.0
266.0,142.98,286,51390,0.383,21.29,286,0.0,0,0.0,False,0.0
274.0,393.36,233,51390,0.517,21.73,233,-2.7,0,0.0,False,0.0
236.01,143.05,303,51390,0.437,24.84,303,0.0,0,0.0,False,0.0
316.99,466.19,135,51390,0.491,12.42,135,0.1,0,0.0,False,0.0
320.02,710.29,318,51390,0.548,31.05,318,0.0,0,0.0,True,6.0
345.11,434.61,861,51390,0.323,113.1,861,0.0,0,0.0,True,4.0
345.18,559.9,730,51390,0.539,81.17,730,0.0,0,0.0,True,5.0
345.06,665.12,908,51390,0.528,95.8,908,0.0,0,0.0,True,6.0
346.3,74.96,851,51390,0.505,79.39,851,0.0,0,0.0,True,1.0
346.08,270.89,853,51390,0.506,86.05,853,0.0,0,0.0,True,3.0
347.34,567.77,561,51390,0.237,85.16,561,0.0,0,0.0,True,5.0
347.36,646.36,640,51390,0.166,83.39,640,0.0,0,0.0,True,6.0
346.97,655.26,899,51390,0.436,90.48,899,0.0,0,0.0,True,6.0
348.31,527.3,734,51390,0.427,77.18,734,0.0,0,0.0,True,5.0
349.16,443.31,524,51390,0.074,64.31,524,0.0,0,0.0,True,4.0
349.67,96.45,102,51390,0.084,14.64,102,0.0,0,0.0,False,0.0
350.08,516.07,127,51390,0.271,10.64,127,0.1,0,0.0,False,0.0
350.72,215.1,135,51390,0.356,15.52,135,0.0,0,0.0,False,0.0
350.81,340.38,144,51390,0.091,18.19,144,0.0,0,0.0,False,0.0
350.9,588.66,213,51390,0.313,23.06,213,0.0,0,0.0,False,0.0
352.47,466.83,179,51390,0.235,23.51,179,0.0,0,0.0,False,0.0
363.11,719.36,388,51390,0.37,39.03,388,0.0,0,0.0,True,6.0
344.97,329.53,818,51390,0.506,90.04,818,0.0,0,0.0,True,3.0
320.03,588.35,259,51390,0.522,24.84,259,0.0,0,0.0,False,0.0
345.25,317.19,739,51390,0.484,73.63,739,0.0,0,0.0,True,3.0
344.71,84.75,738,51390,0.262,83.39,738,0.0,0,0.0,True,1.0
324.06,142.44,352,51390,0.375,28.83,352,0.0,0,0.0,True,1.0
326.02,266.4,316,51390,0.479,27.5,316,0.4,0,0.0,False,0.0
327.0,393.37,184,51390,0.482,18.19,184,0.1,0,0.0,False,0.0
330.01,588.33,302,51390,0.538,29.27,302,0.0,0,0.0,True,5.0
332.29,28.88,150,51390,0.413,17.74,150,0.0,0,0.0,False,0.0
333.0,516.02,102,51390,0.472,8.87,102,0.1,0,0.0,False,0.0
337.27,641.86,841,51390,0.323,90.48,841,0.0,0,0.0,True,6.0
338.46,397.79,755,51390,0.315,82.94,755,0.0,0,0.0,True,4.0
340.03,142.24,305,51390,0.414,25.73,305,0.0,0,0.0,False,0.0
341.47,175.4,805,51390,0.414,73.63,805,0.0,0,0.0,True,2.0
341.96,710.15,385,51390,0.53,38.14,385,0.0,0,0.0,True,6.0
343.41,60.05,505,51390,0.361,64.76,505,0.0,0,0.0,True,1.0
343.44,149.98,789,51390,0.387,80.28,789,0.0,0,0.0,True,2.0
342.66,186.78,795,51390,0.301,90.93,795,0.0,0,0.0,True,2.0
344.16,200.24,711,51390,0.309,98.91,711,0.0,0,0.0,True,2.0
344.23,426.06,649,51390,0.202,102.46,649,0.0,0,0.0,True,4.0
345.21,48.59,577,51390,0.333,82.5,577,0.0,0,0.0,True,1.0
344.8,281.83,539,51390,0.44,61.21,539,0.0,0,0.0,True,3.0
230.95,711.14,426,51390,0.516,41.25,426,0.0,0,0.0,True,6.0
341.05,28.83,216,51390,0.49,21.29,216,0.0,0,0.0,False,0.0
226.98,339.16,111,51390,0.551,11.09,111,0.0,0,0.0,False,0.0
67.01,588.23,267,51390,0.504,25.28,267,0.0,0,0.0,False,0.0
68.0,144.86,276,51390,0.389,20.4,276,0.0,0,0.0,False,0.0
68.01,464.34,153,51390,0.536,14.64,153,0.0,0,0.0,False,0.0
71.02,391.94,204,51390,0.478,17.74,204,0.5,0,0.0,False,0.0
72.01,711.73,282,51390,0.51,26.17,282,0.0,0,0.0,False,0.0
76.0,267.33,317,51390,0.538,31.05,317,-5.9,0,0.0,True,3.0
79.99,30.06,266,51390,0.53,26.61,266,0.0,0,0.0,False,0.0
80.99,391.98,220,51390,0.478,19.52,220,0.2,0,0.0,False,0.0
84.99,711.78,316,51390,0.505,29.27,316,0.0,0,0.0,True,6.0
87.04,588.19,299,51390,0.525,29.27,299,0.0,0,0.0,True,5.0
95.02,464.87,100,51390,0.387,7.54,100,0.1,0,0.0,False,0.0
99.0,711.7,296,51390,0.498,27.5,296,0.0,0,0.0,False,0.0
99.99,588.19,276,51390,0.537,26.17,276,0.0,0,0.0,False,0.0
103.0,29.83,271,51390,0.531,25.73,271,0.0,0,0.0,False,0.0
106.99,144.27,290,51390,0.442,26.17,290,0.0,0,0.0,False,0.0
109.03,267.34,261,51390,0.528,25.28,261,0.1,0,0.0,False,0.0
111.98,711.66,264,51390,0.509,23.95,264,0.0,0,0.0,False,0.0
65.0,30.15,231,51390,0.508,22.18,231,0.0,0,0.0,False,0.0
119.02,29.78,267,51390,0.487,26.61,267,0.0,0,0.0,False,0.0
54.98,145.0,235,51390,0.416,18.63,235,0.0,0,0.0,False,0.0
51.99,588.16,269,51390,0.484,23.95,269,0.0,0,0.0,False,0.0
228.04,29.15,271,51390,0.483,27.06,271,0.0,0,0.0,False,0.0
9.3,267.62,219,51390,0.395,22.18,219,0.1,0,0.0,False,0.0
10.01,515.23,102,51390,0.165,12.42,102,0.2,0,0.0,False,0.0
12.94,464.05,103,51390,0.41,11.98,103,0.0,0,0.0,False,0.0
15.05,145.4,198,51390,0.404,17.3,198,0.1,0,0.0,False,0.0
15.03,588.1,300,51390,0.471,28.83,300,0.0,0,0.0,True,5.0
18.01,711.83,368,51390,0.513,35.04,368,0.0,0,0.0,True,6.0
18.99,30.68,195,51390,0.464,17.3,195,0.0,0,0.0,False,0.0
