y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
38.06,140.64,108,69910,0.419,11.21,108,0.1,0,0.0,False,0.0
313.05,591.79,119,69910,0.458,10.78,119,0.0,0,0.0,False,0.0
319.95,447.18,969,69910,0.371,87.98,969,0.0,0,0.0,True,4.0
319.73,534.82,828,69910,0.495,81.08,828,0.0,0,0.0,True,5.0
326.78,530.2,946,69910,0.34,91.86,946,0.0,0,0.0,True,5.0
327.98,591.69,111,69910,0.446,9.49,111,0.0,0,0.0,False,0.0
340.98,138.25,112,69910,0.518,10.78,112,0.1,0,0.0,False,0.0
343.1,649.7,722,69910,0.386,83.24,722,0.0,0,0.0,True,6.0
353.34,46.0,1079,69910,0.455,98.76,1079,0.0,0,0.0,True,1.0
355.65,563.23,907,69910,0.457,83.67,907,0.0,0,0.0,True,5.0
356.24,149.37,1038,69910,0.458,93.16,1038,0.0,0,0.0,True,2.0
355.77,181.35,894,69910,0.55,86.69,894,0.0,0,0.0,True,2.0
356.07,309.7,1068,69910,0.561,109.98,1068,0.0,0,0.0,True,3.0
356.27,550.11,739,69910,0.393,85.82,739,0.0,0,0.0,True,5.0
356.57,61.71,241,69910,0.31,39.68,241,0.0,0,0.0,True,1.0
357.48,164.57,585,69910,0.342,69.87,585,0.0,0,0.0,True,2.0
357.18,268.18,1007,69910,0.449,91.43,1007,0.0,0,0.0,True,3.0
357.22,454.76,881,69910,0.405,106.09,881,0.0,0,0.0,True,4.0
357.18,650.88,853,69910,0.308,95.74,853,0.0,0,0.0,True,6.0
357.15,667.34,888,69910,0.222,92.29,888,0.0,0,0.0,True,6.0
357.7,16.47,106,69910,0.183,8.63,106,0.0,0,0.0,False,0.0
358.2,25.05,862,69910,0.428,100.92,862,0.0,0,0.0,True,1.0
358.3,408.17,983,69910,0.41,107.82,983,0.0,0,0.0,True,4.0
357.8,438.36,756,69910,0.246,97.04,756,0.0,0,0.0,True,4.0
359.09,296.95,829,69910,0.483,93.59,829,0.0,0,0.0,True,3.0
358.79,691.21,938,69910,0.525,89.28,938,0.0,0,0.0,True,6.0
312.89,547.33,879,69910,0.265,84.1,879,0.0,0,0.0,True,5.0
304.02,591.64,138,69910,0.468,12.08,138,0.0,0,0.0,False,0.0
357.67,73.58,835,69910,0.405,82.81,835,0.0,0,0.0,True,1.0
288.52,703.17,757,69910,0.345,76.34,757,0.0,0,0.0,True,6.0
303.09,276.09,941,69910,0.383,87.98,941,0.0,0,0.0,True,3.0
38.05,590.89,120,69910,0.485,11.21,120,0.1,0,0.0,False,0.0
79.01,590.95,119,69910,0.5,11.21,119,0.0,0,0.0,False,0.0
81.05,140.25,100,69910,0.47,9.92,100,0.1,0,0.0,False,0.0
93.98,590.95,134,69910,0.51,12.51,134,0.1,0,0.0,False,0.0
99.19,466.37,107,69910,0.474,11.21,107,0.1,0,0.0,False,0.0
121.98,591.2,107,69910,0.549,10.78,107,0.1,0,0.0,False,0.0
144.0,139.85,131,69910,0.512,12.08,131,0.1,0,0.0,False,0.0
177.79,466.85,101,69910,0.39,10.35,101,0.0,0,0.0,False,0.0
184.97,714.89,105,69910,0.547,11.21,105,0.0,0,0.0,False,0.0
190.04,591.75,112,69910,0.465,10.78,112,0.0,0,0.0,False,0.0
199.02,591.79,102,69910,0.522,9.49,102,0.0,0,0.0,False,0.0
208.04,715.02,100,69910,0.579,11.21,100,0.0,0,0.0,False,0.0
116.91,466.38,109,69910,0.491,10.35,109,0.1,0,0.0,False,0.0
239.02,139.19,146,69910,0.537,14.23,146,0.1,0,0.0,False,0.0
283.93,467.37,103,69910,0.481,10.78,103,0.1,0,0.0,False,0.0
234.98,572.86,932,69910,0.335,93.16,932,0.0,0,0.0,True,5.0
282.99,138.78,122,69910,0.508,11.64,122,0.1,0,0.0,False,0.0
282.45,445.05,1002,69910,0.353,94.45,1002,0.0,0,0.0,True,4.0
276.71,457.63,938,69910,0.33,84.1,938,0.0,0,0.0,True,4.0
275.97,591.77,117,69910,0.507,10.78,117,0.0,0,0.0,False,0.0
276.04,714.7,100,69910,0.463,9.92,100,0.0,0,0.0,False,0.0
272.81,267.84,878,69910,0.321,85.39,878,0.0,0,0.0,True,3.0
269.98,467.14,102,69910,0.512,10.35,102,0.2,0,0.0,False,0.0
268.0,16.18,115,69910,0.353,9.06,115,0.0,0,0.0,False,0.0
265.36,448.64,864,69910,0.308,88.84,864,0.0,0,0.0,True,4.0
247.0,15.95,103,69910,0.484,9.06,103,0.1,0,0.0,False,0.0
356.64,148.73,1029,69910,0.433,96.62,1029,0.0,1,0.033,True,2.0
357.04,548.67,715,69910,0.37,89.44,715,0.0,1,0.033,True,5.0
357.16,268.16,991,69910,0.429,89.44,991,0.0,1,0.033,True,3.0
357.17,452.47,765,69910,0.336,105.06,765,0.0,1,0.033,True,4.0
357.2,66.85,923,69910,0.516,89.44,923,0.0,1,0.033,True,1.0
356.91,651.15,885,69910,0.316,94.51,885,0.0,1,0.033,True,6.0
358.44,164.25,964,69910,0.271,86.49,964,0.0,1,0.033,True,2.0
358.16,298.52,859,69910,0.516,94.09,859,0.0,1,0.033,True,3.0
358.2,407.13,1005,69910,0.533,99.15,1005,0.0,1,0.033,True,4.0
357.87,438.15,773,69910,0.239,102.52,773,0.0,1,0.033,True,4.0
358.51,697.43,779,69910,0.235,98.3,779,0.0,1,0.033,True,6.0
358.62,687.88,978,69910,0.512,90.29,978,0.0,1,0.033,True,6.0
361.15,678.72,605,69910,0.341,49.79,605,0.0,1,0.033,True,6.0
356.07,310.06,1082,69910,0.579,107.59,1082,0.0,1,0.033,True,3.0
358.02,24.99,832,69910,0.363,107.16,832,0.0,1,0.033,True,1.0
355.74,181.59,823,69910,0.5,90.29,823,0.0,1,0.033,True,2.0
310.13,546.26,902,69910,0.266,89.44,902,0.0,1,0.033,True,5.0
353.38,45.93,1074,69910,0.444,99.15,1074,0.0,1,0.033,True,1.0
355.14,561.88,800,69910,0.41,104.21,800,0.0,1,0.033,True,5.0
