y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
3.65,618.99,108,67180,0.711,10.57,108,0.1,0,0.0,False,0.0
340.02,34.97,113,67180,0.495,11.49,113,0.0,0,0.0,False,0.0
343.87,557.42,959,67180,0.341,87.35,959,0.0,0,0.0,True,5.0
345.16,491.48,951,67180,0.316,84.13,951,0.0,0,0.0,True,4.0
345.07,759.96,138,67180,0.429,12.87,138,0.0,0,0.0,False,0.0
352.98,154.03,123,67180,0.385,11.03,123,0.1,0,0.0,False,0.0
355.94,630.34,113,67180,0.513,11.49,113,0.1,0,0.0,False,0.0
356.03,759.82,135,67180,0.439,11.49,135,0.0,0,0.0,False,0.0
360.63,724.1,923,67180,0.366,85.05,923,0.0,0,0.0,True,6.0
361.94,154.35,115,67180,0.217,8.73,115,0.0,0,0.0,False,0.0
365.72,54.97,1039,67180,0.376,86.43,1039,0.0,0,0.0,True,1.0
366.59,596.81,949,67180,0.254,94.7,949,0.0,0,0.0,True,5.0
367.04,93.17,1045,67180,0.177,78.15,1045,0.0,0,0.0,True,1.0
367.41,317.68,169,67180,0.41,22.99,169,0.0,0,0.0,False,0.0
367.9,41.88,1082,67180,0.118,116.77,1082,0.0,0,0.0,True,1.0
368.16,209.79,974,67180,0.507,93.78,974,0.0,0,0.0,True,2.0
367.84,226.58,768,67180,0.176,58.38,768,0.0,0,0.0,True,2.0
369.24,82.27,933,67180,0.511,91.94,933,0.0,0,0.0,True,1.0
368.68,190.11,940,67180,0.438,82.75,940,0.0,0,0.0,True,2.0
368.8,300.85,867,67180,0.452,82.75,867,0.0,0,0.0,True,3.0
369.58,329.16,107,67180,0.321,15.17,107,0.0,0,0.0,False,0.0
369.16,723.7,546,67180,0.487,68.04,546,0.0,0,0.0,True,6.0
369.82,292.74,955,67180,0.484,85.97,955,0.0,0,0.0,True,3.0
369.58,556.89,810,67180,0.261,90.1,810,0.0,0,0.0,True,5.0
369.77,686.22,1113,67180,0.291,92.4,1113,0.0,0,0.0,True,6.0
369.54,740.54,683,67180,0.208,90.56,683,0.0,0,0.0,True,6.0
371.51,438.53,884,67180,0.327,89.64,884,0.0,0,0.0,True,4.0
370.96,565.38,1035,67180,0.522,100.22,1035,0.0,0,0.0,True,5.0
370.85,751.58,683,67180,0.266,94.7,683,0.0,0,0.0,True,6.0
374.14,630.55,120,67180,0.259,13.33,120,0.0,0,0.0,False,0.0
339.01,630.29,126,67180,0.535,11.95,126,0.1,0,0.0,False,0.0
337.0,287.01,124,67180,0.491,11.49,124,0.0,0,0.0,False,0.0
366.7,457.02,1326,67180,0.283,99.3,1326,0.0,0,0.0,True,4.0
335.52,158.12,851,67180,0.343,84.59,851,0.0,0,0.0,True,2.0
336.94,48.12,1117,67180,0.393,89.18,1117,0.0,0,0.0,True,1.0
3.91,746.0,122,67180,0.783,12.87,122,0.1,0,0.0,False,0.0
52.99,156.69,100,67180,0.43,8.73,100,0.0,0,0.0,False,0.0
67.98,36.03,119,67180,0.539,11.49,119,0.0,0,0.0,False,0.0
99.94,35.83,127,67180,0.465,11.95,127,0.0,0,0.0,False,0.0
188.9,35.24,110,67180,0.402,11.49,110,0.0,0,0.0,False,0.0
210.92,35.2,135,67180,0.472,13.33,135,0.0,0,0.0,False,0.0
228.97,155.52,104,67180,0.33,8.73,104,0.1,0,0.0,False,0.0
239.92,155.3,105,67180,0.221,6.9,105,0.0,0,0.0,False,0.0
