15.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,16d,005-converted,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
15.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,16d,005-converte,WT,34,84,2.1155,19.6368,0.9923,0,0.0373
15.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,16d,005-converte,A90V,119,169,1.409,-28.2118,0.998,0,0.0127
15.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,16d,005-converte,G287S,45,95,2.2446,-42.8162,0.9921,0,0.0402
15.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,16d,005-converte,G294A-,127,177,1.0182,-34.5439,0.9817,0,0.0279
15.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,16d,005-converte,A315T,91,141,1.7444,-2.8484,0.9979,0,0.0159
15.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,16d,005-converte,M337V,1,51,1.7368,22.689,0.9924,0,0.0306
15.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,16d,005-converte,2024-02-15_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_16d__all,7,57,1.2412,32.8456,0.9971,0,0.0135
