27.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,28d,006-converted,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
27.02.24,NEG-008,hTDP43,WT,m,28d,006-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__1,57,107,0.7031,38.8456,0.8,0,0.0746
27.02.24,NEG-008,hTDP43,A90V,m,28d,006-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__2,39,89,0.8643,-28.8715,0.9825,0,0.0231
27.02.24,NEG-008,hTDP43,G287S,m,28d,006-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__3,44,94,1.7411,-45.14,0.9356,0,0.0929
27.02.24,NEG-008,hTDP43,G294A,m,28d,006-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__4,1,51,0.393,-1.0364,0.6696,0,0.0617
27.02.24,NEG-008,hTDP43,A315T-M337V,m,28d,006-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__5,57,107,1.0509,-7.037,0.956,0,0.0456
27.02.24,NEG-008,hTDP43,M337V,m,28d,006-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__6,52,102,0.912,-53.4231,0.7211,0,0.1239
27.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,28d,006-converte,2024-02-27_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_28d__all,54,104,0.8764,-8.6346,0.9658,0,0.0333
