y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
5.36,619.15,100,60800,0.424,10.64,100,0.1,0,0.0,False,0.0
181.02,28.64,113,60800,0.501,11.07,113,0.2,0,0.0,False,0.0
191.0,157.91,151,60800,0.483,13.2,151,0.0,0,0.0,False,0.0
190.95,618.9,120,60800,0.43,10.64,120,0.0,0,0.0,False,0.0
207.89,158.0,121,60800,0.475,11.5,121,0.1,0,0.0,False,0.0
237.22,182.32,973,60800,0.521,91.54,973,0.0,0,0.0,True,2.0
244.74,294.89,816,60800,0.247,88.13,816,0.0,0,0.0,True,3.0
279.84,351.01,1126,60800,0.373,100.48,1126,0.0,0,0.0,True,3.0
282.68,441.88,931,60800,0.366,86.0,931,0.0,0,0.0,True,4.0
289.72,606.4,1113,60800,0.247,97.5,1113,0.0,0,0.0,True,5.0
298.83,173.27,961,60800,0.336,88.98,961,0.0,0,0.0,True,2.0
332.77,320.93,693,60800,0.335,90.26,693,0.0,0,0.0,True,3.0
334.69,90.25,886,60800,0.35,88.56,886,0.0,0,0.0,True,1.0
341.84,31.49,412,60800,0.215,43.85,412,0.0,0,0.0,True,1.0
346.97,350.2,1066,60800,0.359,98.77,1066,0.0,0,0.0,True,3.0
178.96,618.91,131,60800,0.472,12.35,131,0.1,0,0.0,False,0.0
358.49,40.73,853,60800,0.346,97.07,853,0.0,0,0.0,True,1.0
358.38,77.95,1043,60800,0.462,89.41,1043,0.0,0,0.0,True,1.0
357.83,336.74,816,60800,0.269,106.44,816,0.0,0,0.0,True,3.0
359.2,166.48,862,60800,0.528,87.28,862,0.0,0,0.0,True,2.0
359.1,179.38,850,60800,0.037,108.57,850,0.0,0,0.0,True,2.0
359.73,92.22,880,60800,0.499,83.02,880,0.0,0,0.0,True,1.0
361.29,216.89,856,60800,0.482,88.56,856,0.0,0,0.0,True,2.0
361.17,432.79,566,60800,0.4,66.84,566,0.0,0,0.0,True,4.0
361.07,452.69,1028,60800,0.462,97.92,1028,0.0,0,0.0,True,4.0
360.84,469.15,949,60800,0.371,86.85,949,0.0,0,0.0,True,4.0
361.29,550.97,937,60800,0.491,88.56,937,0.0,0,0.0,True,5.0
362.83,196.17,289,60800,0.295,28.1,289,0.0,0,0.0,True,2.0
362.07,442.2,695,60800,0.545,68.12,695,0.0,0,0.0,True,4.0
362.15,581.97,921,60800,0.259,89.41,921,0.0,0,0.0,True,5.0
363.9,327.54,435,60800,0.452,53.22,435,0.0,0,0.0,True,3.0
358.34,64.16,331,60800,0.316,58.33,331,0.0,0,0.0,True,1.0
170.02,157.76,140,60800,0.464,12.77,140,0.0,0,0.0,False,0.0
254.04,347.29,893,60800,0.389,92.81,893,0.0,0,0.0,True,3.0
159.98,158.03,135,60800,0.483,11.92,135,0.1,0,0.0,False,0.0
6.89,490.94,105,60800,0.307,11.07,105,0.0,0,0.0,False,0.0
12.3,158.3,148,60800,0.244,16.18,148,0.1,0,0.0,False,0.0
16.04,30.67,127,60800,0.537,12.77,127,0.4,0,0.0,False,0.0
15.96,618.92,146,60800,0.527,14.48,146,0.1,0,0.0,False,0.0
18.99,286.09,155,60800,0.512,15.75,155,0.1,0,0.0,False,0.0
29.98,35.0,108,60800,0.559,11.5,108,0.0,0,0.0,False,0.0
31.96,158.36,192,60800,0.512,18.31,192,0.5,0,0.0,False,0.0
161.96,28.69,113,60800,0.563,11.5,113,0.1,0,0.0,False,0.0
42.98,286.42,161,60800,0.459,14.48,161,0.2,0,0.0,False,0.0
44.98,29.87,139,60800,0.595,14.9,139,0.1,0,0.0,False,0.0
44.99,158.43,169,60800,0.469,14.9,169,0.1,0,0.0,False,0.0
53.99,29.99,152,60800,0.606,17.46,152,0.1,0,0.0,False,0.0
54.97,619.12,110,60800,0.53,10.64,110,0.1,0,0.0,False,0.0
62.0,158.19,210,60800,0.504,19.16,210,0.0,0,0.0,False,0.0
62.99,30.09,137,60800,0.618,15.75,137,0.6,0,0.0,False,0.0
31.99,618.94,128,60800,0.498,11.5,128,0.0,0,0.0,False,0.0
76.0,158.21,151,60800,0.526,14.05,151,0.1,0,0.0,False,0.0
66.0,619.14,104,60800,0.533,10.22,104,0.0,0,0.0,False,0.0
146.02,287.08,106,60800,0.506,10.22,106,0.1,0,0.0,False,0.0
141.99,158.05,122,60800,0.469,10.64,122,0.1,0,0.0,False,0.0
127.0,157.97,137,60800,0.51,12.35,137,0.1,0,0.0,False,0.0
110.05,618.82,120,60800,0.49,11.07,120,0.0,0,0.0,False,0.0
97.96,286.6,124,60800,0.478,11.07,124,0.1,0,0.0,False,0.0
113.11,34.18,116,60800,0.432,12.35,116,0.0,0,0.0,False,0.0
95.99,619.13,113,60800,0.521,10.64,113,0.0,0,0.0,False,0.0
93.01,29.76,129,60800,0.472,12.35,129,0.0,0,0.0,False,0.0
86.97,286.4,147,60800,0.475,13.62,147,0.3,0,0.0,False,0.0
83.0,490.96,102,60800,0.46,8.94,102,0.1,0,0.0,False,0.0
79.99,619.16,131,60800,0.493,11.92,131,0.0,0,0.0,False,0.0
76.01,286.63,127,60800,0.502,11.5,127,0.1,0,0.0,False,0.0
97.02,158.17,135,60800,0.499,11.92,135,0.1,0,0.0,False,0.0
347.01,447.72,402,60800,0.214,32.78,402,0.0,1,0.033,True,4.0
358.99,179.42,894,60800,0.067,111.44,894,0.0,1,0.033,True,2.0
357.45,335.72,822,60800,0.177,102.26,822,0.0,1,0.033,True,3.0
358.29,41.76,906,60800,0.434,101.38,906,0.0,1,0.033,True,1.0
358.36,65.58,198,60800,0.373,31.03,198,0.0,1,0.033,True,1.0
358.84,79.61,949,60800,0.466,94.83,949,0.0,1,0.033,True,1.0
359.47,166.89,983,60800,0.478,83.9,983,0.0,1,0.033,True,2.0
361.16,216.89,861,60800,0.527,88.71,861,0.0,1,0.033,True,2.0
