08.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,9d,003-converted,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
08.02.24,NEG-008,hTDP43,A90V,m,9d,003-converte,2024-02-08_1,0,50,2.8113,8.8419,0.9921,0,0.0502
08.02.24,NEG-008,hTDP43,G287S,m,9d,003-converte,2024-02-08_2,68,118,0.9047,44.4886,0.9666,0,0.0339
08.02.24,NEG-008,hTDP43,G294A,m,9d,003-converte,2024-02-08_3,43,93,1.2272,7.9757,0.935,0,0.0658
08.02.24,NEG-008,hTDP43,A315T,m,9d,003-converte,2024-02-08_4,25,75,2.5621,10.4926,0.9972,0,0.0274
08.02.24,NEG-008,hTDP43,M337V,m,9d,003-converte,2024-02-08_5,109,159,1.5562,2.6022,0.9993,0,0.0084
08.02.24,NEG-008,hTDP43,AVG,m,9d,003-converte,2024-02-08_all,0,50,1.4947,30.2001,0.9923,0,0.0264
