2024-02-23,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,24d,006-converted,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
2024-02-23,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,24d,006-converte,2024-02-23_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_24d__1,34,84,1.3738,7.3622,0.9948,0.0,0.02
2024-02-23,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,24d,006-converte,2024-02-23_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_24d__2,9,59,1.3322,6.3585,0.9555,0.0,0.0582
2024-02-23,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,24d,006-converte,2024-02-23_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_24d__3,50,100,2.2838,-21.1314,0.9715,0.0,0.0788
2024-02-23,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,24d,006-converte,2024-02-23_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_24d__4,49,99,1.5165,-18.2889,0.9821,0.0,0.0411
2024-02-23,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,24d,006-converte,2024-02-23_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_24d__5,0,50,0.4476,6.4393,0.9424,0.0,0.0225
2024-02-23,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,24d,006-converte,2024-02-23_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_24d__6,69,119,0.5119,-17.5401,0.9211,0.0,0.0306
2024-02-23,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,24d,006-converte,2024-02-23_NEG-008_hTDP43_WT-A90V-G287S-G294A-A315T-M337V_m_24d__all,27,77,0.5803,33.0167,0.9783,0.0,0.0174
