,id101,id13,id139,id16,id166,id176,id178,id185,id186,id189,id21,id22,id238,id258,id281,id34,id37,id45,id47,id50,id54,id58,id63,id71,id9,id90
id101,,,9.022592794692969,,6.469095491552225,181.74911966774422,30.848418456500255,116.06713393431804,114.38752446088563,2.9077004586548365,,,182.12336652571503,25.048113704153717,76.36375247197799,,,,,,,,,,,7.138490976227875
id13,,,,,106.50500149367417,71.29437799485346,74.43519539660056,9.293381501439306,15.282237879331458,108.61529232578833,,,49.66777403987144,132.82526054551332,111.6420874757003,,,,,,,,,,,
id139,,,,,10.349749508864921,184.63726454837771,32.13237055191831,120.7724565433333,116.58550220027406,6.050900884361789,,,183.66154341365822,25.570042222089338,71.1821943260875,,,,,,,,,,,
id16,123.09683203974116,,133.86917122367106,,33.91633156489653,44.39417803591051,23.62805466661519,35.479414933253544,13.178671305084226,137.16626748756514,,,12.382856826448618,68.54970031457708,70.24568653289016,,,,,13.234492046851015,6.978524870450527,28.687603272948728,39.73335576858474,14.414688067075447,,198.58669522969234
id166,,,,,,182.8108606026153,,117.37386759509327,117.18577903595435,11.030665988741056,,,183.58405486552928,27.722068991861626,78.66835864410321,,,,,,,,,,,
id176,,,,,,,,66.8696173133231,,,,,17.063011142616105,158.4136617723102,110.97063219252658,,,,,,,,,,,
id178,,,,,,,,,,,,,,,113.79100169008656,,,,,,,,,,,
id185,,,,,,,,,,,,,,,,,,,,,,,,,,
id186,,,,,,,,,,,,,,,38.64306322999374,,,,,,,,,,,
id189,,,,,,,,,,,,,,,77.40508753342138,,,,,,,,,,,
id21,95.75961113642852,,96.89447223667977,,96.1172420151728,87.64367133455785,67.49268506169403,21.22129508581225,36.776908733824705,93.1239350939675,,,91.06514563440605,74.13526393838885,40.233095155234054,,14.603815426113822,15.22859235123195,30.418426560867136,98.12439973935005,88.19129959922351,69.02160893517336,61.07281766993162,96.73375380912374,,97.47041732727449
id22,,,,,,,,,,,,,183.4904945407721,35.37085798916719,89.21111623479476,,,,,,,,,,,
id238,,,,,,,,,,,,,,131.34253230313283,44.38898239832538,,,,,,,,,,,
id258,,,,,,,,,,,,,,,,,,,,,,,,,,
id281,,,,,,,,,,,,,,,,,,,,,,,,,,
id34,,,,,,,,,,,,,,,,,,,,,,,,,,
id37,81.82903793886375,,82.59590712437628,,82.52579621258594,100.38361345359111,53.073225435287945,34.2486075141873,40.76518461797998,79.16146433554283,,,102.40005462957559,59.70852273554002,29.169375471785614,,,,18.461935467336975,83.98999236992837,74.63225877594755,54.88520406266157,46.657132307882584,82.51991449628727,,83.24994025705129
id45,81.83197571854171,,82.42084956740305,,82.65200734328184,100.17549525707373,52.83791951103149,34.253194885809116,39.63155261390683,79.15327379048514,,,101.93192410596815,59.46108897767336,27.643916221881277,,,,19.268986985942984,83.90221378985504,74.77583332868983,54.82170031109945,46.432604829419745,82.39246391625042,,83.11862351271051
id47,,,,,169.21411580378765,35.845980797370785,137.4816672747897,42.96324008141161,52.80835150033142,159.79437648556933,,,47.567935281798654,103.64357304147697,35.02470258356012,,,,,,,,,,,
id50,34.77167942683595,,158.5417637727929,,53.72001676177651,154.29845076236694,20.63346249812927,35.622205961947614,115.99942190573043,32.385703840786796,,,174.2481724707344,118.97166059407388,273.712184928797,,,,,,,,,,,57.47190936815008
id54,9.783353208384122,,17.158060602825465,,7.930664240954756,174.94236565223417,26.5390172225975,108.84517153360935,109.04259354214818,8.431245463656749,,,175.9895594727927,22.255296053576895,72.123236031462,,,,,,,21.431407443282843,31.44029393068008,15.176493100257916,,15.81473515585605
id58,27.114952056015145,,28.034753399648412,,28.814167937394792,154.63683463198544,6.25601073498967,89.07478808043513,87.73546915433381,24.407228806627813,,,155.1033498126866,8.059245043292522,50.74034343303267,,,,,,,,10.01148692883996,27.729710145735957,,28.4713945365224
id63,,,,,,11.312451298839445,,76.03989995787747,75.21672053075875,189.80777427346158,,,42.557543255825315,92.80602659725133,40.18069026270221,,,,,,,,,,,
id71,,,,,,,,,,,,,7.5821373323281955,124.73190214017924,16.96126851063093,,,,,,,,,,,
id9,,,,,117.73127742026456,52.00109375721896,87.75943632941356,27.680741524371385,33.58455464465461,129.08564248893387,,,22.414409526961695,152.77058523021768,52.52160901970838,,,,,,,,,,,
id90,,,4.122923183236209,,13.35667557332159,178.03656896668934,30.967436672095136,109.6988212664357,112.398219615953,5.164477993216822,,,163.06885537754292,9.382667478703134,43.36763239501802,,,,,,,,,,,
