frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id22,id24,id26,id31,id34,id37,id38,id39,id45,id48,id49,id50,id51,id52,id53,id54,id55,id57,id59,id60,id61,id62,id65,id68,id69,id71,id72,id73,id74,id75
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,"(9.28, 12.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,"(8.89, 13.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"(274.43, 370.31)",,,,,,,,,,,,,,,,,,,,,,,"(426.94, 359.58)","(1.26, 344.47)",,,"(40.61, 441.56)",,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(43.59, 428.38)",,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,"(9.18, 12.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,"(9.58, 12.17)",,,,,,"(125.57, 11.40)",,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,"(243.80, 13.23)",,"(430.85, 13.26)","(9.52, 12.16)",,,,,,"(125.60, 11.41)",,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,"(244.16, 13.45)",,"(431.49, 14.77)","(9.66, 12.27)",,,,,,"(126.01, 11.42)",,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,"(243.97, 13.77)",,"(430.72, 13.84)","(9.23, 12.38)",,,,,,"(125.77, 11.26)",,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,"(243.73, 13.45)",,"(430.96, 13.86)","(9.19, 12.33)",,,,,,"(126.01, 11.18)",,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,"(243.82, 13.55)",,"(430.84, 13.76)","(9.19, 12.41)",,,,,,"(126.05, 11.27)",,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,"(243.69, 13.68)",,"(430.62, 13.38)","(8.88, 12.71)",,,,,,"(126.06, 11.34)",,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,"(244.06, 14.46)","(546.85, 13.91)","(430.20, 14.02)","(8.97, 13.47)",,,,,,"(126.31, 11.01)",,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,"(243.22, 14.62)","(546.64, 13.20)","(430.04, 13.65)","(8.75, 13.42)",,,,,,"(125.72, 11.40)",,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,"(244.25, 13.59)","(548.02, 15.13)",,"(9.45, 11.96)",,,,,,"(127.03, 9.80)",,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,"(153.42, 450.60)",,"(31.63, 448.56)",,,,,,,,,,,,,,,,,,,,,,
124,"(257.80, 396.19)",,,,,,,,,,,"(497.19, 452.56)",,,,,,,,,,,,,,"(153.34, 450.62)",,"(31.18, 448.90)","(301.49, 451.04)",,,,,,,,,,,,,,,,,,,,,
125,"(258.45, 395.52)",,,"(416.98, 453.16)",,,,,,,,"(498.58, 454.27)",,,,,,,,,,"(173.81, 449.25)","(284.24, 447.59)",,,"(153.93, 450.67)",,"(31.80, 448.89)","(300.59, 450.43)","(383.49, 451.40)",,"(255.53, 449.18)",,,,,,,,,,,,,,,,,,
126,"(259.30, 394.26)",,,"(416.64, 453.11)",,,,,,,,"(499.83, 453.27)",,"(529.85, 449.87)",,,,,,,,"(173.99, 449.14)","(284.43, 447.59)",,,"(153.48, 450.67)",,"(31.71, 449.13)","(300.45, 450.33)","(383.09, 451.38)",,"(256.21, 449.11)",,,,,,,,,,,,,,,,,,
127,"(260.44, 392.56)",,,"(416.75, 452.67)",,,,,,,,"(503.40, 453.33)",,"(529.83, 450.11)",,,,,,,,"(173.46, 448.20)","(285.64, 447.63)",,,"(153.54, 450.57)",,"(31.66, 449.05)","(300.67, 449.74)","(382.95, 450.77)","(176.70, 451.67)","(255.72, 450.14)","(268.09, 451.04)",,,,,,,,,,,,,,,,,
128,"(262.30, 390.21)",,,"(417.88, 452.14)",,,,,,,,"(502.38, 453.20)",,"(529.98, 450.16)",,,,,,,,"(174.44, 449.60)","(287.04, 448.47)",,,"(154.21, 450.65)",,"(31.62, 448.78)","(301.98, 449.26)","(382.10, 450.40)",,"(257.80, 450.54)","(268.00, 450.93)","(497.93, 450.70)",,,,,,,,,,,,,,,,
129,"(263.12, 388.52)",,,"(418.60, 451.83)",,,,,,,,"(500.44, 452.50)",,"(529.73, 450.09)",,,,,,,,"(173.23, 448.86)","(287.63, 448.91)",,,"(154.01, 450.50)",,"(31.78, 448.73)","(302.10, 449.21)","(380.51, 450.52)",,"(256.96, 449.67)","(267.90, 450.97)",,,,,,,,,,,,,,,,,
130,"(264.75, 386.08)",,,"(420.50, 451.42)",,,,,,,,"(502.09, 452.50)",,"(529.75, 450.01)",,,,,,,,"(174.84, 447.66)","(287.71, 448.53)",,,"(153.84, 450.27)",,"(32.84, 448.17)","(302.22, 449.98)","(379.78, 450.56)",,"(255.66, 449.88)","(267.72, 451.03)",,,,,,,,,,,,,,,,,
131,"(265.56, 383.73)",,,"(422.59, 451.44)",,,,,,,,"(501.55, 453.05)",,"(529.67, 450.05)",,,,,,,,"(175.16, 447.17)","(288.18, 447.82)",,,"(152.90, 449.97)",,"(33.52, 447.99)","(303.35, 449.00)","(380.58, 450.70)",,"(257.70, 450.80)","(266.25, 450.32)",,,,,,,,,,,,,,,,,
132,"(266.60, 381.07)",,,"(424.52, 451.25)",,,,,,,,"(499.38, 453.41)",,"(529.78, 450.12)",,,,,,,,"(174.19, 448.07)","(287.36, 447.87)",,,"(151.39, 449.33)",,"(33.90, 447.40)","(304.17, 449.30)","(381.27, 450.79)","(162.86, 450.20)",,"(264.13, 450.05)",,,,,,,,,,,,,,,,,
133,"(267.25, 378.48)",,,"(426.29, 451.78)",,,,,,,,"(499.25, 453.45)",,"(529.70, 450.04)",,,,,,,,"(174.41, 447.51)","(287.43, 448.12)",,,"(150.48, 448.81)",,"(34.03, 446.93)","(303.61, 448.99)","(382.57, 451.35)","(160.10, 450.26)",,"(260.77, 450.49)","(506.44, 450.68)",,,,,,,,,,,,,,,,
134,"(268.65, 376.04)",,,"(426.06, 451.48)",,,,,,,,"(499.90, 453.26)",,"(529.28, 449.89)",,,,,,,,"(175.02, 446.85)","(287.45, 447.97)",,,"(151.34, 447.97)",,"(34.04, 446.13)","(301.93, 448.76)","(383.57, 451.14)","(157.09, 452.05)",,"(260.92, 450.33)","(507.07, 450.41)",,,,,,,,,,,,,,,,
135,"(269.65, 374.04)",,,"(425.09, 451.44)",,,,,,,,"(498.98, 453.44)",,"(528.95, 450.00)",,,,,,,,"(176.09, 446.82)","(287.52, 447.78)",,,,,"(33.85, 446.13)","(299.68, 448.14)","(384.82, 451.40)","(153.90, 450.08)",,"(260.76, 450.42)","(506.22, 450.57)",,,,,,,,,,,,,,,,
136,"(271.82, 372.90)",,,"(420.91, 450.92)",,,,,,,,"(498.28, 453.03)",,"(528.29, 450.17)",,,,,,,,"(176.30, 446.95)","(288.24, 447.30)",,,,,"(35.23, 445.60)","(297.49, 448.14)","(385.73, 451.77)","(152.06, 451.34)",,"(260.77, 450.48)","(506.36, 450.49)",,,,,,,,,,,,,,,,
137,"(274.27, 371.94)",,,"(419.41, 451.20)",,,,,,,,"(498.19, 453.22)",,"(527.09, 450.00)",,,,,,,,"(176.62, 445.24)","(289.98, 447.34)",,,,,"(36.04, 444.36)","(296.06, 448.80)","(386.33, 451.70)","(149.96, 452.28)",,"(260.71, 449.80)","(506.40, 450.39)",,,,,,,,,,,,,,,,
138,"(275.51, 370.94)",,,"(417.75, 451.68)",,,,,,,,"(498.25, 453.21)",,"(525.74, 450.28)",,,,,,,,"(177.65, 443.21)","(292.41, 448.29)",,,"(153.92, 447.28)",,"(37.35, 442.29)",,"(386.17, 451.47)","(146.79, 451.70)",,"(261.32, 449.88)","(506.47, 450.44)",,,,,,,,,,,,,,,,
139,"(276.61, 369.66)",,,"(416.35, 451.72)",,,,,,,,"(497.37, 453.29)",,"(525.00, 450.28)",,,,,,,,"(178.18, 442.53)","(292.80, 448.31)",,,"(154.42, 447.41)",,"(38.66, 439.73)",,"(386.75, 452.24)","(144.69, 451.39)",,"(262.02, 449.88)","(506.34, 450.44)",,,,,,,,,,,,,,,,
140,"(276.66, 368.07)",,,"(414.94, 451.77)",,,,,,,,"(497.56, 453.19)",,"(524.09, 450.61)",,,,,,,,"(178.55, 442.10)","(293.31, 448.16)",,,"(155.08, 447.37)",,"(38.32, 438.92)",,"(387.00, 452.18)","(142.14, 451.35)",,"(261.22, 449.49)","(506.39, 450.29)",,,,,,,,,,,,,,,,
141,"(276.19, 366.07)",,,"(414.70, 451.73)",,,,,,,,"(497.97, 453.04)",,"(522.74, 450.81)",,,,,,,,"(179.47, 440.66)","(293.38, 447.98)",,,"(154.98, 447.36)",,"(38.60, 436.61)",,"(388.92, 452.30)","(140.53, 451.66)",,"(260.52, 449.90)","(505.01, 450.38)",,,,,,,,,,,,,,,,
142,"(276.15, 363.62)",,,"(414.28, 451.53)",,,,,,,,"(496.95, 452.39)",,"(521.71, 451.03)",,,,,,,,"(180.21, 439.23)","(293.60, 447.75)",,,"(155.16, 447.36)",,"(39.85, 436.78)",,"(386.71, 451.52)","(140.49, 451.44)","(272.17, 449.13)","(260.18, 449.75)","(503.77, 449.90)",,,,,,,,,,,,,,,,
143,"(275.26, 360.78)",,,"(414.23, 450.90)",,,,,,,,"(496.29, 452.85)",,"(520.94, 450.86)",,,,,,,,"(180.78, 437.90)","(293.35, 447.67)",,,"(155.80, 447.80)",,"(39.39, 437.34)",,"(385.57, 451.58)","(139.95, 451.11)","(275.70, 449.18)",,,,,,,,,,,,,,,,,,
144,"(275.19, 357.88)",,,"(412.97, 451.03)",,,,,,,,"(495.51, 452.71)",,"(520.61, 450.95)",,,,,,,,"(181.51, 436.61)","(293.40, 447.67)",,,"(156.83, 447.79)",,"(40.10, 436.18)",,"(384.95, 451.66)","(137.83, 450.93)","(277.49, 448.93)",,,,,,,,,,,,,,,,,,
145,"(274.92, 355.10)",,,"(412.98, 451.00)",,,,,,,,"(492.44, 452.74)",,"(520.58, 450.85)",,,,,,,,"(182.21, 435.52)","(295.10, 447.50)",,,"(157.25, 447.82)",,"(40.21, 435.23)",,"(384.69, 451.40)","(136.35, 450.90)","(279.78, 449.08)",,,,,,,,,,,,,,,,,,
146,"(274.93, 352.17)",,,"(413.34, 451.13)",,,,,,,,"(491.76, 452.90)",,"(520.59, 450.72)","(537.48, 449.98)",,,,,,,"(182.88, 433.64)","(296.01, 447.48)",,,"(156.99, 448.49)",,"(40.73, 434.27)",,"(385.23, 451.34)","(135.37, 450.76)","(282.62, 448.70)","(258.72, 449.66)",,,,,,,,,,,,,,,,,
147,"(274.43, 349.61)",,,"(412.86, 451.11)",,,,,,,,"(491.09, 453.10)",,"(520.61, 450.36)","(537.78, 450.84)",,,,,,,"(183.55, 432.35)","(295.00, 447.50)",,,"(156.01, 448.40)",,"(41.02, 433.08)",,"(385.16, 451.40)","(133.44, 450.65)","(281.40, 448.74)","(258.23, 449.29)",,,,,,,,,,,,,,,,,
148,"(274.49, 347.06)",,,"(413.65, 451.20)",,,,,,,,"(490.88, 453.23)",,"(520.46, 450.40)","(535.70, 450.62)",,,,,,,"(184.48, 431.71)","(295.65, 447.35)",,,"(155.81, 448.06)",,"(41.29, 431.57)","(288.25, 447.51)","(385.10, 451.43)","(132.07, 450.41)","(280.55, 448.67)","(257.42, 449.10)",,,,,,,,,,,,,,,,,
149,"(274.86, 344.25)",,,"(413.61, 451.24)",,,,,,,,"(490.38, 452.64)",,"(520.45, 450.39)","(535.36, 450.66)",,,,,,,"(185.18, 429.97)","(297.78, 447.67)",,,"(155.49, 447.80)",,"(40.90, 430.23)","(288.25, 447.43)","(385.36, 451.53)","(129.83, 450.54)","(279.97, 448.80)","(256.19, 448.30)",,,,,,,,,,,,,,,,,
150,"(274.37, 341.82)",,,"(411.63, 450.04)",,,,,,,,"(488.41, 452.32)",,"(520.44, 450.35)","(534.40, 450.65)",,,,,,,"(186.23, 428.54)","(299.20, 448.12)",,,"(155.25, 447.73)",,"(41.01, 427.86)","(287.61, 447.24)","(385.32, 451.63)","(129.20, 450.37)","(279.83, 448.53)","(255.85, 447.99)",,,,,,,,,,,,,,,,,
151,"(274.42, 339.43)",,,"(409.78, 450.22)",,,,,,,,"(489.26, 453.35)",,"(521.19, 450.62)","(533.60, 450.26)",,,,,,,"(186.89, 427.18)","(299.85, 448.04)",,,"(155.22, 447.72)",,"(40.98, 426.06)","(287.65, 447.56)","(385.72, 450.69)","(128.45, 450.31)","(279.25, 447.98)","(254.65, 447.85)",,,,,,,,,,,,,,,,,
152,"(272.87, 337.85)",,,"(407.77, 450.70)",,,,,,,,"(489.12, 453.24)",,"(520.95, 450.88)","(532.92, 450.25)",,,,,,,"(187.24, 424.71)","(300.54, 447.21)",,,"(155.21, 447.70)",,"(40.35, 424.11)","(287.34, 448.43)","(385.03, 450.64)","(127.54, 450.16)","(279.33, 447.60)","(254.13, 447.64)",,,,,,,,,,,,,,,,,
153,"(270.86, 336.40)",,,"(405.47, 451.09)",,,,,,,,"(488.33, 452.85)",,"(521.13, 450.85)","(532.34, 450.19)",,,,,,,"(187.90, 423.01)","(299.63, 446.81)",,,"(155.15, 447.69)",,"(39.75, 421.96)","(286.42, 449.22)","(382.97, 451.89)","(127.73, 450.26)","(278.04, 447.43)","(254.72, 447.76)",,,,,,,,,,,,,,,,,
154,"(268.45, 335.45)",,,"(402.62, 451.00)",,,,,,,,"(489.27, 453.10)",,"(520.81, 450.71)","(531.74, 449.92)",,,,,,,"(187.85, 420.31)","(299.09, 446.34)",,,"(154.44, 447.78)",,"(39.11, 419.98)","(286.50, 449.40)","(382.84, 450.80)","(128.70, 450.60)","(277.12, 447.48)","(255.45, 447.71)",,,,,,,,,,,,,,,,,
155,"(266.05, 334.11)",,,"(400.99, 450.29)",,,,,,,,"(488.81, 453.04)",,"(521.10, 450.54)","(531.35, 449.97)",,,,,,,"(188.61, 418.47)","(299.64, 446.09)",,,"(153.97, 447.86)",,"(38.84, 417.73)","(285.78, 449.39)","(382.59, 451.16)","(129.93, 450.01)","(276.35, 447.38)","(256.65, 447.39)",,,,,,,,,,,,,,,,,
156,"(263.47, 332.98)",,,"(398.80, 450.33)",,,,,,,,"(488.55, 453.04)",,,"(530.40, 449.94)",,,,,,,"(188.55, 416.79)","(300.09, 445.53)",,,"(153.34, 448.03)",,"(37.94, 415.15)","(284.99, 449.34)","(382.73, 450.41)","(131.23, 449.44)","(273.57, 447.42)","(257.51, 447.16)",,,,,,,,,,,,,,,,,
157,"(262.22, 331.28)",,,"(396.76, 450.43)",,,,,,,,"(488.19, 453.30)",,,"(530.60, 450.05)",,,,,,,"(188.45, 414.52)","(301.14, 445.89)",,,"(152.76, 448.00)",,"(37.31, 412.99)","(283.59, 449.12)","(382.58, 450.29)","(132.87, 449.59)","(271.04, 447.79)","(258.38, 447.24)",,,,,,,,,,,,,,,,,
158,"(260.84, 330.10)",,,"(396.33, 450.09)",,,,,,,,"(487.35, 453.23)",,,"(530.36, 449.84)",,,,,,,"(189.32, 412.56)","(301.50, 445.68)",,,"(151.93, 448.07)",,"(37.07, 411.09)","(281.58, 449.23)","(382.22, 450.24)","(132.83, 449.58)","(269.47, 447.59)","(258.78, 447.31)",,,,,,,,,,,,,,,,,
159,"(260.52, 327.49)",,,"(395.26, 449.50)",,,,,,,,"(487.33, 453.03)",,,"(530.28, 449.36)",,,,,,,"(189.25, 410.59)","(301.53, 443.88)",,,"(151.32, 448.07)",,"(36.29, 409.19)","(279.41, 448.96)","(383.25, 450.70)","(134.06, 449.63)","(268.92, 447.70)","(258.81, 447.37)",,,,,,,,,,,,,,,,,
160,"(260.31, 325.49)",,,"(392.94, 450.66)",,,,,,,,"(487.29, 452.63)",,,"(529.72, 448.78)",,,,,,,"(189.29, 408.80)","(301.59, 443.45)",,,"(150.74, 448.12)",,"(36.03, 406.43)","(277.77, 448.70)","(384.38, 451.39)","(135.85, 449.60)","(269.76, 447.35)","(258.93, 447.28)",,,,,,,,,,,,,,,,,
161,"(260.72, 323.17)",,,"(390.38, 450.73)",,,,,,,,"(487.18, 453.28)",,,"(529.43, 448.37)",,,,,,,"(189.74, 407.44)","(301.80, 443.16)",,,"(150.51, 448.12)",,"(35.28, 404.09)","(276.91, 448.45)","(385.12, 453.01)","(137.63, 449.87)","(272.16, 447.38)","(258.67, 447.81)",,,,,,,,,,,,,,,,,
162,"(260.62, 320.52)",,,"(388.08, 451.43)",,,,,,,,"(487.97, 453.12)",,,"(529.21, 447.91)",,,,,,,"(189.97, 405.61)","(302.01, 442.06)",,,"(150.10, 447.90)",,"(34.84, 401.75)","(276.56, 449.08)","(382.28, 452.95)","(139.46, 449.90)","(272.97, 447.76)","(258.53, 448.01)",,,,,,,,,,,,,,,,,
163,"(261.00, 317.84)",,,"(389.41, 451.41)",,,,,,,,"(488.14, 452.81)",,,"(529.41, 447.94)",,,,,,,"(190.30, 404.19)","(302.22, 440.78)",,,"(150.19, 447.75)",,"(34.21, 399.05)",,,"(141.09, 448.60)","(274.57, 447.95)","(258.42, 448.19)",,,,,,,,,,,,,,,,,
164,"(260.66, 315.39)",,,"(389.42, 452.06)",,,,,,,,"(488.21, 452.41)",,"(518.18, 449.76)","(529.39, 447.95)",,,,,,,"(190.20, 403.28)","(302.20, 439.42)",,,"(149.56, 447.66)",,"(33.47, 396.73)",,,"(141.47, 448.51)","(275.42, 448.13)","(258.54, 448.83)",,,,,,,,,,,,,,,,,
165,"(260.29, 312.79)",,,"(391.92, 451.09)",,,,,,,,"(487.69, 453.07)",,"(517.77, 449.35)","(529.57, 448.16)",,,,,,,"(190.28, 402.00)","(302.30, 438.03)",,,"(149.57, 447.71)",,"(33.17, 394.87)",,,,"(276.56, 448.15)","(258.81, 448.76)",,,,,,,,,,,,,,,,,
166,"(259.98, 310.29)",,,"(389.02, 451.27)",,,,,,,,"(486.84, 452.82)",,"(517.75, 449.51)","(529.43, 448.07)",,,,,,,"(190.27, 400.70)","(302.06, 437.46)",,,"(149.58, 447.72)",,"(32.20, 392.74)",,,,"(281.70, 447.89)","(259.06, 448.67)",,,,,,,,,,,,,,,,,
167,"(259.94, 307.97)",,,"(388.52, 451.22)",,,,,,,,"(487.07, 452.92)",,"(518.09, 449.56)","(529.44, 448.13)",,,,,,,"(189.93, 399.60)","(302.54, 436.34)",,,"(149.60, 448.07)",,"(31.67, 390.80)",,,,"(283.79, 449.37)","(259.05, 448.62)",,,,,,,,,,,,,,,,,
168,"(260.47, 305.23)",,,"(387.49, 451.05)",,,,,,,,"(488.27, 452.01)",,"(517.95, 449.30)","(529.48, 448.08)",,,,,,,"(189.68, 397.43)","(302.50, 434.52)",,,,,"(31.41, 388.68)","(272.64, 449.35)","(399.54, 452.21)","(142.36, 448.06)","(284.93, 448.95)","(259.08, 448.71)",,,,,,,,,,,,,,,,,
169,"(260.59, 303.11)",,,"(386.01, 450.63)",,,,,,,,"(487.75, 452.06)",,"(517.59, 448.99)","(529.92, 448.41)",,,,,,,"(189.62, 395.70)","(302.10, 433.73)",,,,,"(30.74, 387.30)","(272.29, 449.30)","(401.99, 452.17)","(143.29, 447.65)","(287.06, 447.90)","(259.00, 448.18)",,,,,,,,,,,,,,,,,
170,"(262.09, 301.66)",,,"(385.65, 450.72)",,,,,,,,"(487.03, 453.15)",,"(517.24, 448.87)","(529.91, 448.46)",,,,,,,"(189.44, 393.98)","(302.18, 432.46)",,,,,"(30.56, 385.70)","(271.88, 449.47)","(403.77, 451.98)","(143.18, 447.68)","(289.74, 447.67)","(258.76, 447.79)",,,,,,,,,,,,,,,,,
171,"(263.45, 300.06)",,,"(385.10, 450.72)",,,,,,,,"(487.48, 452.98)",,"(516.97, 448.40)","(529.77, 448.50)",,,,,,,"(189.28, 392.26)","(302.20, 431.01)",,,,,"(30.58, 384.05)","(271.90, 449.39)","(405.12, 451.99)","(142.96, 447.82)","(292.25, 447.90)","(258.75, 447.87)",,,,,,,,,,,,,,,,,
172,"(265.33, 299.08)",,,,,,,,,,,"(489.09, 451.82)",,"(516.77, 448.52)","(529.77, 448.52)",,,,,,,"(188.93, 390.15)","(302.07, 429.18)",,,,,"(31.07, 382.72)","(271.80, 448.90)","(406.66, 451.93)","(143.17, 447.73)","(294.11, 448.55)","(258.62, 448.17)",,"(389.52, 451.53)",,,,,,,,,,,,,,,
173,"(266.87, 297.27)",,,,,,,,,,,"(489.33, 452.00)",,"(516.15, 448.64)","(529.84, 448.56)",,,,,,,"(188.50, 388.16)","(302.12, 427.90)",,,,,"(31.38, 381.75)","(271.89, 447.59)","(408.55, 452.15)","(143.35, 448.37)","(297.09, 449.29)","(258.80, 448.32)",,"(390.06, 451.49)",,,,,,,,,,,,,,,
174,"(268.34, 296.07)",,,,,,,,,,,"(489.29, 452.74)",,"(515.31, 448.88)","(530.02, 448.68)",,,,,,,"(188.46, 386.24)","(302.13, 426.51)",,,,,"(31.31, 381.09)","(269.55, 426.22)","(410.55, 452.23)","(143.62, 448.56)","(299.06, 449.84)","(258.54, 448.05)",,"(390.35, 451.50)",,,,,,,,,,,,,,,
175,"(270.11, 294.02)",,,,,,,,,,,"(489.44, 452.40)",,"(514.52, 448.98)","(530.03, 448.55)",,,,,,,"(188.12, 384.63)","(301.57, 424.32)",,,,,"(31.75, 379.74)","(273.45, 416.46)","(412.47, 452.22)","(144.20, 448.77)","(299.52, 448.54)","(258.41, 448.18)",,"(391.76, 451.45)",,,,,,,,,,,,,,,
176,"(271.44, 292.27)",,,,,,,,,,,"(489.36, 452.34)",,"(513.87, 448.62)","(529.95, 448.44)",,,,,,,"(187.46, 382.87)","(301.89, 423.39)",,,,,"(31.86, 377.53)","(277.86, 419.57)","(413.91, 452.14)","(144.82, 448.48)","(300.76, 448.33)","(258.43, 448.07)",,"(393.32, 451.35)",,,,,,,,,,,,,,,
177,"(272.47, 290.53)",,,,,,,,,,,"(489.36, 452.42)",,"(512.95, 448.52)","(530.02, 448.54)",,,,,,,"(187.07, 380.95)","(302.23, 421.51)",,,,,"(31.72, 375.69)","(277.74, 419.51)","(414.74, 452.14)","(145.67, 449.18)","(301.49, 448.21)","(258.41, 448.07)",,"(395.09, 451.62)",,,,,,,,,,,,,,,
178,"(273.27, 288.24)",,,,,,,,,,,"(489.76, 452.09)",,"(512.55, 449.03)","(530.02, 448.66)",,,,,,,"(186.50, 379.44)","(301.77, 419.71)",,,,,"(31.84, 372.89)","(277.74, 419.62)","(416.78, 452.02)",,"(301.53, 447.44)","(258.45, 448.12)",,"(394.14, 452.19)",,,,,,,,,,,,,,,
179,"(274.15, 285.86)",,,,,,,,,,,"(491.27, 452.51)",,"(512.33, 448.92)","(530.09, 448.64)",,,,,,,"(185.93, 377.14)","(301.81, 418.38)",,,,,"(31.59, 371.45)","(277.73, 419.63)","(418.29, 451.63)",,"(300.76, 447.07)","(258.48, 448.08)",,"(394.94, 452.23)",,,,,,,,,,,,,,,
180,"(274.89, 283.73)",,,,,,,,,,,"(492.94, 452.07)",,"(511.49, 448.91)","(530.10, 448.62)",,,,,,,"(184.84, 375.58)","(301.79, 417.25)",,,,,"(31.49, 369.35)","(277.75, 419.60)","(421.67, 451.04)",,"(301.68, 446.60)","(258.20, 448.97)",,"(395.13, 452.16)",,,,,,,,,,,,,,,
181,"(276.78, 281.77)",,,"(404.50, 452.18)",,,,,,,,"(495.20, 452.34)",,"(510.84, 449.14)","(529.98, 448.67)",,,,,,,"(184.41, 373.92)","(301.20, 414.96)",,,"(151.85, 449.00)",,"(31.47, 366.78)","(277.05, 418.23)","(423.94, 450.80)",,"(302.66, 445.90)","(258.14, 449.01)",,"(395.13, 452.24)",,,,,,,,,,,,,,,
182,"(277.82, 279.68)",,,"(405.70, 452.31)",,,,,,,,"(497.57, 452.31)",,"(510.02, 449.27)","(529.88, 448.57)",,,,,,,"(183.29, 372.70)","(301.24, 413.48)",,,"(152.52, 449.11)",,"(30.96, 365.51)","(277.16, 416.05)","(425.82, 450.89)",,"(303.66, 444.97)","(258.22, 449.13)",,,,,,,,,,,,,,,,,
183,"(279.17, 278.05)",,,"(406.15, 452.33)",,,,,,,,"(500.50, 452.11)",,"(509.30, 448.66)","(529.95, 448.35)",,,,,,,"(182.38, 371.10)","(300.98, 411.66)",,,,,"(30.97, 365.75)","(277.73, 413.09)","(426.47, 451.25)",,"(304.38, 442.68)","(258.16, 449.21)",,,,,,,,,,,,,,,,,
184,"(280.22, 276.10)",,,"(405.12, 452.18)",,,,,,,,"(502.81, 452.02)",,"(508.41, 448.45)","(529.91, 448.30)",,,,,,,"(181.76, 369.31)","(300.44, 409.74)",,,,,,"(278.66, 409.83)","(426.17, 451.36)",,"(305.49, 440.73)","(258.06, 449.14)",,,,,,,,,,,,,,,,,
185,"(281.24, 274.28)",,,"(402.82, 452.46)",,,,,,,,"(504.54, 452.05)",,"(508.22, 448.46)","(529.79, 448.07)",,,,,,,"(181.05, 367.75)","(300.22, 408.30)",,,,,,"(280.15, 406.89)","(425.41, 450.99)","(156.53, 450.01)","(306.43, 438.76)","(257.98, 449.12)",,,,,,,,,,,,,,,,,
