08.02.24,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,9d,002-converted,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
08.02.24,NEG-008,hTDP43,A90V,m,9d,002-converte,2024-02-08_1,3,53,1.5256,16.8349,0.9832,0,0.04
08.02.24,NEG-008,hTDP43,G287S,m,9d,002-converte,2024-02-08_2,10,60,0.732,31.3034,0.9873,0,0.0167
08.02.24,NEG-008,hTDP43,G294A,m,9d,002-converte,2024-02-08_3,56,106,2.1852,1.1268,0.9992,0,0.0126
08.02.24,NEG-008,hTDP43,A315T,m,9d,002-converte,2024-02-08_4,90,140,0.7577,97.7446,0.9988,0,0.0053
08.02.24,NEG-008,hTDP43,M337V,m,9d,002-converte,2024-02-08_5,56,106,1.7127,-36.6995,0.9893,0,0.0357
08.02.24,NEG-008,hTDP43,AVG,m,9d,002-converte,2024-02-08_all,19,69,1.5482,11.2967,0.997,0,0.0171
