y,x,frame,t,vial,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converted
96.84,84.01,0,0.0,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
77.94,93.21,0,0.0,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
25.38,104.65,0,0.0,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
25.02,85.99,0,0.0,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
8.71,43.2,0,0.0,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
6.29,96.99,0,0.0,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
100.09,84.31,1,0.04,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
78.69,91.65,1,0.04,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
25.95,86.13,1,0.04,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
25.72,104.27,1,0.04,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
8.76,41.88,1,0.04,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
6.31,97.14,1,0.04,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
104.17,84.11,2,0.08,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
80.03,89.41,2,0.08,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
29.45,85.22,2,0.08,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
27.23,103.04,2,0.08,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
8.76,42.81,2,0.08,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
6.31,97.14,2,0.08,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
107.61,83.96,3,0.12,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
82.62,84.23,3,0.12,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
30.94,84.79,3,0.12,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
28.76,101.25,3,0.12,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
8.7,43.74,3,0.12,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
6.31,97.14,3,0.12,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
110.09,83.77,4,0.16,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
83.87,82.46,4,0.16,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
33.6,82.98,4,0.16,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
31.82,99.35,4,0.16,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
8.81,43.5,4,0.16,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
6.39,97.12,4,0.16,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
113.96,83.95,5,0.2,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
84.85,81.5,5,0.2,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
36.46,79.37,5,0.2,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
34.77,97.86,5,0.2,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
8.58,43.84,5,0.2,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
6.38,97.12,5,0.2,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
116.97,84.25,6,0.24,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
85.43,81.35,6,0.24,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
38.84,77.47,6,0.24,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
38.64,96.0,6,0.24,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
8.05,43.32,6,0.24,1,2024-02-20,NEG-008,hTDP43,WT-A90V-G287S-G294A-A315T-M337V,m,21d,006-converte
