frame,x1,y1,x2,y2,conf
0,575.9456787109375,302.49346923828125,581.4115600585938,310.3733215332031,0.7935218811035156
0,469.9335632324219,369.6272277832031,478.35845947265625,378.50701904296875,0.787184476852417
0,554.7969360351562,276.4878845214844,559.7188110351562,285.5208435058594,0.7827876806259155
0,319.6109313964844,356.2901916503906,327.273193359375,361.1639099121094,0.7580690383911133
0,197.72897338867188,373.09210205078125,204.37942504882812,377.9121398925781,0.7578275203704834
0,290.8484191894531,361.3463134765625,294.9754333496094,370.17431640625,0.7574434280395508
0,552.2660522460938,374.5729064941406,559.3710327148438,378.4371337890625,0.7457930445671082
0,158.28282165527344,369.82977294921875,164.63438415527344,373.77056884765625,0.7308856248855591
0,135.90928649902344,371.0544738769531,142.63238525390625,375.3710632324219,0.7111797332763672
0,450.5171203613281,371.8268127441406,458.1519775390625,376.6479797363281,0.7064237594604492
0,56.65806579589844,371.2651672363281,64.83224487304688,375.8211364746094,0.6947435140609741
0,321.12091064453125,372.7669677734375,328.5888977050781,378.1398010253906,0.6912859082221985
0,592.1998901367188,368.17816162109375,597.3206176757812,374.020263671875,0.6880252361297607
0,439.7790222167969,371.2100830078125,449.0650329589844,376.4565734863281,0.6809707283973694
0,309.47296142578125,369.85540771484375,316.2809143066406,374.4729309082031,0.66124427318573
0,74.328857421875,367.47216796875,81.98397064208984,376.59527587890625,0.6438294649124146
0,583.6751708984375,373.3665466308594,590.2583618164062,378.03265380859375,0.6110059022903442
0,189.6131591796875,371.7490234375,195.98330688476562,376.919189453125,0.6020045876502991
0,179.9396209716797,371.68157958984375,190.1086883544922,375.567626953125,0.5642395615577698
0,299.94415283203125,369.98626708984375,307.5442199707031,376.4833984375,0.54522705078125
0,60.25355911254883,372.1851806640625,67.60638427734375,377.4315185546875,0.44676673412323
0,67.61576080322266,371.79412841796875,76.69019317626953,377.9471435546875,0.40811386704444885
1,576.0383911132812,302.181396484375,581.5721435546875,310.2763977050781,0.7931533455848694
1,583.9276733398438,372.8670959472656,589.241943359375,378.0089111328125,0.792191743850708
1,593.7302856445312,365.9512939453125,598.174072265625,373.3843078613281,0.7885690331459045
1,554.8462524414062,277.2935791015625,560.0524291992188,285.92449951171875,0.7787766456604004
1,292.03045654296875,360.2902526855469,296.4021911621094,369.4689636230469,0.761524498462677
1,197.4405975341797,373.0678405761719,204.63609313964844,378.0648193359375,0.7605331540107727
1,328.9975891113281,360.26513671875,333.6060485839844,367.8651123046875,0.7586469650268555
1,73.62358093261719,369.1761779785156,81.80108642578125,376.442138671875,0.7487507462501526
1,552.1370239257812,374.6275634765625,559.460205078125,378.66448974609375,0.7450497150421143
1,55.651981353759766,370.3740234375,63.419097900390625,375.5578308105469,0.7292934060096741
1,158.48204040527344,369.8061828613281,165.30552673339844,373.919921875,0.713786780834198
1,470.5006103515625,370.008056640625,478.770751953125,377.0739440917969,0.7023991346359253
1,320.3377380371094,372.8869934082031,328.3731384277344,379.013916015625,0.6912069916725159
1,136.2971954345703,371.9438171386719,144.094482421875,376.2481689453125,0.6851688623428345
1,298.6473693847656,371.072021484375,307.0547790527344,377.26123046875,0.6339892745018005
1,309.8188781738281,369.99609375,317.0733337402344,374.66607666015625,0.6270912289619446
1,179.31080627441406,371.6540222167969,189.97776794433594,375.8433837890625,0.6172678470611572
1,440.0728759765625,371.2005615234375,449.2698059082031,376.50341796875,0.5985038876533508
1,451.6849670410156,371.54998779296875,458.6839294433594,377.27410888671875,0.5591057538986206
1,466.0098876953125,369.1143493652344,471.9420166015625,376.7480773925781,0.5422003865242004
1,189.93980407714844,371.81317138671875,196.76866149902344,377.6233215332031,0.5338372588157654
1,59.79698944091797,370.7629699707031,66.52713775634766,377.2759704589844,0.41776999831199646
1,187.59092712402344,371.4024658203125,194.41319274902344,376.90936279296875,0.4038856327533722
2,73.58250427246094,368.5198974609375,81.67228698730469,376.6195068359375,0.7879145741462708
2,576.1651611328125,301.71868896484375,581.6050415039062,310.149658203125,0.7817502021789551
2,594.3831176757812,364.4261779785156,598.7762451171875,372.2081604003906,0.7737712860107422
2,554.80126953125,277.20367431640625,560.0641479492188,286.1588439941406,0.7695988416671753
2,584.1034545898438,372.9538269042969,589.2781372070312,378.2781066894531,0.7674948573112488
2,197.79507446289062,373.1925354003906,205.40927124023438,378.5652160644531,0.7557572722434998
2,552.123779296875,374.691650390625,559.6082763671875,378.9443359375,0.7293606996536255
