frame,ID,x,y
2,46,583.3030435976551,393.92479937644816
2,48,718.5370178222656,396.4515228271485
2,49,712.3261108398438,382.6350402832031
2,50,706.5040283203125,396.1870574951172
2,51,673.6414954064027,399.61556077740096
2,52,736.6337585449219,398.6552124023438
2,53,733.90966796875,352.7807922363281
2,54,671.9195861816406,398.0317840576172
3,1,34.138800621032715,354.2483825683594
3,2,14.74424544792299,349.3998164698593
3,3,67.45491600036621,396.2532806396485
3,4,37.75566864013672,388.4170837402344
3,5,26.06225299835205,395.5177917480469
3,7,72.2589225769043,387.1957702636719
3,9,76.28369903564453,396.22802734375
3,11,193.9886169433593,395.3789367675781
3,12,160.704345703125,318.0361328125
3,14,205.3847523798396,397.8048639680069
3,16,174.6993637084961,396.3528442382813
3,17,142.79175567626953,362.45208740234375
3,18,208.9053649902344,394.0008239746094
3,19,199.71646118164065,395.70155334472656
3,23,275.1865692138672,394.2815856933594
3,24,301.99836070965074,395.6372528526002
3,25,332.38427734375,294.1978912353516
3,26,284.09043884277344,396.3868103027344
3,27,276.5618438720703,397.8163604736328
3,28,436.3953247070313,394.9655456542969
3,31,408.25335693359375,300.4593200683594
3,32,420.7158203125,356.3660125732422
3,33,441.2926795466075,397.5461929952363
3,34,417.0794372558594,398.6595458984375
3,38,474.5851287841797,370.69982910156256
3,39,544.9598693847656,314.2830047607422
3,40,544.1613159179688,395.7251586914063
3,42,550.4989013671875,398.5602111816406
3,44,541.1815795898438,371.1637115478516
3,45,582.26904296875,395.1712493896485
3,46,585.3724113798198,394.70081229476
3,48,715.7285461425781,396.1891479492188
3,49,715.9715270996094,381.90858459472656
3,50,703.428466796875,396.4248504638672
3,51,674.2368469238281,400.8453674316406
3,52,737.1898498535156,398.6158905029297
3,53,734.8186645507812,352.03309631347656
3,54,671.6504516601562,397.3426818847656
4,1,34.98398971557617,350.6808624267578
4,2,14.485574475152411,345.00240993275946
4,3,68.03323364257812,396.2386779785156
4,4,36.59789085388184,385.3299407958984
4,5,24.971960067749023,395.2431182861328
4,7,71.19754028320312,384.06321716308594
4,9,76.47908401489258,396.0414581298828
4,11,192.67742156982425,395.7872314453125
4,12,162.45946502685547,312.4248352050781
4,14,205.4237060546875,388.000732421875
4,16,175.7066421508789,395.5216979980469
4,17,143.89158630371094,360.52076721191406
4,18,210.0403823852539,391.0768585205078
4,19,199.8879942084648,395.4768252130717
4,23,275.31385803222656,395.2383575439453
4,24,301.99836070965074,394.0852270159768
4,25,333.31016540527344,289.9066467285156
4,26,284.31993103027344,396.3468475341797
4,27,276.648605378134,398.0635349407775
4,28,432.86289978027344,394.2178955078125
4,31,416.81373596191406,320.8677978515625
4,32,425.76177978515625,342.27467346191406
4,33,438.7836608886719,395.9497833251953
4,34,417.18894958496094,398.3606872558594
4,38,474.8983917236328,368.4339599609375
4,39,545.1345520019531,314.2219543457031
4,40,548.8848571777344,394.9134216308594
4,42,551.5640258789062,398.1185760498047
4,44,540.8291625976562,369.4420318603516
4,45,584.38037109375,394.7274017333984
4,46,589.2524759713785,394.1834703492188
4,48,711.712158203125,395.6463012695313
4,49,719.459228515625,381.1104888916016
4,50,700.9410705566406,395.7686309814453
4,51,674.9348502702555,400.6502446684833
4,52,736.9099731445312,398.2259979248047
4,53,736.4314880371094,350.5718231201172
4,54,672.5058288574219,397.6069946289063
5,1,35.34265899658203,347.9947662353516
5,2,14.485574475152411,344.7437389599889
5,3,68.87321090698242,396.9967498779297
5,4,35.28372573852539,381.3749847412109
5,5,24.61181354522705,395.74192810058594
5,7,70.0150375366211,382.8199768066406
5,9,76.56982421875,396.19667053222656
5,11,191.60387420654297,396.45697021484375
5,12,163.9284896850586,309.2668914794922
5,14,187.08124542236328,384.6469879150391
5,16,175.58599090576172,395.3805541992188
5,17,144.03868865966797,359.6851043701172
5,18,209.44891357421875,391.8721771240234
5,19,198.41116333007807,395.2544250488281
5,23,274.8480224609375,394.4398193359375
5,24,301.99836070965074,394.8612399342885
5,25,333.5987854003906,286.29736328125
5,26,284.0736541748047,396.7393035888672
5,27,275.3552505142811,398.5808768863186
5,28,429.1077880859375,396.0838165283203
5,31,447.4581604003906,323.3507232666016
5,32,425.60939025878906,340.7601623535156
5,33,436.7692871093751,395.4724731445313
5,34,416.8447113037109,398.5774536132813
5,38,474.6794128417969,365.7821502685547
5,39,546.6020202636719,314.12965393066406
5,40,549.8427124023438,396.8489227294922
5,42,549.1584751919388,400.1329027229421
5,44,541.0328369140625,367.4440002441406
5,45,586.5986938476562,395.4118347167969
5,46,588.2177920802961,393.92479937644816
5,48,708.5940246582031,395.68678283691406
5,49,722.4072875976562,382.3014831542969
5,50,699.3375244140625,395.4698486328125
5,51,674.3858642578125,400.4109497070313
5,52,734.7844543457031,398.6289978027344
5,53,737.4480285644531,349.59942626953125
5,54,672.34228515625,397.7024841308594
6,1,35.91473197937012,344.2823791503906
6,2,13.968232529611257,344.7437389599889
6,3,68.71052169799805,396.87232971191406
6,4,36.00320625305176,378.4135437011719
6,5,24.84176349639893,395.6388092041016
6,7,69.6151351928711,380.13209533691406
6,9,76.69963073730469,395.7223205566406
6,11,171.49885494689372,382.0259346290016
6,12,164.99404907226562,304.95936584472656
6,14,168.89732360839844,378.1774139404297
6,16,176.32022094726562,395.1141204833984
6,17,143.73936462402344,359.0385131835937
6,18,209.4579162597656,390.7549591064453
6,19,199.0111846923828,394.9116668701172
6,23,275.3533020019531,390.6417999267578
6,24,300.1747741699219,393.8370056152344
6,25,335.988525390625,282.7828063964844
6,26,284.1973876953125,396.39723205566406
6,27,276.3670196533203,397.8887176513672
6,28,428.0281982421875,396.7103271484375
6,31,473.76588439941406,312.8506774902344
6,32,425.9712066650391,338.4628143310547
6,33,436.96043395996094,396.3489532470703
6,34,416.9684295654297,398.7166442871094
6,38,474.4349365234376,362.6487274169922
6,39,547.5761413574219,313.5216827392578
6,40,549.9277648925781,396.4990997314453
6,42,547.0891074097741,400.1329027229421
6,44,541.1670227050781,365.3029022216797
6,45,588.0846557617188,395.0290985107422
6,46,586.6657662436727,393.6661284036777
6,48,705.8779296875,395.6994934082031
6,49,724.761962890625,383.82838439941406
6,50,696.6043395996094,395.5249633789063
6,51,674.6761792974849,401.1675866140244
6,52,734.9750671386719,399.1748046875
6,53,737.5126647949219,348.04229736328125
6,54,672.1998291015625,398.351791381836
7,1,37.18803405761719,340.91395568847656
7,2,14.74424544792299,342.6743711778243
7,3,68.48829650878906,396.9289093017578
7,4,35.95477485656738,376.50982666015625
7,5,24.897027015686035,395.75982666015625
7,7,68.88421249389648,379.2127990722656
7,9,78.1186337767148,390.8207477032013
7,11,170.2575225830078,379.77821350097656
7,12,165.3461151123047,299.9672241210937
7,14,140.71700918719486,361.3322568073553
7,16,176.70836639404297,395.3353576660156
7,17,142.43546295166016,359.6676177978516
7,18,208.74789428710932,389.270751953125
7,19,198.97754669189453,394.9904174804688
7,23,274.4320068359375,390.5877227783203
7,24,300.85838317871094,393.8112182617188
7,25,337.47779846191406,279.92762756347656
7,26,283.12184143066406,395.9656982421875
7,27,276.2197570800781,397.9039916992188
7,28,426.7258911132813,397.3681945800781
7,31,474.6947937011719,311.7214050292969
7,32,426.4823303222656,335.1299133300781
7,33,436.3247375488281,396.4731750488281
7,34,417.02110290527344,398.6869659423828
7,38,474.7690734863281,360.546142578125
7,39,548.5043640136719,313.65467834472656
7,40,548.9026489257812,396.4457244873047
7,42,548.6411332463977,400.1329027229421
7,44,541.2578735351562,364.3680267333984
7,45,591.0479431152344,396.3425598144531
7,46,587.3247375488281,393.4113159179688
7,48,704.8670349121094,395.2903289794922
7,49,727.4645080566406,386.5802764892578
7,50,694.7557678222656,395.458251953125
7,51,674.4175083247144,400.9089156412538
7,52,734.6905212402344,399.4400024414063
7,53,737.7084350585938,347.2388153076172
7,54,672.2118835449219,398.7007141113281
8,1,38.11861038208008,337.1393585205078
8,2,13.19221961129952,340.0876614501185
8,3,67.75731658935547,396.8802490234375
8,4,35.18228721618652,375.4385681152344
8,5,24.938366889953613,395.6383056640625
8,7,67.57673263549805,378.2947540283203
8,9,74.76511764526367,354.5953826904297
8,11,169.98941802978516,377.6397857666016
8,12,166.63727569580078,295.1976776123047
8,14,140.66724395751953,364.8902893066406
8,16,176.95542907714844,395.31935119628906
8,17,144.16868591308594,359.27178955078125
8,18,208.70304107666016,386.5592193603516
8,19,199.3361968994141,394.93006896972656
8,23,274.85279846191406,389.870849609375
8,24,300.7538604736328,393.7530975341797
8,25,338.6492614746094,277.9786834716797
8,26,281.3798522949219,395.992919921875
8,27,274.981689453125,397.4326019287109
8,28,426.24415588378906,397.2362365722656
8,31,474.4845123291016,309.3542938232422
8,32,427.09954833984375,330.9247589111328
8,33,436.5680541992188,396.4796752929688
8,34,416.7665100097656,398.6150817871094
8,38,474.7564849853516,358.2513732910156
8,39,550.0699462890625,313.7245330810547
8,40,548.6876831054688,396.5328063964844
8,42,549.67581713748,399.87423175017153
8,44,541.2154846191406,363.2858276367188
8,45,591.8289489746094,396.21946716308594
8,46,587.0530700683594,393.8377380371094
8,48,704.713134765625,395.4783020019531
8,49,729.7386474609375,387.9171752929688
8,50,694.0342712402344,395.1938781738281
8,51,668.7267469237617,399.61556077740096
8,52,734.3878173828125,399.3671722412109
8,53,737.4895324707031,347.5697784423828
8,54,669.4163208007812,396.5256805419922
9,1,39.6859302520752,333.6304931640625
9,2,14.485574475152411,339.0529775590361
9,3,67.19156265258789,397.0546112060547
9,4,35.12209701538086,375.4678039550781
9,5,24.90654468536377,395.61463928222656
9,7,67.60647583007812,378.58599853515625
9,9,63.27045440673828,324.8068084716797
9,11,169.7728271484375,374.1415710449219
9,12,167.1715545654297,290.8782501220703
9,14,141.89015197753906,375.90357971191406
9,16,179.77632607555225,386.1646701933308
9,17,144.32801818847656,358.8452911376953
9,18,208.5656280517578,383.6923828125
9,19,199.8056411743164,395.1398620605469
9,23,274.5906982421875,389.98536682128906
9,24,300.7685241699219,393.6892700195313
9,25,339.8867950439453,275.9507751464844
9,26,280.3401184082031,396.1688232421875
9,27,274.33457946777344,397.89283752441406
9,28,426.873779296875,397.35691833496094
9,31,475.1118774414063,306.59934997558594
9,32,427.4381256103516,326.80860900878906
9,33,440.5166666282957,396.2528381313834
9,34,417.3222503662109,398.44622802734375
9,38,474.8467712402344,355.67906188964844
9,39,552.3287658691406,315.1860809326172
9,40,548.5228271484375,396.6487579345703
9,42,549.67581713748,399.87423175017153
9,44,541.1225891113281,361.832260131836
9,45,593.2216491699219,396.32102966308594
9,46,587.1201171875,394.2094879150391
9,48,706.1366271972656,395.8743133544922
9,49,731.8689270019531,389.752197265625
9,50,694.4658508300781,395.19017028808594
9,51,670.4960327148438,398.9349060058594
9,52,734.8137817382812,399.5907897949219
9,53,737.3151550292969,349.3682403564453
9,54,669.1233520507812,394.95513916015625
10,1,40.96592903137207,330.8443603515625
10,2,14.74424544792299,338.01829366795386
10,3,66.65306091308594,395.9733123779297
10,4,34.88311004638672,375.42848205566406
10,5,25.09749794006348,395.3929748535156
10,7,66.61883926391602,379.53955078125
10,9,47.273115158081055,305.67681884765625
10,11,169.88098907470703,369.6016998291016
10,12,166.37599182128906,286.97149658203125
10,14,142.9514617919922,393.3125762939453
10,16,198.95296478271484,357.3625030517578
10,17,144.8236083984375,358.3767395019531
10,18,208.566635131836,381.5645294189453
10,19,200.00100708007807,395.1481170654297
10,23,275.2178649902344,387.8731536865234
10,24,302.16920471191406,393.82688903808594
10,25,341.3585968017578,274.57884216308594
10,26,279.639892578125,396.09181213378906
10,27,273.58203125,397.5069885253906
10,28,410.7329711914063,370.4534912109375
10,31,475.4770660400391,303.7101135253906
10,32,429.6622924804688,322.94012451171875
10,33,440.7899475097656,395.6858215332031
10,34,417.2837371826172,397.00048828125
10,38,474.9142303466797,353.8315887451172
10,39,555.0812072753906,316.75933837890625
10,40,548.6814270019531,396.7292785644531
10,42,549.4171461647094,400.6502446684833
10,44,541.3272094726562,358.75340270996094
10,45,593.9378356933594,396.3804168701172
10,46,586.8761291503906,394.2315521240234
10,48,707.2537841796875,395.7947082519531
10,49,733.6882629394531,390.5415802001953
10,50,694.6733703613281,394.5159912109375
10,51,670.5785827636719,398.3368835449219
10,52,736.6552429199219,400.5617980957031
10,53,736.5928344726562,350.80760192871094
10,54,668.8451232910156,393.3277130126953
11,1,42.02377510070801,328.07843017578125
11,2,12.933548638528938,334.6555710219363
11,3,66.37573051452637,396.0701599121094
11,4,34.51253318786621,374.0508117675781
11,5,24.758344650268555,395.6936950683594
11,7,64.6873722076416,380.2642517089844
11,9,47.48486709594727,297.45623779296875
11,11,170.95442962646484,365.2521514892578
11,12,164.48194885253906,283.4928894042969
11,14,141.64505004882812,393.8003234863281
11,16,197.3927154541016,356.9967498779297
11,17,144.9479522705078,358.1887664794922
11,18,208.245231628418,377.8811340332031
11,19,199.73033905029297,395.2229309082031
11,23,275.5175323486328,384.5242004394531
11,24,302.9441680908203,393.7591400146485
11,25,341.9268493652344,273.7448425292969
11,26,279.0580139160156,396.661376953125
11,27,274.4215087890625,397.5357666015625
11,28,411.37353515625,369.9915161132813
11,31,475.2770538330078,302.39768981933594
11,32,432.28074645996094,319.0826568603516
11,33,441.7806854248047,395.2166442871094
11,34,417.2407989501953,397.1638946533203
11,38,475.0088958740234,351.3651885986328
11,39,557.3550109863281,319.0416717529297
11,40,549.1336364746094,396.7528533935547
11,42,551.486513946874,399.3568898046304
11,44,540.8113708496094,355.4286651611328
11,45,593.7090454101562,396.3280792236328
11,46,585.9394836425781,394.0854797363281
11,48,707.6365966796875,395.798095703125
11,49,735.2239074707031,391.1199645996094
11,50,694.7817077636719,393.9468078613281
11,51,670.1001892089844,397.8157501220703
11,52,736.6908874511719,400.6572265625
11,53,736.3011169433594,352.54425048828125
11,54,668.6721801757812,392.8914337158203
12,1,42.93213081359863,324.5929718017578
12,2,12.204156875610352,332.6087188720703
12,3,64.51633644104004,395.59083557128906
12,4,35.365962982177734,342.28785705566406
12,5,25.118399620056152,395.59461975097656
12,7,61.50326156616211,379.2096252441406
12,9,28.869548797607425,279.61875915527344
12,11,172.9587860107422,362.4365997314453
12,12,162.7823486328125,279.39093017578125
12,14,141.4996109008789,393.1658477783203
12,16,197.6640243530273,353.4964141845703
12,17,145.5185089111328,357.66212463378906
12,18,206.71876525878903,374.6802978515625
12,19,200.0598297119141,395.2221221923828
12,23,276.2633209228516,381.1851348876953
12,24,303.60618591308594,393.7459564208984
12,25,342.4271850585937,273.55799865722656
12,26,280.26999899692214,396.511509104154
12,27,277.2051239013672,397.1307678222656
12,28,410.909408569336,367.1453399658203
12,31,475.6856231689453,301.7462310791016
12,32,434.2715911865234,315.65625
12,33,441.84716796875,395.371322631836
12,34,416.9205780029297,397.8832702636719
12,38,475.2734375,349.78009033203125
12,39,559.3079223632812,320.77784729003906
12,40,547.7889099121094,395.7687225341797
12,42,552.8448791503906,397.3935089111328
12,44,541.2967529296875,352.28065490722656
12,45,594.0432739257812,396.3657531738281
12,46,586.2263793945312,394.1263122558594
12,48,707.875,395.7472534179688
12,49,736.16796875,391.7515258789063
12,50,694.748291015625,393.6829223632813
12,51,667.6528015136719,393.49798583984375
12,52,735.9801635742188,400.24583435058594
12,53,735.8766174316406,353.78282165527344
12,54,668.2094049782204,397.5461929952363
13,1,45.02344703674317,320.39137268066406
13,2,13.968232529611257,329.9994935120659
13,3,64.83520317077637,395.02320861816406
13,4,30.297974586486816,328.8991241455078
13,5,25.097012519836422,395.6676025390625
13,7,59.12807083129883,377.80126953125
13,9,19.93455410003662,269.7157897949219
13,11,173.329345703125,361.49293518066406
13,12,161.48709869384766,276.0194549560547
13,14,140.99395751953125,391.6468811035156
13,16,197.90621948242188,349.9704132080078
13,17,146.5537109375,356.13059997558594
13,18,205.4806289672852,371.6837615966797
13,19,200.76677703857425,392.93992614746094
13,23,276.0626678466797,377.7368316650391
13,24,303.5831298828125,393.7221832275391
13,25,342.70037841796875,273.02978515625
13,26,279.4939860786104,397.0288510496952
13,27,276.9582824707031,397.0540313720703
13,28,410.5141143798828,363.3956756591797
13,31,475.960205078125,301.7916564941406
13,32,436.9143524169922,311.2207489013672
13,33,441.9020690917969,395.3802947998047
13,34,416.7704162597656,397.8253021240234
13,38,475.6542816162109,346.7786407470703
13,39,559.50830078125,320.8251953125
13,40,547.7697448730469,395.4554290771485
13,42,554.2366638183594,397.2325744628906
13,44,541.1317749023438,350.13409423828125
13,45,595.580810546875,396.32102966308594
13,46,586.2571411132812,394.3179016113281
13,48,707.8259582519531,395.75685119628906
13,49,737.3761901855469,391.5813446044922
13,50,694.7991943359375,393.3220520019531
13,51,666.7891000593594,393.8912237863989
13,52,734.6767272949219,399.6389465332031
13,53,735.2007141113281,353.9296417236328
13,54,667.7267150878906,392.3087005615234
14,1,47.53607368469238,316.16973876953125
14,2,13.709561556840676,327.6714547571307
14,3,65.01962852478027,394.6132354736328
14,4,30.37663745880127,328.0456085205078
14,5,24.992002487182617,395.62449645996094
14,7,55.43265342712402,375.9357452392578
14,9,19.37376594543457,269.3206787109375
14,11,173.0478286743164,361.2723846435547
14,12,159.5382537841797,272.82716369628906
14,14,141.37103271484375,390.21620178222656
14,16,197.50868225097656,346.47105407714844
14,17,147.9100341796875,354.91571044921875
14,18,203.83211517333984,368.6779174804688
14,19,194.3383102416992,380.8827667236328
14,23,276.5812225341797,376.1739196777344
14,24,314.79522705078125,374.1982269287109
14,25,343.0681610107422,272.5827941894531
14,26,279.77110290527344,397.1299133300781
14,27,274.20367431640625,397.07057189941406
14,28,410.4483337402344,360.88035583496094
14,31,475.9824676513672,301.2927703857422
14,32,437.8225555419922,307.1698760986328
14,33,441.823486328125,395.3236541748047
14,34,415.3753509521485,397.9248352050781
14,38,475.2960510253906,344.62294006347656
14,39,559.48291015625,320.8450469970703
14,42,555.2869262695312,397.6133575439453
14,44,540.9859924316406,349.55516052246094
14,45,596.5297241210938,395.7522735595703
14,46,585.19189453125,377.9967041015625
14,48,707.3555603027344,395.87231445312506
14,49,737.188232421875,392.0369415283203
14,50,692.6658630371094,394.0226440429688
14,51,667.6758117675781,391.0648193359375
14,52,732.3554992675781,398.8821868896485
14,53,735.2759094238281,353.4332427978516
14,54,670.4104936781475,392.0805269770048
15,1,50.50139808654785,311.7918701171875
15,2,13.968232529611257,325.34341600219545
15,3,66.78963088989258,394.282958984375
15,4,31.51676750183105,325.6107788085937
15,5,25.096190452575684,395.5897216796875
15,7,53.2941951751709,373.4917449951172
15,9,19.22615337371826,269.2015075683594
15,11,173.2390365600586,361.1417083740234
15,12,158.16925048828125,270.1539764404297
15,14,141.236572265625,390.1703796386719
15,16,196.9495697021484,344.0487060546875
15,17,149.4257583618164,352.43772888183594
15,18,201.29054260253903,366.44667053222656
15,19,194.3668212890625,383.39036560058594
15,23,276.6149139404297,375.64161682128906
15,24,341.13133239746094,372.11720275878906
15,25,343.70985412597656,272.70274353027344
15,26,282.1714630126953,396.5952301025391
15,27,273.9905090332031,397.1501770019531
15,28,410.6402282714844,357.97735595703125
15,31,474.758041381836,298.4451904296875
15,32,438.69993591308594,303.5384521484375
15,33,441.8686676025391,395.3448028564453
15,34,413.7903442382813,397.99147033691406
15,38,475.7855224609375,342.769775390625
15,39,559.5304870605469,320.81739807128906
15,40,556.7609558105469,369.6538238525391
15,42,556.1162414550781,397.1820373535156
15,44,540.7671203613281,349.0149688720703
15,45,596.6216735839844,395.5771484375
15,46,582.93212890625,373.44129943847656
15,48,707.1403503417969,395.7771911621094
15,49,737.1869812011719,391.7200775146485
15,50,690.5799560546875,395.0512390136719
15,51,667.3324890136719,389.3280029296875
15,52,726.96728515625,400.447509765625
15,53,735.4186706542969,352.31260681152344
15,54,669.3758097870652,391.3045140586931
16,1,53.20355224609375,308.0013732910156
16,2,13.968232529611257,322.7567062744897
16,3,67.17135620117188,394.1753387451172
16,4,31.502910614013672,321.8491973876953
16,5,24.93472385406494,395.5911102294922
16,7,51.455078125,370.2381896972656
16,9,19.185178756713867,269.00331115722656
16,11,173.26766204833984,360.8883819580078
16,12,155.23680114746094,266.3690795898437
16,14,141.24905395507812,390.1091003417969
16,16,196.1846694946289,340.6743927001953
16,17,151.32054138183594,350.41246032714844
16,18,198.9773712158203,364.2595825195313
16,19,195.67491149902344,383.14935302734375
16,23,276.5259094238281,375.5872344970703
16,24,336.480712890625,382.1990203857422
16,25,343.6259002685547,272.3616943359375
16,26,284.55731201171875,396.7127075195313
16,27,273.1088409423828,397.400619506836
16,28,411.2199249267578,355.6344909667969
16,31,473.9622497558594,295.4562225341797
16,32,438.9331970214844,301.0628356933594
16,33,441.7787780761719,395.2682037353516
16,34,412.3639526367188,398.0824890136719
16,38,475.83338928222656,340.0633544921875
16,39,559.6011657714844,320.7752380371094
16,40,563.5039672851562,363.0683288574219
16,42,555.8857727050781,397.2070617675781
16,44,540.8086547851562,348.86021423339844
16,45,596.7667846679688,395.58489990234375
16,46,578.7286071777344,375.567626953125
16,48,706.1134948730469,395.7551574707031
16,49,736.9209289550781,391.7096405029297
16,50,689.365478515625,395.2060241699219
16,51,667.4772644042969,386.9339294433594
16,52,728.715087890625,401.1592559814453
16,53,735.7683715820312,351.20689392089844
16,54,668.3411258959829,392.3391979497754
17,1,56.40999031066895,304.72088623046875
17,2,15.261587393464149,319.6526546012427
17,3,66.82686614990234,394.2255706787109
17,4,32.371620178222656,318.2412414550781
17,5,24.72042751312256,395.5412902832031
17,7,48.344438552856445,366.8764190673828
17,9,19.20446300506592,269.3997039794922
17,11,172.18055725097656,358.99253845214844
17,12,153.26084899902344,262.2215881347656
17,14,141.2259292602539,390.0164031982422
17,16,195.89051818847656,337.7547912597656
17,17,152.61538696289062,348.66529846191406
17,18,196.19225311279297,362.8024444580078
17,19,196.83020782470703,381.95579528808594
17,23,276.40574645996094,375.18946838378906
17,24,338.7122039794922,387.8883056640625
17,25,343.14878845214844,272.2986297607422
17,26,286.6459197998047,396.2161560058594
17,27,274.11729431152344,397.7586975097656
17,28,411.6436462402344,352.52471923828125
17,31,472.2932434082031,293.4300079345703
17,32,439.3057403564453,297.5260314941406
17,33,441.72450256347656,395.28759765625
17,34,411.2361602783203,397.8551788330078
17,38,475.8808288574219,337.6409149169922
17,39,559.3558654785156,320.73162841796875
17,40,570.2207641601562,354.042724609375
17,42,555.2500610351562,397.2803802490234
17,44,540.8450927734375,348.74375915527344
17,45,596.5427551269531,395.5639801025391
17,46,579.410888671875,375.5761413574219
17,48,704.760986328125,395.5212707519531
17,49,735.9950561523438,391.3632507324219
17,50,688.8451843261719,395.2924346923828
17,51,666.493896484375,380.6938629150391
17,52,731.3105773925781,401.72215270996094
17,53,735.4927368164062,349.01470947265625
17,54,669.235595703125,390.54420471191406
18,1,59.061012268066406,300.3567352294922
18,2,13.709561556840676,314.9965770913724
18,3,66.8387680053711,394.29637145996094
18,4,34.38719177246094,314.87030029296875
18,5,24.87796974182129,395.3063201904297
18,7,45.92372131347656,364.72801208496094
18,9,19.12923049926757,269.03993225097656
18,11,169.4134521484375,355.86045837402344
18,12,150.88726043701172,259.57137298583984
18,14,141.12413787841797,390.1903991699219
18,16,195.17774963378903,335.14207458496094
18,17,155.1184844970703,347.15284729003906
18,18,192.4672393798828,360.55641174316406
18,19,197.28816986083984,379.316635131836
18,23,276.6588897705078,375.3949432373047
18,24,339.16578674316406,388.2647247314453
18,25,342.639404296875,272.0201110839844
18,26,289.138427734375,395.7095489501953
18,27,274.5919952392578,397.8169250488281
18,28,410.98280334472656,349.59226989746094
18,31,470.8328094482422,291.6033172607422
18,32,439.8844146728516,293.3349151611328
18,33,441.886947631836,395.2798614501953
18,34,410.4923400878906,397.9123077392578
18,38,476.1042938232422,335.41844177246094
