y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
5.97,147.05,174,59980,0.103,18.67,174,0.0,0,0.0,False,0.0
299.93,544.22,839,59980,0.324,82.54,839,0.0,0,0.0,True,5.0
300.07,272.96,872,59980,0.316,88.51,872,0.0,0,0.0,True,3.0
291.98,698.18,196,59980,0.525,18.67,196,0.0,0,0.0,False,0.0
287.99,579.34,161,59980,0.525,14.94,161,0.1,0,0.0,False,0.0
286.01,144.05,158,59980,0.442,12.7,158,0.0,0,0.0,False,0.0
280.81,33.21,168,59980,0.279,18.3,168,0.3,0,0.0,False,0.0
280.01,698.3,209,59980,0.532,20.17,209,0.0,0,0.0,False,0.0
277.47,62.03,515,59980,0.218,46.68,515,0.0,0,0.0,True,1.0
272.05,388.38,123,59980,0.478,11.95,123,0.3,0,0.0,False,0.0
271.0,698.29,211,59980,0.531,20.54,211,0.0,0,0.0,False,0.0
268.98,579.31,137,59980,0.513,12.7,137,0.1,0,0.0,False,0.0
262.99,265.31,180,59980,0.533,18.3,180,0.1,0,0.0,False,0.0
261.99,144.06,205,59980,0.48,17.93,205,0.0,0,0.0,False,0.0
251.01,265.34,180,59980,0.532,17.18,180,0.1,0,0.0,False,0.0
301.89,84.88,802,59980,0.348,80.67,802,0.0,0,0.0,True,1.0
243.0,579.39,133,59980,0.491,11.58,133,0.2,0,0.0,False,0.0
237.99,144.15,202,59980,0.511,19.05,202,0.1,0,0.0,False,0.0
234.01,265.34,177,59980,0.532,17.18,177,0.3,0,0.0,False,0.0
233.07,459.33,101,59980,0.517,10.08,101,0.0,0,0.0,False,0.0
228.96,33.73,162,59980,0.491,15.69,162,0.0,0,0.0,False,0.0
227.04,144.24,178,59980,0.453,17.55,178,0.1,0,0.0,False,0.0
212.0,265.31,186,59980,0.551,18.67,186,0.1,0,0.0,False,0.0
208.91,144.52,185,59980,0.377,17.18,185,0.0,0,0.0,False,0.0
206.01,33.64,131,59980,0.497,12.7,131,0.0,0,0.0,False,0.0
204.99,579.41,180,59980,0.476,15.31,180,0.1,0,0.0,False,0.0
204.0,699.02,278,59980,0.51,25.77,278,0.0,0,0.0,False,0.0
198.0,144.87,243,59980,0.444,19.79,243,0.0,0,0.0,False,0.0
193.79,331.37,686,59980,0.175,82.54,686,0.0,0,0.0,True,3.0
193.02,699.07,327,59980,0.495,29.88,327,0.0,0,0.0,True,6.0
192.99,265.33,225,59980,0.542,21.66,225,0.5,0,0.0,False,0.0
240.99,698.7,184,59980,0.432,14.94,184,0.0,0,0.0,False,0.0
302.98,265.27,141,59980,0.543,13.44,141,0.1,0,0.0,False,0.0
307.03,509.64,758,59980,0.311,71.71,758,0.0,0,0.0,True,5.0
308.95,698.2,167,59980,0.512,17.18,167,0.1,0,0.0,False,0.0
347.09,460.52,120,59980,0.185,14.94,120,0.0,0,0.0,False,0.0
343.85,691.64,976,59980,0.275,88.14,976,0.0,0,0.0,True,6.0
343.75,643.19,870,59980,0.115,83.66,870,0.0,0,0.0,True,6.0
342.04,677.76,845,59980,0.479,85.15,845,0.0,0,0.0,True,6.0
341.67,560.15,743,59980,0.175,85.52,743,0.0,0,0.0,True,5.0
342.11,518.63,503,59980,0.132,75.07,503,0.0,0,0.0,True,5.0
342.46,403.15,889,59980,0.172,95.23,889,0.0,0,0.0,True,4.0
340.78,654.06,839,59980,0.46,79.55,839,0.0,0,0.0,True,6.0
341.11,195.35,605,59980,0.256,87.39,605,0.0,0,0.0,True,2.0
340.25,536.41,330,59980,0.362,54.53,330,0.0,0,0.0,True,5.0
340.15,441.52,807,59980,0.335,85.9,807,0.0,0,0.0,True,4.0
340.39,203.73,656,59980,0.469,70.96,656,0.0,0,0.0,True,2.0
339.9,166.51,683,59980,0.402,72.08,683,0.0,0,0.0,True,2.0
339.82,32.93,144,59980,0.29,15.69,144,0.0,0,0.0,False,0.0
339.35,303.49,926,59980,0.292,84.4,926,0.0,0,0.0,True,3.0
