frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id88,id95,id98,id105,id110,id113,id115,id118,id120,id121,id125,id129,id133,id134,id135,id137,id148,id151,id153,id155,id162,id165,id166,id169,id170,id173,id177,id190,id197,id200,id206,id208,id209,id212,id216,id218,id221,id234,id246,id248,id249,id252,id254,id255,id260,id262,id273,id275,id276,id279,id281,id285,id288,id289,id292,id294,id301,id311,id312,id313
152,,,,,,,,,,,,,,,,,"(438.59, 359.13)",,,,,,,,"(201.62, 124.63)",,,,,,,,"(592.76, 189.70)",,,"(331.18, 358.17)",,,,,,,,,,"(162.32, 343.60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.51, 49.31)",,,,,,,,,,,,,,"(46.60, 154.98)",,"(462.39, 45.80)","(446.95, 21.71)",,,,,"(674.77, 127.44)",,,,"(559.30, 85.08)","(658.84, 96.23)",,"(75.78, 33.14)",,,"(707.77, 43.50)",,"(583.32, 98.58)","(708.20, 90.09)","(662.06, 70.74)",,"(50.74, 249.95)",,"(596.36, 65.85)","(54.89, 17.87)",,"(284.74, 256.28)",,"(273.37, 131.54)","(539.58, 85.04)",,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,"(440.56, 357.20)",,,,,,,,"(199.85, 124.36)",,,,,,,,"(592.61, 186.10)",,,"(331.15, 357.86)",,,,,,,,,,"(161.58, 342.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.77, 47.57)",,,,,,,,,,,,,,"(45.83, 151.87)",,"(462.04, 42.48)","(446.97, 19.26)",,,,,"(673.80, 125.45)",,,,"(560.64, 82.42)","(658.90, 96.21)",,"(75.77, 33.12)",,,"(709.99, 42.01)",,"(584.10, 95.53)","(707.39, 88.06)","(662.06, 68.61)",,"(49.87, 252.45)",,"(596.44, 65.48)","(51.99, 18.18)",,"(282.93, 252.87)",,"(273.25, 131.52)","(540.65, 82.79)",,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,"(442.39, 354.97)",,,,,,,,"(198.49, 124.44)",,,,,,,,"(592.94, 183.06)",,,"(331.05, 357.75)",,,,,,,,,,"(161.57, 339.97)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.54, 45.41)",,,,,,,,,,,,,,"(45.71, 149.35)",,"(461.68, 39.32)","(447.23, 17.04)",,,,,"(672.21, 123.69)",,,,"(561.61, 79.67)","(658.97, 96.19)",,"(75.82, 33.10)",,,"(712.15, 40.44)",,"(584.91, 92.03)","(706.30, 86.26)","(662.23, 66.66)",,"(49.39, 255.37)",,"(596.48, 64.54)","(49.71, 18.66)",,"(282.55, 249.57)",,"(273.38, 131.52)","(542.00, 80.61)",,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,"(301.02, 352.35)",,,,,,,,"(444.16, 352.64)",,,,,,,,"(198.07, 124.61)",,,,,,,,"(592.77, 180.29)",,,"(331.31, 357.52)",,,,,,,,,,"(160.74, 339.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.80, 43.11)",,,,,,,,,,,,,,"(44.85, 146.40)",,"(460.74, 36.51)","(447.28, 15.08)",,,,,"(671.21, 122.33)",,,,"(562.53, 76.64)","(658.99, 96.22)",,"(75.78, 33.10)",,,"(714.70, 38.88)",,"(585.14, 89.02)","(705.19, 85.02)","(662.38, 63.80)",,"(49.61, 257.98)",,"(596.54, 63.79)","(47.15, 19.14)",,"(281.90, 247.33)",,"(273.43, 131.46)","(542.79, 78.90)",,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,"(301.19, 352.57)",,,,,,,,"(446.05, 349.85)",,,,,,,,"(196.68, 124.74)",,,,,,,,"(592.72, 177.42)",,,"(331.39, 357.23)",,,,,,,,,,"(160.66, 337.60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.93, 40.53)",,,,,,,,,,,,,,"(43.53, 142.74)",,"(459.49, 33.62)","(447.35, 12.67)",,,,,"(670.55, 120.57)",,,,"(563.36, 74.09)","(659.03, 96.44)",,"(75.56, 33.18)",,,"(716.58, 37.43)",,"(585.90, 86.31)","(704.17, 83.50)","(662.05, 60.92)",,"(49.71, 260.23)",,"(596.73, 63.32)","(44.55, 19.98)",,"(281.62, 245.10)",,"(273.37, 131.42)","(543.94, 75.78)","(6.10, 282.13)",,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,"(301.16, 352.65)",,,,,,,,"(448.30, 347.54)",,,,,,,,"(195.43, 124.42)",,,,,,,,"(591.71, 174.81)",,,"(331.48, 357.20)",,,,,,,,,,"(159.49, 335.89)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.95, 37.69)",,,,,,,,,,,,,,"(42.69, 139.06)",,"(457.88, 31.33)","(447.54, 10.86)",,,,,"(669.04, 119.47)",,,,"(564.81, 71.01)","(658.92, 96.41)",,"(75.37, 33.18)",,,"(719.09, 36.31)",,"(585.97, 83.46)","(702.53, 81.68)","(661.74, 56.87)",,"(50.13, 261.10)",,"(596.63, 62.56)","(41.67, 20.73)",,"(281.25, 242.01)",,"(273.31, 131.40)","(544.99, 73.55)","(6.27, 281.73)",,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,"(301.02, 352.66)",,,,,,,,"(450.58, 345.02)",,,,,,,,"(193.74, 124.29)",,,,,,,,"(590.70, 172.07)",,,"(331.45, 357.27)",,,,,,,,,,"(160.04, 335.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.60, 35.02)",,,,,,,,,,,,,,"(41.86, 135.96)",,"(456.46, 28.14)","(447.65, 8.69)",,,,,"(668.17, 117.94)",,,,"(564.88, 68.13)","(658.81, 96.40)",,,,,"(721.06, 34.79)",,"(586.67, 80.77)","(701.66, 79.28)","(661.56, 53.48)",,"(50.69, 261.83)",,"(596.62, 61.89)","(39.63, 21.88)",,"(282.48, 238.58)",,"(273.28, 131.44)","(545.42, 70.64)","(6.15, 281.18)",,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,"(301.46, 352.75)",,,,,,,,"(452.80, 342.08)",,,,,,,,"(191.94, 123.73)",,,,,,,,"(589.13, 169.58)",,,"(331.89, 357.11)",,,,,,,,,,"(159.40, 332.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.54, 31.84)",,,,,,,,,,,,,,"(40.54, 132.69)",,"(454.72, 25.02)","(448.43, 6.14)",,,,,"(667.76, 116.05)",,,,"(565.66, 65.02)","(658.84, 96.36)",,,,,"(723.01, 33.20)",,"(586.90, 77.74)","(700.64, 77.34)","(661.48, 49.78)",,"(51.21, 263.22)",,"(596.48, 61.21)","(38.71, 21.82)",,"(284.02, 234.94)",,"(273.34, 131.42)","(545.85, 67.61)","(6.14, 280.90)",,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,"(302.85, 352.92)",,,,,,,,"(454.63, 338.58)",,,,,,,,"(189.69, 123.07)",,,,,,,,"(588.13, 167.41)",,,"(332.12, 356.79)",,,,,,,,,,"(158.98, 330.92)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.99, 29.17)",,,,,,,,,,,,,,"(39.46, 129.14)",,"(453.30, 22.47)","(448.66, 4.28)",,,,,"(666.58, 114.73)",,,,"(565.24, 62.18)","(658.97, 96.30)",,,,,"(725.00, 31.86)",,"(587.41, 75.34)","(699.43, 75.10)","(661.20, 46.12)",,"(51.67, 264.50)",,"(596.52, 60.75)","(37.92, 22.00)",,"(285.08, 231.25)",,"(273.36, 131.43)","(546.18, 64.20)","(6.08, 280.64)",,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,"(303.77, 352.93)",,,,,,,,"(455.82, 335.13)",,,,,,,,"(187.84, 122.07)",,,,,,,,"(586.55, 165.32)",,,"(332.43, 356.55)",,,,,,,,,,"(158.89, 329.47)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(297.22, 26.35)",,,,,,,,,,,,,,"(38.33, 125.67)",,"(451.29, 19.86)","(448.70, 3.22)",,,,,"(666.24, 113.40)",,,,"(565.80, 59.54)","(659.08, 96.31)",,,,,"(726.83, 31.03)",,"(587.80, 73.46)","(698.53, 73.45)","(661.42, 42.51)",,"(52.23, 265.66)",,"(596.63, 60.15)","(36.22, 22.74)",,"(285.71, 227.16)",,"(273.35, 131.45)","(547.01, 61.04)","(5.98, 280.66)",,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,"(305.05, 352.99)",,,,,,,,"(456.77, 331.60)",,,,,,,,"(186.08, 121.10)",,,,,,,,"(585.54, 163.10)",,,"(332.48, 356.58)",,,,,,,,,,"(159.81, 327.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(297.42, 24.10)",,,,,,,,,,,,,,"(37.01, 122.19)",,"(449.31, 17.42)","(449.03, 2.26)",,,,,"(665.09, 112.98)",,,,"(565.53, 56.40)","(659.05, 96.42)",,,,,"(728.23, 29.86)",,"(588.16, 71.08)","(697.46, 71.61)","(661.40, 39.01)",,"(52.83, 266.72)",,"(596.53, 59.24)","(33.72, 23.64)",,"(286.45, 223.22)",,"(273.41, 131.45)","(546.86, 58.05)",,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,"(306.10, 353.01)",,,,,,,,"(458.04, 328.51)",,,,,,,,"(183.51, 119.77)",,,,,,,,"(584.64, 161.14)",,,"(332.66, 356.35)",,,,,,,,,,"(159.65, 325.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(297.47, 22.04)",,,,,,,,,,,,,,"(36.07, 119.26)",,"(447.52, 14.83)","(448.76, 1.61)",,,,,"(663.98, 113.35)",,,,"(566.09, 53.57)","(658.97, 96.39)",,,,,"(729.07, 28.87)",,"(588.57, 68.90)","(696.84, 70.95)","(661.09, 35.15)",,"(52.70, 266.70)",,"(596.60, 58.46)","(31.52, 24.68)",,"(285.87, 219.22)",,"(273.45, 131.42)","(547.31, 54.54)",,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,"(307.72, 353.11)",,,,,,,,"(458.93, 324.71)",,,,,,,,"(181.63, 117.84)",,,,,,,,"(583.00, 158.43)",,,"(332.65, 356.40)",,,,,,,,,,"(159.54, 323.68)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.79, 19.04)",,,,,,,,,,,,,,"(35.07, 116.68)",,"(445.46, 13.11)",,,,,,"(663.14, 113.87)",,,,"(565.86, 50.88)","(659.06, 96.46)",,,,,"(730.49, 27.94)",,"(588.60, 67.50)","(696.70, 70.37)","(661.14, 32.07)",,"(52.76, 266.67)",,"(596.83, 56.13)","(28.84, 26.07)",,"(285.22, 215.29)",,"(273.47, 131.40)","(547.15, 51.29)",,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,"(308.48, 353.34)",,,,,,,,"(459.68, 321.58)",,,,,,,,"(179.85, 115.60)",,,,,,,,"(581.62, 155.90)",,,"(332.55, 356.41)",,,,,,,,,,"(160.23, 321.74)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.43, 16.57)",,,,,,,,,,,,,,"(33.96, 113.48)",,"(442.84, 12.05)",,,,,,"(661.95, 114.51)",,,,"(565.87, 47.84)","(659.03, 96.39)",,,,,"(730.71, 26.93)",,"(588.60, 66.64)","(695.93, 69.54)","(661.02, 28.99)",,"(52.66, 266.66)",,"(596.47, 53.83)","(26.93, 27.01)",,"(284.90, 211.77)","(329.76, 128.20)","(273.44, 131.48)","(546.69, 48.13)",,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,"(309.18, 353.28)",,,,,,,,"(460.06, 318.68)",,,,,,,,"(178.10, 112.80)",,,,,,,,"(579.84, 154.01)",,,"(332.68, 356.40)",,,,,,,,,,"(160.18, 319.68)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.94, 14.39)",,,,,,,,,,,,,,"(32.71, 110.58)",,"(440.35, 12.02)",,,,,,"(661.48, 114.57)",,,,"(566.08, 45.05)","(659.07, 96.38)",,,,,"(730.62, 26.87)",,"(588.79, 65.97)","(694.38, 68.89)","(660.58, 26.91)",,"(52.70, 266.66)",,"(596.46, 50.92)","(25.17, 27.84)",,"(284.62, 207.58)","(330.01, 127.29)","(273.34, 131.59)","(545.97, 45.85)",,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,"(309.37, 353.32)",,,,,,,,"(461.22, 315.06)",,,,,,,,"(176.51, 110.15)",,,,,,,,"(578.38, 151.21)",,,"(332.62, 356.43)",,,,,,,,,,"(160.00, 318.30)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.72, 11.33)",,,,,,,,,,,,,,"(31.43, 107.89)",,"(437.82, 11.74)",,,,,,"(660.75, 114.94)",,,,"(566.49, 41.67)","(659.02, 95.90)",,,,,"(730.13, 27.86)",,"(588.60, 66.11)","(691.82, 69.30)","(660.28, 24.68)",,"(52.83, 266.66)",,"(596.78, 48.09)","(23.67, 29.11)",,"(284.09, 204.41)","(330.34, 126.21)","(273.39, 131.53)","(545.17, 43.47)",,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,"(309.40, 353.30)",,,,,,,,"(461.82, 311.65)",,,,,,,,"(175.40, 107.20)",,,,,,,,"(576.55, 149.37)",,,"(332.66, 356.41)",,,,,,,,,,"(160.39, 317.07)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.64, 9.58)",,,,,,,,,,,,,,"(30.25, 104.70)",,"(434.50, 11.77)",,,,,,"(660.42, 114.30)",,,,"(565.92, 38.63)","(658.94, 95.80)",,,,,"(729.81, 29.31)",,"(588.84, 66.01)","(690.17, 69.52)","(660.18, 22.94)",,"(53.08, 265.85)",,"(597.16, 45.42)","(22.97, 29.95)",,"(283.92, 200.32)","(330.59, 125.82)","(273.40, 131.58)","(544.59, 41.28)",,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,"(309.41, 353.26)",,,,,,,,"(462.62, 308.16)",,,,,,,,"(174.38, 104.15)",,,,,,,,"(574.29, 146.30)",,,"(332.58, 356.47)",,,,,,,,,,"(160.70, 315.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.70, 7.08)",,,,,,,,,,,,,,"(29.29, 101.85)",,"(431.57, 12.12)",,,,,,"(659.99, 114.01)",,,,"(565.59, 35.79)","(658.78, 95.49)",,,,,"(728.91, 30.85)",,"(588.98, 65.98)","(689.03, 69.84)","(660.23, 20.75)",,"(53.15, 265.81)",,"(597.60, 42.29)","(21.89, 30.59)",,"(283.59, 196.50)","(330.94, 124.76)",,"(543.91, 39.76)",,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,"(309.44, 353.24)",,,,,,,,"(463.02, 305.33)",,,,,,,,"(173.70, 100.52)",,,,,,,,"(572.37, 143.95)",,,"(332.78, 356.31)",,,,,,,,,,"(160.51, 313.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.67, 5.34)",,,,,,,,,,,,,,"(28.28, 99.17)",,"(428.85, 12.55)",,,,,,"(659.44, 113.52)",,,,"(565.77, 33.11)","(658.77, 95.26)",,,,,"(728.68, 31.54)",,"(589.01, 66.13)","(687.56, 70.38)","(660.30, 17.77)",,"(53.21, 265.83)",,"(597.98, 39.73)","(21.45, 31.27)",,"(282.83, 192.56)","(331.37, 123.88)",,"(542.84, 37.36)",,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,"(308.19, 353.51)",,,,,,,,"(463.62, 302.20)",,,,,,,,"(173.26, 97.53)",,,,,,,,"(571.18, 140.86)",,,"(332.76, 356.40)",,,,,,,,,,"(160.32, 311.52)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.62, 4.24)",,,,,,,,,,,,,,"(27.03, 96.63)",,"(425.00, 13.38)",,,,,,"(659.16, 111.88)",,,,"(565.34, 30.25)","(658.69, 95.21)",,,,,"(728.25, 31.35)",,"(588.99, 66.10)","(686.56, 70.26)","(659.95, 14.63)",,"(53.24, 265.81)",,"(598.16, 37.10)","(21.45, 31.99)",,"(281.55, 188.91)","(331.62, 123.24)",,"(541.29, 35.36)",,,,"(166.15, 347.67)",,,,,,,,,,,,,,,,,,,
172,,,,,,,,,"(308.08, 353.85)",,,,,,,,"(464.30, 298.75)",,,,,,,,"(173.24, 94.50)",,,,,,,,"(569.93, 137.93)",,,"(332.26, 356.45)",,,,,,,,,,"(160.65, 310.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.75, 3.19)",,,,,,,,,,,,,,"(25.83, 93.91)",,"(421.69, 14.60)",,,,,,"(658.79, 111.27)",,,,"(564.99, 27.59)","(658.68, 95.29)",,,,,"(728.11, 30.28)",,"(589.26, 66.06)","(687.60, 70.49)","(659.76, 11.13)",,"(53.38, 265.81)",,"(598.23, 34.65)",,,"(280.06, 185.40)","(331.93, 122.84)",,"(539.23, 34.83)",,,,"(166.20, 347.67)",,,,,,,,,,,,,,,,,,,
173,,,,,,,,,"(307.66, 354.04)",,,,,,,,"(465.08, 295.61)",,,,,,,,"(173.13, 91.93)",,,,,,,,"(569.33, 134.60)",,,"(331.78, 356.36)",,,,,,,,,,"(160.96, 308.36)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.76, 2.73)",,,,,,,,,,,,,,"(24.46, 91.78)",,"(418.30, 15.69)",,,,,,"(658.53, 110.39)",,,,"(564.67, 25.06)","(658.72, 95.28)",,,,,"(728.05, 28.66)",,"(589.42, 66.86)","(686.40, 70.37)","(660.09, 8.67)",,"(54.31, 260.52)",,"(598.35, 32.56)",,,"(278.91, 181.98)","(332.58, 122.22)",,"(536.84, 34.35)",,,,"(166.23, 347.70)",,,,,,,,,,,,,,,,,,,
174,,,,,,,,,"(307.33, 354.33)",,,,,,,,"(466.01, 292.63)",,,,,,,,"(172.77, 88.72)",,,,,,,,"(568.39, 131.99)",,,"(330.95, 356.41)",,,,,,,,,,"(161.06, 306.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.58, 2.25)",,,,,,,,,,,,,,"(23.56, 89.73)",,"(415.19, 16.48)",,,,,,"(658.52, 109.46)",,,,"(564.64, 22.82)","(658.69, 95.24)",,,,,"(727.59, 26.92)",,"(589.58, 67.09)","(685.70, 70.72)","(660.30, 6.03)",,,,"(598.50, 32.10)",,,"(277.30, 178.25)","(332.67, 121.77)",,"(535.11, 33.45)",,,,"(165.62, 348.28)",,,,,,,,,,,,,,,,,,,
175,,,,,,,,,"(307.12, 354.32)",,,,,,,,"(466.47, 289.15)",,,,,,,,"(172.10, 85.76)",,,,,,,,"(567.03, 129.13)",,,"(330.14, 356.18)",,,,,,,,,,"(161.42, 304.88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.67, 1.64)",,,,,,,,,,,,,,"(22.73, 88.09)",,"(411.92, 17.33)",,,,,,"(658.66, 107.97)",,,,"(564.20, 21.12)","(658.68, 95.59)",,,,,"(727.09, 24.54)",,"(589.60, 67.12)","(684.78, 70.73)","(660.61, 3.64)",,,,"(598.44, 32.17)",,,"(276.45, 174.77)","(332.95, 121.60)",,"(533.43, 32.87)",,,,"(164.99, 348.22)",,,,,,,,,,,,,,,,,,,
176,,,,,,,,,"(306.55, 354.35)",,,,,,,,"(466.77, 285.13)",,,,,,,,"(171.21, 82.61)",,,,,,,,"(566.02, 126.01)",,,"(329.25, 356.06)",,,,,,,,,,"(161.69, 302.57)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(297.39, 1.13)",,,,,,,,,,,,,,"(22.05, 86.30)",,"(409.33, 18.11)",,,,,,"(658.65, 107.56)",,,,"(563.73, 19.03)","(658.61, 95.42)",,,,,"(727.27, 22.65)",,"(589.55, 67.23)","(683.93, 71.13)","(660.43, 2.30)",,,,"(598.55, 32.17)",,,"(274.61, 171.52)","(333.21, 121.32)",,"(532.48, 32.32)",,,,"(164.07, 348.00)",,,,,,,,,,,,,,,,,,,
177,,,,,,,,,"(305.95, 354.21)",,,,,,,,"(467.07, 282.14)",,,,,,,,"(170.34, 79.57)",,,,,,,,"(565.37, 123.24)",,,"(328.82, 355.96)",,,,,,,,,,"(161.76, 301.29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(21.66, 85.12)",,"(406.87, 18.68)",,,,,,"(658.43, 106.23)",,,,"(563.77, 17.48)","(658.55, 95.56)",,,,,"(727.06, 20.28)",,"(589.44, 67.57)","(682.87, 71.16)","(660.38, 1.68)",,,,"(598.69, 32.08)",,,"(273.66, 168.31)","(333.42, 120.98)",,"(531.65, 32.14)",,,,"(163.23, 348.42)",,"(73.25, 224.63)",,,,,,,,,,,,,,,,,
178,,,,,,,,,"(305.49, 354.19)",,,,,,,,"(468.29, 278.62)",,,,,,,,"(169.36, 76.15)",,,,,,,,"(564.25, 120.77)",,,"(328.31, 355.97)",,,,,,,,,,"(161.83, 300.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(21.26, 84.37)",,"(405.09, 18.66)",,,,,,"(658.61, 105.51)",,,,"(563.57, 16.46)","(658.55, 95.51)",,,,,"(726.82, 17.99)",,"(589.33, 67.79)","(682.24, 71.09)","(659.99, 1.50)",,,,"(598.71, 31.98)",,,"(272.49, 165.21)","(333.50, 120.77)",,"(531.10, 32.03)",,,,"(161.89, 348.74)","(273.76, 129.19)","(73.51, 224.15)",,,,,,,,,,,,,,,,,
179,,,,,,,,,"(305.08, 354.12)",,,,,,,,"(468.55, 275.25)",,,,,,,,"(168.43, 73.18)",,,,,,,,"(563.00, 118.35)",,,"(327.73, 356.10)",,,,,,,,,,"(161.99, 297.91)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(20.68, 83.11)",,"(403.13, 18.84)",,,,,,"(658.73, 104.63)",,,,"(562.94, 15.85)","(658.78, 95.58)",,,,,"(726.25, 15.83)",,"(589.34, 68.00)","(681.37, 71.08)",,,,,"(598.72, 32.09)",,,"(271.47, 161.87)","(333.74, 119.90)",,"(530.80, 31.90)",,,,"(162.14, 348.75)","(273.75, 128.92)","(73.77, 223.52)",,,,,,,,,,,,,,,,,
180,,,,,,,,,"(304.94, 354.12)",,,,,,,,"(468.85, 272.85)",,,,,,,,"(167.44, 70.01)",,,,,,,,"(562.54, 115.62)",,,"(327.37, 356.16)",,,,,,,,,,"(162.07, 296.23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(401.63, 18.50)",,,,,,"(658.71, 103.87)",,,,"(561.80, 15.14)","(658.75, 95.38)",,,,,"(725.59, 13.29)",,"(589.25, 67.97)","(680.66, 70.79)",,,,,"(598.72, 31.88)",,,"(270.56, 159.06)","(334.15, 119.27)",,"(530.19, 31.20)",,,,"(162.82, 348.92)","(273.87, 128.71)","(73.84, 223.09)",,,,,,,,,,,,,,,,,
181,,,,,,,,,"(304.91, 354.11)",,,,,,,,"(469.06, 270.62)",,,,,,,,"(166.34, 66.75)",,,,,,,,"(561.58, 112.91)",,,"(327.35, 356.15)",,,,,,,,,,"(162.16, 294.60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(400.35, 17.58)",,,,,,"(659.33, 103.39)",,,,"(560.70, 14.51)",,,,,,"(725.34, 11.03)",,"(589.20, 67.95)","(680.27, 70.94)",,,,,"(598.73, 31.83)",,,"(269.48, 156.41)","(334.56, 118.34)",,"(529.54, 30.78)",,,,"(163.60, 349.62)","(273.95, 128.49)","(73.76, 222.25)",,,,,,,,,,,,,,,,,
182,,,,,,,,,"(304.93, 354.10)",,,,,,,,"(469.30, 267.87)",,,,,,,,"(165.30, 63.59)",,,,,,,,"(561.06, 109.99)",,,"(327.29, 356.12)",,,,,,,,,,"(162.00, 292.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(399.54, 16.58)",,,,,,"(659.32, 103.29)",,,,"(559.32, 13.86)",,,,,,"(724.75, 8.12)",,"(589.14, 67.95)","(680.20, 70.71)",,,,,"(598.68, 31.78)",,,"(268.50, 154.65)","(335.04, 117.80)",,"(528.98, 30.01)",,,,"(163.48, 350.58)","(273.98, 128.13)","(73.60, 221.83)",,,,,,,,,,,,,,,,,
183,,,,,,,,,"(305.11, 354.07)",,,,,,,,"(469.33, 265.39)",,,,,,,,"(164.20, 59.99)",,,,,,,,"(560.27, 107.33)",,,"(327.31, 356.20)",,,,,,,,,,"(162.35, 291.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(398.23, 15.47)",,,,,,"(659.31, 103.31)",,,,"(557.77, 12.94)",,,,,,"(724.45, 6.02)",,"(589.06, 67.97)","(680.17, 70.52)",,,,,"(598.58, 31.76)",,,"(267.70, 152.66)","(335.58, 116.32)",,"(528.79, 29.87)",,,,"(161.83, 351.65)","(273.96, 127.76)","(73.44, 221.51)",,,,,,,,,,,,,,,,,
184,,,,,,,,,"(305.09, 354.06)",,,,,,,,"(469.43, 263.05)",,,,,,,,"(163.15, 56.97)",,,,,,,,"(560.17, 104.28)",,,"(327.31, 356.23)",,,,,,,,,,"(162.19, 289.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(397.94, 14.24)",,,,,,"(659.31, 103.25)",,,,"(556.81, 12.23)",,,,,,"(724.24, 4.54)",,"(589.09, 67.94)","(680.22, 70.58)",,,,,"(598.67, 31.46)",,,"(267.65, 150.66)","(335.89, 115.31)",,"(528.78, 29.88)",,,,"(160.30, 352.48)","(273.91, 127.35)","(73.38, 221.52)","(71.99, 248.59)",,,,,,,,,,,,,,,,
185,,,,,,,,,"(305.09, 354.07)",,,,,,,,"(469.68, 260.46)",,,,,,,,"(162.23, 53.48)",,,,,,,,"(559.61, 100.80)",,,"(327.31, 356.17)",,,,,,,,,,"(162.00, 288.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(397.79, 13.39)",,,,,,"(659.25, 103.25)",,,,"(555.36, 11.36)",,,,,,"(723.94, 3.89)",,"(589.04, 67.93)","(680.19, 70.56)",,,,,"(598.62, 31.36)",,,"(267.45, 148.17)","(336.49, 113.79)",,"(528.74, 29.88)",,,,"(158.55, 353.17)","(273.85, 126.95)","(73.33, 221.21)","(72.64, 246.32)",,,,,,,,,,,,,,,,
186,,,,,,,,,"(305.07, 354.07)",,,,,,,,"(469.30, 258.01)",,,,,,,,"(160.85, 50.94)",,,,,,,,"(559.95, 97.61)",,,"(327.26, 356.17)",,,,,,,,,,"(162.12, 286.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(397.94, 12.38)",,,,,,"(659.28, 103.25)",,,,"(554.15, 10.63)",,,,,,"(723.79, 3.56)",,"(588.95, 67.97)","(680.21, 70.55)",,,,,"(598.60, 30.93)",,,"(267.57, 145.80)","(337.09, 112.35)",,"(528.73, 29.86)",,,,"(156.82, 354.49)","(273.85, 126.98)","(73.26, 220.79)","(73.87, 244.37)",,,,,,,,,,,,,,,,
