frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id27,id29,id30,id31,id32,id33,id34,id35,id36,id37,id39,id41,id42,id44,id45,id47,id49,id50,id51
46,"(251.11, 343.93)","(408.05, 278.44)","(163.70, 294.32)","(6.77, 308.32)","(292.09, 285.88)","(127.73, 267.73)","(355.66, 240.24)","(53.93, 414.27)","(171.19, 199.97)",,,,"(151.98, 409.94)","(2.23, 362.48)",,"(375.04, 374.69)","(50.37, 352.95)","(143.57, 420.56)","(63.69, 402.42)","(280.11, 329.75)","(396.09, 434.60)","(3.79, 429.47)",,"(58.38, 374.43)","(143.74, 358.76)","(364.59, 324.37)","(287.93, 345.70)",,,,,,,,,,,,,,,,,
47,"(251.12, 343.86)","(408.16, 276.52)","(164.98, 290.21)","(6.67, 306.60)","(292.18, 283.74)","(128.31, 264.56)","(356.03, 238.54)","(55.32, 412.23)","(171.07, 199.34)",,,,"(152.30, 407.68)","(2.35, 359.52)",,"(379.89, 344.46)","(49.24, 350.79)","(141.29, 418.88)","(63.65, 399.94)","(279.93, 326.68)","(396.12, 434.56)","(2.97, 429.52)",,"(58.59, 372.05)","(143.87, 357.21)","(365.55, 322.00)","(287.86, 342.80)",,,,,,,,,,,,,,,,,
48,"(250.71, 340.10)","(407.98, 273.84)","(166.29, 286.63)","(6.61, 304.32)","(291.86, 281.56)","(128.01, 261.29)","(356.14, 236.51)","(56.17, 410.29)","(170.62, 196.99)",,,,"(152.07, 406.39)","(2.28, 357.58)",,"(384.50, 318.34)","(48.35, 349.21)","(139.61, 416.68)","(63.53, 397.06)","(280.06, 324.21)","(396.16, 434.59)","(3.96, 429.84)",,"(58.87, 369.56)","(143.77, 356.60)","(366.66, 319.26)","(287.63, 340.80)",,,,,,,,,,,,,,,,,
49,"(250.65, 338.73)","(408.35, 271.64)","(167.64, 283.65)","(6.67, 302.38)","(291.52, 278.12)","(128.36, 257.68)","(356.77, 234.47)","(57.03, 407.91)","(169.55, 194.03)",,,,"(151.07, 405.89)","(2.29, 355.46)",,"(388.84, 294.71)","(47.32, 347.32)","(137.64, 414.33)","(64.10, 394.04)","(280.08, 321.29)","(396.38, 434.30)","(3.82, 430.10)",,"(59.14, 367.84)","(143.77, 356.66)","(368.11, 317.19)","(287.46, 338.90)",,"(179.14, 346.35)",,,,,,,,,,,,,,,
50,"(250.33, 337.57)","(408.24, 271.12)","(168.47, 281.34)","(6.94, 300.45)","(290.86, 275.64)","(128.28, 254.16)","(357.58, 232.20)","(57.67, 406.62)","(170.05, 189.74)",,,,"(149.19, 404.63)","(2.25, 354.11)",,"(385.60, 273.95)","(46.65, 345.35)","(136.03, 410.36)","(63.62, 391.56)","(280.19, 317.86)","(397.87, 434.49)","(3.83, 430.05)",,"(59.24, 365.20)","(143.29, 355.79)","(369.14, 313.08)","(287.30, 336.59)","(251.24, 345.98)",,,,,,,,,,,,,,,,
51,"(250.24, 337.02)","(408.35, 269.39)","(168.78, 279.85)","(7.12, 299.17)","(290.47, 273.03)","(128.37, 250.65)","(357.84, 230.83)","(58.42, 403.96)","(171.69, 186.57)",,,,"(148.50, 402.50)","(2.11, 352.82)",,"(384.71, 255.79)","(46.71, 343.25)","(134.62, 407.78)","(63.51, 389.14)","(280.03, 314.66)","(400.02, 433.66)","(3.53, 429.98)",,"(59.21, 362.94)","(143.05, 352.89)","(370.85, 310.60)","(287.30, 335.25)","(251.18, 345.81)",,,,,,,,,,,,,,,,
52,"(250.26, 336.50)","(408.09, 267.01)","(169.29, 277.59)","(7.26, 297.86)","(290.03, 270.34)","(128.34, 247.65)","(358.23, 228.00)","(59.79, 402.07)","(172.95, 183.21)",,,,"(147.77, 399.28)","(2.21, 351.95)",,"(382.38, 238.45)","(47.14, 341.36)","(134.69, 404.75)","(63.53, 387.05)","(280.08, 311.65)","(400.88, 432.48)","(4.12, 429.93)",,"(59.13, 360.79)","(141.76, 349.76)","(371.93, 307.83)","(287.15, 334.01)","(251.26, 345.40)",,,,,,,,,,,,,,,,
53,"(250.24, 336.77)","(407.92, 263.85)","(170.03, 275.49)","(7.12, 297.36)","(289.58, 268.73)","(128.62, 244.19)","(358.49, 226.04)","(60.33, 400.34)","(174.29, 179.20)",,,,"(146.16, 395.77)","(2.28, 351.41)",,"(379.33, 215.20)","(47.38, 339.01)","(134.60, 403.64)","(63.44, 384.74)","(280.05, 308.49)","(402.28, 431.97)","(4.09, 429.89)",,"(58.91, 358.43)","(141.42, 345.87)","(373.90, 304.83)","(287.10, 332.39)","(251.08, 344.82)","(179.55, 369.14)",,,,,,,,,,,,,,,
54,"(250.23, 336.63)","(407.41, 260.58)","(170.71, 273.93)","(7.17, 297.23)","(289.62, 266.94)","(128.84, 240.97)","(358.59, 223.21)","(60.81, 399.34)","(175.22, 176.02)",,,,"(144.18, 392.15)","(2.06, 349.84)",,"(379.86, 209.05)","(47.51, 336.94)","(135.38, 401.52)","(63.45, 383.94)","(280.42, 306.28)","(402.65, 431.99)","(4.12, 429.51)",,"(58.84, 356.26)","(140.35, 341.89)","(374.81, 302.30)","(287.05, 330.28)","(251.01, 344.33)","(179.55, 369.18)",,,,,,,,,,,,,,,
55,"(250.32, 336.98)","(407.28, 258.06)","(170.77, 273.37)","(7.23, 297.18)","(289.63, 265.60)","(128.70, 237.74)","(358.80, 220.80)","(61.25, 398.42)","(176.10, 173.51)",,,,"(142.20, 389.43)","(2.16, 348.51)",,"(379.56, 208.93)","(47.55, 335.43)","(134.78, 397.98)","(63.40, 382.56)","(281.21, 303.48)","(403.10, 431.97)","(4.33, 429.11)",,"(58.36, 354.45)","(139.20, 337.43)","(376.14, 299.11)","(286.62, 326.95)","(251.23, 344.02)","(179.57, 369.09)",,,,,,,,,,,,,,,
56,"(250.32, 336.54)","(406.68, 256.12)","(170.69, 272.32)","(7.36, 297.17)","(289.44, 264.53)","(128.08, 235.43)","(358.44, 219.02)","(61.28, 398.13)","(176.32, 171.36)",,,,"(142.11, 387.07)","(2.34, 346.71)",,"(379.52, 208.88)","(48.08, 333.33)","(134.58, 395.86)","(63.38, 381.85)","(282.62, 301.31)","(403.36, 431.89)","(4.84, 428.56)",,"(57.85, 352.45)","(138.69, 332.48)","(375.47, 295.66)","(286.09, 324.51)","(251.40, 343.30)","(179.58, 369.07)",,,,,,,,,,,,,,,
57,"(250.14, 336.65)","(406.65, 253.80)","(170.34, 268.59)","(7.35, 297.19)","(289.45, 264.40)","(128.09, 233.57)","(358.32, 215.99)","(61.27, 398.09)","(176.46, 169.45)",,,,"(140.88, 384.42)","(2.37, 344.56)",,"(379.50, 208.89)","(48.38, 331.37)","(133.80, 393.07)","(63.39, 381.89)","(284.34, 299.60)","(403.27, 431.88)","(5.08, 428.62)",,"(57.55, 351.08)","(138.21, 328.41)","(374.92, 293.24)","(285.80, 322.47)","(251.93, 342.52)","(179.64, 368.00)",,,,,,,,,,,,,,,
58,"(249.96, 336.19)","(406.30, 251.36)","(169.63, 264.84)","(7.37, 297.20)","(289.46, 264.29)","(128.04, 231.46)","(358.02, 213.58)","(61.26, 398.22)","(176.43, 165.82)",,,,"(140.32, 381.59)","(2.45, 342.80)",,"(379.52, 208.93)","(48.48, 329.16)","(133.77, 389.60)","(63.41, 381.88)","(285.84, 297.25)","(403.30, 431.96)","(5.30, 428.74)",,"(57.48, 350.30)","(137.43, 323.37)","(374.11, 290.17)","(285.74, 319.59)","(251.99, 341.19)","(179.13, 366.91)",,,,,,,,,,,,,,,
59,"(249.74, 335.70)","(406.04, 248.69)","(169.75, 261.73)","(7.22, 297.18)","(289.48, 264.32)","(128.36, 228.17)","(357.84, 211.61)","(61.61, 396.97)","(175.51, 163.25)",,,,"(139.83, 380.23)","(2.62, 341.07)",,"(379.55, 208.96)","(48.77, 327.07)","(133.54, 386.47)","(63.44, 380.92)","(287.75, 295.36)","(403.02, 431.96)","(5.25, 428.14)",,"(56.93, 348.87)","(136.69, 319.24)","(373.74, 287.16)","(285.40, 317.29)","(251.98, 340.67)","(178.90, 365.08)",,,,,,,,,,,,,,,
60,"(249.87, 334.91)","(405.73, 246.23)","(170.06, 259.54)","(7.25, 297.45)","(289.53, 262.42)","(128.52, 225.23)","(357.90, 208.60)","(61.70, 395.19)","(174.61, 160.53)",,,,"(139.88, 379.94)","(2.88, 339.34)",,"(379.57, 208.93)","(48.55, 324.52)","(133.36, 385.31)","(63.38, 379.11)","(289.19, 293.16)","(402.69, 431.93)","(5.60, 427.80)",,"(56.84, 347.62)","(135.77, 314.60)","(373.30, 284.00)","(285.63, 314.48)","(252.03, 340.15)","(178.73, 363.64)",,,,,,,,,,,,,,,
61,"(249.92, 334.25)","(405.26, 243.75)","(170.23, 256.68)","(7.29, 297.37)","(290.75, 260.80)","(128.98, 221.37)","(358.34, 206.96)","(61.65, 393.02)","(173.72, 157.21)",,,,"(139.92, 379.89)","(3.10, 336.79)",,"(379.52, 208.92)","(48.54, 322.74)","(133.39, 385.28)","(63.48, 377.24)","(290.86, 290.92)","(402.69, 432.04)","(5.69, 426.35)",,"(56.96, 345.87)","(134.07, 310.23)","(373.21, 280.57)","(285.35, 312.36)","(252.01, 339.41)","(178.86, 361.22)",,,,,,,,,,,,,,,
62,"(249.74, 333.00)","(404.82, 241.53)","(170.34, 252.94)","(7.31, 297.34)","(291.36, 258.39)","(128.89, 218.40)","(358.30, 205.07)","(61.10, 390.59)","(172.71, 155.01)",,,,"(139.93, 379.90)","(3.25, 334.75)",,"(379.52, 208.91)","(48.57, 321.67)","(133.36, 385.30)","(63.65, 375.57)","(292.04, 288.93)","(402.73, 432.13)","(5.98, 425.66)",,"(57.02, 344.19)","(132.14, 308.01)","(373.23, 276.75)","(284.88, 310.75)","(251.78, 338.51)","(178.88, 358.62)",,,,,,,,,,,,,,,
63,"(249.74, 332.14)","(404.08, 239.33)","(170.42, 249.00)","(7.29, 297.26)","(291.53, 255.46)","(129.01, 215.60)","(358.39, 202.56)","(60.69, 388.20)","(171.64, 152.09)",,,,"(139.87, 379.48)","(3.80, 333.02)",,"(379.58, 208.92)","(48.43, 320.91)","(133.32, 385.06)","(63.52, 373.78)","(293.30, 287.42)","(402.71, 431.99)","(6.24, 424.43)",,"(56.89, 342.44)","(130.78, 305.00)","(373.94, 272.94)","(284.87, 309.35)","(251.79, 338.00)","(178.64, 356.83)",,,,,,,,,,,,,,,
64,"(249.62, 330.05)","(403.85, 238.14)","(170.14, 244.38)","(7.33, 297.30)","(291.79, 253.12)","(129.16, 212.14)","(358.70, 200.22)","(60.50, 386.48)","(170.85, 149.82)",,,,"(139.69, 376.43)","(4.30, 330.65)",,"(379.61, 209.00)","(48.45, 319.09)","(132.29, 384.53)","(63.47, 372.23)","(294.21, 285.63)","(402.80, 432.11)","(6.59, 423.65)",,"(56.77, 340.72)","(129.78, 302.15)","(374.59, 269.52)","(284.87, 309.38)","(251.47, 336.59)","(178.42, 355.32)",,,,,,,,,,,,,,,
65,"(249.48, 329.04)","(403.24, 236.25)","(168.74, 239.75)","(7.24, 297.29)","(291.86, 250.69)","(129.50, 208.72)","(359.03, 197.87)","(59.92, 383.68)","(169.25, 146.05)",,,,"(139.26, 373.75)","(4.74, 328.41)",,"(379.64, 209.00)","(48.78, 317.21)","(130.03, 382.71)","(63.37, 369.17)","(295.14, 284.22)","(402.75, 432.13)","(7.23, 422.87)",,"(56.67, 339.04)","(129.21, 300.55)","(375.68, 266.72)","(284.95, 309.44)","(251.44, 335.72)","(178.32, 353.25)",,,,,,,,,,,,,,,
66,"(249.12, 327.88)","(402.60, 234.38)","(168.65, 235.48)","(7.25, 297.35)","(291.87, 249.03)","(129.97, 206.67)","(359.68, 195.62)","(59.60, 381.42)","(168.05, 143.21)",,,,"(141.43, 369.63)","(5.48, 326.00)",,"(379.64, 208.98)","(48.69, 315.23)","(128.71, 380.34)","(63.27, 367.06)","(296.35, 281.46)","(402.07, 432.15)","(8.03, 422.09)",,"(56.36, 337.05)","(129.02, 298.33)","(376.25, 263.22)","(284.98, 309.22)","(251.36, 335.06)","(178.01, 351.12)",,,,,,,,,,,,,,,
67,"(248.74, 326.82)","(401.97, 232.52)","(168.28, 232.09)","(7.32, 297.37)","(291.92, 247.08)","(131.28, 203.97)","(359.98, 193.89)","(59.42, 379.94)","(166.86, 140.07)",,,,"(143.68, 366.28)","(5.88, 324.07)",,"(379.63, 209.00)","(48.77, 313.45)","(127.22, 378.02)","(63.13, 365.36)","(297.27, 279.54)","(402.06, 432.12)","(9.65, 421.80)",,"(56.49, 334.62)","(129.23, 295.13)","(376.50, 260.67)","(284.91, 308.50)","(251.34, 334.40)","(178.08, 348.67)",,,,,,,,,,,,,,,
68,"(248.73, 326.15)","(401.10, 230.41)","(168.06, 229.03)","(7.46, 296.94)","(291.66, 243.83)","(131.49, 201.68)","(360.13, 191.57)","(59.15, 379.02)","(165.25, 137.77)",,,,"(145.58, 364.34)","(6.97, 321.89)",,"(379.59, 208.99)","(48.70, 311.39)","(126.31, 376.12)","(63.17, 363.55)","(297.92, 277.30)","(401.88, 431.96)","(10.98, 421.24)",,"(56.38, 332.27)","(130.16, 291.88)","(376.54, 257.64)","(284.30, 307.50)","(251.25, 333.87)","(177.95, 345.70)",,,,,,,,,,,,,,,
69,"(248.54, 325.26)","(400.54, 228.99)","(167.24, 225.90)","(7.31, 297.26)","(290.95, 241.46)","(131.70, 199.98)","(360.55, 189.67)","(59.20, 377.44)","(164.16, 135.38)",,,,"(147.35, 361.45)","(7.43, 319.80)",,"(379.60, 209.06)","(48.67, 309.46)","(125.44, 374.49)","(63.27, 362.31)","(298.57, 275.46)","(401.80, 431.90)","(12.72, 420.66)",,"(56.33, 329.87)","(130.14, 289.38)","(375.32, 254.30)","(283.50, 305.01)","(251.17, 333.57)","(177.90, 341.94)",,,,,,,,,,,,,,,
70,"(248.33, 324.22)","(399.55, 227.29)","(167.76, 223.07)","(7.40, 297.33)","(290.03, 239.04)","(131.61, 197.04)","(360.95, 187.14)","(58.73, 374.77)","(163.74, 134.32)",,,,"(149.28, 358.80)","(8.16, 318.29)",,"(379.62, 209.11)","(48.90, 307.56)","(125.18, 371.28)","(63.20, 361.07)","(298.77, 273.88)","(401.68, 431.57)","(13.83, 420.81)",,"(56.43, 327.60)","(129.81, 287.17)","(375.25, 251.53)","(281.83, 303.07)","(251.28, 333.59)","(178.33, 338.98)",,,,,,,,,,,,,,,
71,"(247.94, 323.17)","(398.74, 225.85)","(168.76, 221.08)","(7.56, 297.34)","(289.90, 236.79)","(131.06, 195.12)","(361.70, 185.19)","(58.58, 372.06)","(163.76, 134.30)",,,,"(151.31, 355.98)","(8.37, 317.56)",,"(379.68, 209.13)","(48.85, 305.18)","(124.97, 367.40)","(63.27, 359.76)","(299.19, 271.29)","(401.52, 431.19)","(15.52, 421.29)",,"(56.39, 324.94)","(129.48, 285.84)","(374.16, 248.48)","(280.21, 300.82)","(251.29, 333.60)","(178.38, 337.02)",,,,,,,,,,,,,,,
72,"(247.66, 321.90)","(398.16, 224.74)","(170.15, 219.28)","(7.44, 297.43)","(289.58, 235.38)","(130.74, 193.44)","(362.36, 183.20)","(58.56, 370.00)","(163.77, 134.30)",,,,"(154.03, 352.60)","(8.72, 317.22)",,"(379.70, 209.10)","(48.99, 303.19)","(125.21, 364.23)","(63.15, 359.44)","(299.46, 269.54)","(401.47, 430.75)","(16.51, 421.90)",,"(56.72, 322.79)","(129.40, 285.86)","(374.08, 246.17)","(278.74, 299.53)","(251.29, 333.52)","(178.94, 335.62)",,,,,,,,,,,,,,,
73,"(247.43, 320.90)","(397.70, 223.72)","(171.69, 216.94)","(7.30, 297.10)","(289.17, 234.68)","(130.59, 190.94)","(362.58, 180.40)","(58.54, 367.68)","(163.77, 134.30)",,,,"(155.97, 349.40)","(9.31, 316.29)",,"(379.70, 208.97)","(49.30, 301.07)","(125.02, 360.47)","(63.07, 359.38)","(299.57, 267.88)","(401.62, 430.63)","(17.18, 422.03)",,"(56.94, 320.78)","(129.48, 285.68)","(373.52, 243.95)","(277.16, 298.04)","(251.31, 333.50)","(179.09, 334.17)",,,,,,,,,,,,,,,
74,"(247.20, 319.93)","(397.26, 222.90)","(173.05, 214.51)","(7.35, 296.81)","(288.95, 233.29)","(130.02, 188.33)","(362.69, 177.78)","(58.55, 366.26)","(163.80, 133.50)",,,,"(156.72, 347.62)","(9.46, 315.19)",,"(379.56, 208.68)","(48.96, 298.93)","(124.81, 356.89)","(62.98, 358.97)","(299.82, 266.10)","(401.65, 430.62)","(17.17, 422.03)",,"(57.32, 318.42)","(129.30, 285.00)","(372.92, 241.70)","(275.08, 296.38)","(251.31, 333.52)","(179.17, 331.65)",,,,,,,,,,,,,,,
75,"(246.64, 318.39)","(397.02, 222.36)","(173.38, 214.04)","(7.33, 296.81)","(288.44, 231.94)","(129.24, 185.33)","(362.30, 175.40)","(58.58, 365.47)","(164.77, 130.31)",,,,"(156.91, 347.09)","(9.88, 314.43)",,"(379.53, 208.64)","(49.16, 296.46)","(124.66, 354.51)","(62.91, 358.61)","(299.95, 264.72)","(401.65, 430.62)","(17.12, 422.05)",,"(57.68, 316.66)","(128.64, 282.28)","(372.40, 239.10)","(273.18, 293.68)","(251.32, 333.47)","(178.67, 328.92)",,,,,,,,,,,,,,,
76,"(246.50, 316.59)","(396.98, 222.35)","(173.36, 213.71)","(7.39, 296.78)","(288.06, 230.82)","(127.97, 182.77)","(361.81, 173.18)","(57.89, 364.27)","(165.39, 126.16)",,,,"(156.91, 347.08)","(10.11, 313.76)",,"(379.35, 208.10)","(49.13, 294.34)","(124.61, 353.96)","(63.09, 356.98)","(299.88, 262.92)","(401.63, 430.64)","(17.12, 422.07)",,"(57.72, 314.34)","(127.93, 278.89)","(371.23, 236.46)","(270.99, 291.12)","(251.35, 333.47)","(177.55, 326.41)",,,,,,,,,,,,,,,
77,"(246.25, 315.35)","(397.05, 222.41)","(173.39, 213.68)","(7.42, 296.90)","(287.99, 229.94)","(127.37, 180.61)","(361.81, 171.41)","(57.15, 361.52)","(166.21, 122.86)",,,,"(157.14, 345.29)","(10.32, 313.02)",,"(378.93, 207.66)","(48.72, 293.15)","(124.67, 353.77)","(64.05, 354.79)","(299.97, 261.09)","(401.65, 430.68)","(17.14, 422.07)",,"(58.22, 312.03)","(127.40, 275.77)","(371.01, 234.08)","(269.21, 288.21)","(251.31, 333.50)","(176.55, 325.17)",,,,,,,,,,,,,,,
78,"(246.00, 313.48)","(396.48, 221.24)","(173.42, 213.67)","(7.41, 296.89)","(287.83, 229.19)","(127.23, 179.65)","(361.58, 169.38)","(56.23, 359.63)","(166.41, 119.94)",,,,"(157.12, 342.13)","(10.69, 312.07)",,"(378.66, 207.34)","(48.69, 291.05)","(124.82, 351.39)","(64.08, 353.03)","(299.93, 259.21)","(401.65, 430.67)","(17.11, 422.10)",,"(58.43, 310.67)","(127.15, 272.71)","(370.12, 231.50)","(267.33, 286.13)","(251.27, 333.58)","(176.41, 323.36)",,,,,,,,,,,,,,,
79,"(245.66, 311.55)","(395.68, 219.77)","(173.40, 213.60)","(7.32, 296.95)","(287.49, 228.02)","(126.80, 177.55)","(361.41, 167.05)","(55.31, 357.20)","(167.41, 116.73)",,,,"(158.04, 338.85)","(10.75, 311.98)",,"(377.90, 207.29)","(48.70, 289.27)","(125.87, 348.18)","(64.19, 351.74)","(299.52, 256.62)","(401.65, 430.66)","(18.24, 422.82)",,"(58.59, 307.96)","(126.58, 269.28)","(369.55, 228.90)","(265.46, 283.81)","(251.27, 333.68)","(176.07, 322.16)",,,,,,,,,,,,,,,
80,"(245.47, 310.35)","(394.60, 218.38)","(173.43, 213.55)","(7.53, 296.94)","(287.07, 225.92)","(126.07, 174.81)","(361.70, 165.33)","(54.29, 354.60)","(168.32, 112.80)",,,,"(159.21, 336.00)","(10.75, 311.90)",,"(377.01, 207.35)","(48.41, 287.46)","(126.50, 345.03)","(64.38, 349.97)","(299.66, 253.48)","(401.70, 430.69)","(20.12, 423.66)",,"(58.96, 306.08)","(126.15, 265.44)","(369.05, 225.53)","(263.00, 280.87)","(251.24, 333.65)","(175.88, 321.41)",,,,,,,,,,,,,,,
81,"(245.06, 308.35)","(394.01, 217.21)","(174.62, 211.89)","(7.33, 296.92)","(286.20, 223.50)","(125.51, 171.65)","(361.85, 163.23)","(53.09, 352.40)","(168.81, 109.23)",,,,"(162.52, 332.92)","(10.76, 311.90)",,"(375.52, 207.97)","(48.40, 285.49)","(126.80, 342.19)","(64.55, 348.24)","(299.74, 250.72)","(401.86, 430.87)","(22.20, 424.99)",,"(59.24, 304.39)","(126.02, 261.08)","(368.53, 222.91)","(260.77, 278.06)","(251.27, 333.69)","(175.89, 320.88)",,,,,,,,,,,,,,,
82,"(244.59, 306.01)","(392.79, 215.75)","(175.99, 209.77)","(7.28, 296.66)","(284.96, 221.15)","(125.06, 167.97)","(362.04, 161.63)","(51.90, 350.53)","(168.56, 107.12)",,,,"(164.52, 331.58)","(10.74, 311.94)",,"(374.34, 209.01)","(48.24, 283.94)","(127.26, 338.73)","(64.50, 347.74)","(299.78, 248.26)","(401.84, 430.85)","(24.05, 425.98)",,"(59.34, 302.96)","(125.80, 257.09)","(368.27, 220.05)","(258.75, 275.59)","(251.22, 333.66)","(175.72, 319.83)",,,,,,,,,,,,,,,
83,"(244.40, 304.79)","(391.90, 213.93)","(177.36, 206.90)","(7.39, 296.58)","(284.04, 219.02)","(125.13, 164.68)","(362.50, 159.81)","(51.17, 348.61)",,,,,"(166.98, 329.93)","(10.74, 311.96)",,"(373.04, 209.28)","(47.73, 282.19)","(127.86, 335.99)","(64.59, 346.83)","(299.77, 246.08)","(401.77, 430.92)","(25.78, 426.69)",,"(59.67, 301.22)","(126.18, 252.24)","(367.40, 217.45)","(256.96, 272.72)","(251.24, 333.67)","(175.63, 319.51)",,,,,,,,,,,,,,,
84,"(244.20, 303.01)","(390.69, 212.16)","(178.53, 205.24)","(7.17, 295.45)","(283.05, 217.60)","(125.05, 160.91)","(362.72, 158.36)","(50.15, 346.43)",,,,,"(168.34, 328.81)","(10.71, 311.94)",,"(372.16, 209.60)","(47.72, 280.52)","(128.49, 331.97)","(64.75, 344.97)","(299.71, 245.73)","(401.68, 430.90)","(28.18, 428.57)",,"(59.74, 299.44)","(126.67, 248.31)","(367.43, 214.13)","(255.05, 270.27)","(251.22, 333.68)","(175.52, 319.23)",,,,,,,,,,,,,,,
85,"(244.00, 301.42)","(389.52, 210.21)","(179.34, 203.58)","(6.85, 293.90)","(282.69, 216.17)","(125.58, 157.54)","(363.32, 156.45)","(48.64, 344.21)",,,,,"(170.91, 327.81)","(10.68, 311.59)",,,"(47.12, 278.86)","(129.10, 328.92)","(65.01, 342.53)","(299.73, 245.73)","(401.58, 430.83)","(30.32, 429.58)",,"(60.10, 297.62)","(127.59, 245.15)","(366.54, 211.25)","(254.30, 267.42)","(251.26, 333.69)","(175.61, 317.76)",,,,,,,,,,,,,,,
86,"(243.69, 300.41)","(388.26, 208.19)","(180.16, 201.24)","(6.82, 291.94)","(282.16, 214.07)","(125.99, 155.20)","(364.01, 155.14)","(47.78, 341.87)",,,,,"(172.32, 326.90)","(10.96, 310.91)",,,"(47.05, 276.91)","(129.41, 326.68)","(64.93, 340.58)","(299.66, 244.64)","(401.42, 430.83)","(31.83, 430.90)",,"(60.29, 295.89)","(127.98, 241.28)","(366.22, 208.05)","(253.60, 264.63)","(251.27, 333.72)","(174.66, 315.31)",,,,,,,,,,,,,,,
87,"(243.30, 298.45)","(387.07, 206.25)","(180.98, 198.00)","(6.92, 289.92)","(281.29, 212.01)","(126.42, 153.12)","(364.37, 153.41)","(46.82, 339.90)",,,,,"(173.33, 326.92)","(11.39, 309.45)",,,"(47.07, 275.11)","(129.96, 324.07)","(65.10, 338.40)","(299.68, 242.86)","(401.12, 430.82)","(31.90, 430.89)",,"(60.50, 293.74)","(128.56, 237.28)","(365.94, 204.90)","(253.32, 261.95)","(251.26, 333.69)","(174.83, 312.56)",,,,,,,,,,,,,,,
88,"(242.84, 296.44)","(385.51, 204.12)","(181.47, 194.91)","(6.75, 287.54)","(280.73, 210.06)","(126.38, 150.54)","(364.76, 152.15)","(45.81, 337.48)",,,,,"(173.42, 326.81)","(11.60, 308.26)",,"(370.59, 210.96)","(46.46, 273.40)","(130.52, 321.73)","(64.89, 335.72)","(299.80, 240.47)","(400.59, 430.83)","(31.84, 430.73)",,"(60.46, 292.19)","(129.38, 233.40)","(365.45, 201.80)","(252.63, 259.24)","(251.22, 333.67)","(174.84, 311.35)",,,,,,,,,,,,,,,
89,"(242.54, 295.25)","(384.07, 201.47)","(181.66, 191.15)","(6.44, 284.83)","(279.69, 206.99)","(126.45, 148.47)","(365.46, 150.58)","(45.37, 335.40)",,,,,"(173.47, 326.79)","(12.04, 307.35)",,"(370.58, 211.04)","(46.13, 271.34)","(131.92, 319.73)","(64.69, 333.65)","(299.76, 238.11)","(400.10, 430.88)","(32.43, 429.59)",,"(60.43, 290.44)","(129.97, 229.27)","(365.65, 198.77)","(252.07, 256.48)","(251.21, 333.69)","(174.92, 309.94)",,,,,,,,,,,,,,,
90,"(242.18, 293.61)","(382.55, 199.40)","(182.45, 187.18)","(6.67, 282.25)","(279.12, 204.11)","(126.00, 146.26)","(365.86, 148.53)","(44.70, 333.41)",,,,,"(173.41, 325.84)","(12.45, 306.30)",,"(370.56, 211.04)","(45.75, 269.30)","(133.89, 318.52)","(64.70, 331.14)","(299.85, 236.23)","(399.55, 430.88)","(33.95, 428.59)",,"(60.33, 288.26)","(131.43, 225.70)","(365.44, 197.04)","(251.62, 254.06)","(251.19, 333.46)","(174.94, 309.75)",,,,,,,,,,,,,,,
91,"(241.71, 291.55)","(381.29, 197.90)","(182.69, 184.01)","(6.56, 280.00)","(278.86, 202.31)","(126.03, 144.53)","(366.60, 146.53)","(44.02, 331.44)",,,,,"(173.37, 323.75)","(12.62, 305.29)",,"(370.66, 211.34)","(45.40, 267.38)","(136.57, 316.92)","(64.32, 328.89)","(299.69, 234.66)","(399.22, 430.88)","(34.83, 427.38)",,"(60.43, 286.09)","(132.58, 222.63)","(365.41, 193.57)","(251.11, 251.26)","(251.25, 333.29)","(174.92, 309.61)",,,,,,,,,,,,,,,
92,"(241.17, 289.99)","(380.03, 196.05)","(182.90, 182.46)","(6.51, 278.13)","(278.40, 200.48)","(125.70, 141.93)","(367.11, 144.39)","(44.02, 329.06)",,,,,"(172.92, 321.14)","(12.98, 303.79)",,"(370.10, 212.43)","(45.44, 265.42)","(137.88, 314.92)","(64.25, 326.94)","(299.54, 232.22)","(398.87, 430.80)","(36.32, 426.27)",,"(60.44, 284.34)","(133.62, 219.25)","(365.68, 191.44)","(250.58, 248.57)","(251.32, 332.78)","(174.92, 309.51)",,,,,,,,,,,,,,,
93,"(240.71, 287.97)","(378.93, 194.36)","(182.92, 181.96)","(6.61, 275.96)","(278.12, 198.34)","(124.89, 139.14)","(367.77, 143.06)","(43.87, 326.57)",,,,,"(172.87, 319.05)","(13.72, 302.05)",,"(370.04, 214.08)","(45.41, 263.58)","(138.37, 313.46)","(64.30, 325.06)","(299.41, 229.79)","(398.88, 430.80)","(37.01, 425.37)",,"(60.69, 281.96)","(133.74, 216.32)","(366.39, 188.28)","(250.34, 246.68)","(251.39, 332.40)","(174.83, 309.44)",,,,,,,,,,,,,,,
