y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
7.55,34.15,114,65240,0.305,15.86,114,0.0,0,0.0,False,0.0
317.03,159.91,147,65240,0.548,15.0,147,0.1,0,0.0,False,0.0
315.99,31.0,191,65240,0.537,19.29,191,0.0,0,0.0,False,0.0
312.98,642.17,122,65240,0.52,11.15,122,0.0,0,0.0,False,0.0
313.04,288.68,172,65240,0.531,18.43,172,0.1,0,0.0,False,0.0
313.4,102.19,998,65240,0.272,97.31,998,0.0,0,0.0,True,1.0
308.97,489.84,120,65240,0.537,12.0,120,0.1,0,0.0,False,0.0
304.98,30.93,191,65240,0.544,19.29,191,0.0,0,0.0,False,0.0
304.02,159.91,186,65240,0.543,18.0,186,0.0,0,0.0,False,0.0
301.98,49.88,968,65240,0.464,85.31,968,0.0,0,0.0,True,1.0
300.01,614.86,155,65240,0.494,14.15,155,0.1,0,0.0,False,0.0
318.71,230.29,896,65240,0.155,109.31,896,0.0,0,0.0,True,2.0
300.24,94.73,783,65240,0.146,95.59,783,0.0,0,0.0,True,1.0
293.18,31.05,211,65240,0.482,21.86,211,0.0,0,0.0,False,0.0
289.96,414.78,107,65240,0.563,11.15,107,0.0,0,0.0,False,0.0
290.12,222.24,1052,65240,0.413,83.16,1052,0.0,0,0.0,True,2.0
282.29,68.25,685,65240,0.269,76.73,685,0.0,0,0.0,True,1.0
279.96,489.77,115,65240,0.554,12.43,115,0.1,0,0.0,False,0.0
278.88,214.99,1092,65240,0.349,100.31,1092,0.0,0,0.0,True,2.0
278.0,31.31,147,65240,0.545,15.0,147,0.0,0,0.0,False,0.0
275.0,160.08,171,65240,0.503,15.86,171,0.0,0,0.0,False,0.0
273.0,614.73,146,65240,0.508,14.15,146,0.1,0,0.0,False,0.0
266.4,418.97,809,65240,0.365,84.02,809,0.0,0,0.0,True,4.0
297.02,288.28,113,65240,0.449,9.86,113,0.1,0,0.0,False,0.0
326.03,288.68,151,65240,0.55,15.43,151,0.1,0,0.0,False,0.0
334.99,489.72,112,65240,0.555,11.57,112,0.1,0,0.0,False,0.0
335.03,614.65,155,65240,0.517,15.0,155,0.1,0,0.0,False,0.0
360.71,172.19,742,65240,0.117,91.74,742,0.0,0,0.0,True,2.0
360.88,30.39,182,65240,0.443,18.43,182,0.0,0,0.0,False,0.0
360.02,572.52,851,65240,0.428,82.73,851,0.0,0,0.0,True,5.0
360.37,561.96,755,65240,0.479,79.73,755,0.0,0,0.0,True,5.0
359.74,475.04,924,65240,0.557,81.88,924,0.0,0,0.0,True,4.0
359.23,447.35,976,65240,0.371,99.45,976,0.0,0,0.0,True,4.0
359.45,345.04,905,65240,0.329,96.45,905,0.0,0,0.0,True,3.0
359.29,329.47,807,65240,0.496,90.45,807,0.0,0,0.0,True,3.0
358.61,95.39,794,65240,0.29,94.31,794,0.0,0,0.0,True,1.0
358.81,48.59,883,65240,0.281,106.31,883,0.0,0,0.0,True,1.0
358.04,302.2,1084,65240,0.301,98.17,1084,0.0,0,0.0,True,3.0
358.14,63.77,664,65240,0.307,102.02,664,0.0,0,0.0,True,1.0
356.55,214.62,805,65240,0.235,99.45,805,0.0,0,0.0,True,2.0
