frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96
641,,,,,,,"(391.29, 447.03)","(678.22, 25.44)","(320.56, 107.01)",,,,"(33.19, 19.51)",,,"(200.70, 2.21)",,,"(626.62, 46.67)","(267.28, 198.09)",,"(521.74, 51.99)",,"(317.93, 21.97)","(133.16, 21.56)",,,,,"(286.01, 220.03)",,,,,"(59.29, 25.70)",,,,,"(158.58, 22.71)",,,,,,,,,,,,,,,"(284.77, 385.11)","(21.54, 23.84)",,,,,,,"(583.93, 63.25)",,,"(507.30, 22.27)",,,,"(669.96, 42.61)","(518.97, 16.56)",,,,,,,,,,,,"(383.75, 44.71)",,,,,,,,"(690.93, 31.52)","(632.86, 51.99)","(384.53, 446.29)","(428.16, 120.97)","(442.40, 26.84)","(162.99, 37.30)"
642,,,,,,,"(391.26, 447.06)","(679.14, 24.84)","(320.51, 106.99)",,,,"(33.10, 19.82)",,,"(200.77, 2.20)",,,,"(267.31, 198.07)",,"(521.95, 50.41)",,"(317.22, 22.26)","(132.97, 22.25)",,,,,"(286.03, 220.02)",,,,,"(59.38, 25.65)",,,,,"(158.84, 22.45)",,,,,,,,,,,,,,,"(284.31, 383.63)","(22.00, 23.49)",,,,,,,,,,"(507.39, 22.25)",,,,"(669.85, 44.67)","(519.62, 16.87)",,,,,,,,,,,,"(383.66, 44.69)",,,,,,,,"(690.86, 30.70)","(629.67, 48.34)","(384.53, 446.31)","(428.35, 117.60)","(442.39, 26.81)","(163.03, 37.32)"
643,,,,,,,"(391.24, 447.03)","(679.99, 24.69)","(320.47, 106.99)",,,,"(33.95, 19.88)",,,"(200.77, 2.22)",,,,"(267.30, 198.12)",,"(522.11, 48.29)",,"(316.82, 22.57)","(133.20, 23.27)",,,,,"(286.03, 220.03)",,,,,"(59.34, 25.70)",,,,,"(159.23, 22.38)",,,,,,,,,,,,,,,"(283.75, 382.45)","(23.30, 23.07)",,,,,,,"(583.20, 64.85)",,,"(507.71, 22.18)",,,,"(670.61, 47.04)","(520.36, 17.90)",,,,,,,,,,,,"(383.69, 44.71)",,,,,,,,"(691.15, 29.52)","(629.16, 47.98)","(384.58, 446.30)","(429.65, 114.06)","(442.38, 26.80)","(163.05, 37.28)"
644,,,,,,,"(391.30, 447.06)","(681.19, 24.36)","(320.52, 107.02)",,,,"(34.08, 19.86)",,,"(200.68, 2.29)",,,,"(267.32, 198.12)",,"(522.51, 45.99)",,"(316.34, 22.98)","(133.18, 24.01)",,,,,"(286.04, 220.03)",,,,,"(58.13, 26.17)",,,,,"(159.17, 22.34)",,,,,,,,,,,,,,,"(283.44, 381.13)","(24.47, 22.96)",,,,,,,,,,"(508.63, 21.88)",,,,"(669.90, 49.06)","(521.39, 18.37)",,,,,,,,,,,,"(383.72, 44.70)",,,,"(563.52, 18.92)",,,,"(691.26, 28.35)","(628.99, 47.74)","(384.55, 446.31)","(429.37, 111.12)","(442.35, 26.85)","(163.03, 37.29)"
645,,,,,,,"(391.29, 447.05)","(682.91, 24.18)",,,,,"(34.01, 19.89)",,,"(200.63, 2.28)",,,,"(267.29, 198.08)",,"(522.59, 43.58)",,"(315.84, 23.52)","(133.75, 25.02)",,,,,"(286.09, 220.02)",,,,,"(56.13, 26.85)",,,,,"(159.16, 22.25)",,,,,,,,,,,,,,,"(283.10, 378.96)","(24.31, 22.97)",,,,,,,,,,"(509.33, 21.53)",,,,"(669.66, 50.98)","(522.39, 18.15)",,,,,,,,,,,,"(383.68, 44.67)",,,,"(564.24, 19.93)",,,,"(691.59, 27.30)","(629.16, 47.75)","(384.57, 446.31)","(430.52, 106.39)","(442.40, 26.82)","(163.05, 37.33)"
646,,,,,,,"(391.29, 447.03)","(683.33, 24.71)",,,,,"(34.40, 19.85)",,,"(200.58, 2.28)",,,,"(267.30, 198.05)",,"(523.15, 41.05)",,"(314.98, 23.70)","(134.16, 26.23)",,,,,"(286.11, 220.02)",,,,,"(54.38, 28.13)",,,,,"(159.20, 22.26)",,,,,,,,,,,,,,,"(282.56, 376.62)","(24.51, 23.57)",,,,,,,,,,"(510.11, 21.20)",,,,"(669.06, 52.75)","(523.89, 19.06)",,,,,,,,,,,,"(383.69, 44.69)",,,,"(564.76, 19.89)",,,,"(690.30, 26.11)","(629.31, 48.06)","(384.60, 446.30)","(430.92, 104.87)","(442.50, 26.81)","(163.03, 37.50)"
647,,,,,,,"(391.32, 447.03)","(683.76, 24.79)",,,,,"(34.22, 19.67)",,,"(200.65, 2.29)",,,,"(267.33, 198.03)",,"(523.10, 38.27)",,"(313.88, 23.68)","(134.68, 27.79)",,,,,"(286.15, 219.99)",,,,,"(53.07, 29.47)",,,,,"(159.16, 22.26)",,,,,,,,,,,,,,,"(282.42, 374.52)","(24.88, 23.64)",,,,,,,,,,"(510.70, 20.92)",,,,"(668.52, 54.10)","(524.96, 19.43)",,,,,,,,,,,,"(383.70, 44.69)",,,,"(564.75, 19.87)",,,,"(689.78, 25.53)","(629.35, 47.97)","(384.56, 446.32)",,"(442.51, 26.84)","(162.83, 37.74)"
648,,,,,,,"(391.24, 447.12)","(684.26, 25.09)","(320.66, 107.07)",,,,"(33.92, 19.50)",,,,,,,"(267.33, 197.93)",,"(523.33, 36.40)",,"(313.12, 23.54)","(135.54, 28.74)",,,,,"(286.19, 220.10)",,,,,"(51.43, 30.58)",,,,,"(159.03, 22.17)",,,,,,,,,,,,,,,"(282.79, 372.45)","(26.28, 23.63)",,,,,,,"(583.15, 63.78)",,,"(512.04, 19.97)",,,,"(667.97, 54.64)","(525.90, 19.83)",,,,,,,,,,,,"(383.66, 44.83)",,,,"(564.58, 19.87)",,,,"(689.11, 24.13)","(629.29, 47.96)","(384.51, 446.36)",,"(442.42, 26.94)","(162.43, 37.95)"
649,,,,,,,"(391.25, 447.22)",,"(320.67, 107.00)",,,,"(34.67, 20.12)",,,"(200.24, 2.28)",,,,"(267.32, 197.90)",,"(523.46, 34.67)",,"(312.20, 23.35)","(136.11, 28.88)",,,,,"(286.21, 220.07)",,,,,"(50.62, 31.67)",,,,,"(159.04, 22.14)",,,,,,,,,,,,,,,"(283.10, 370.86)","(28.07, 23.61)",,,,,,,"(583.01, 63.81)",,,"(513.11, 19.23)",,,,,"(526.40, 20.40)",,,,,,,,,,,,"(383.59, 44.80)",,,,"(564.33, 19.91)",,,,,"(629.24, 48.07)","(384.53, 446.38)",,"(442.39, 26.91)","(162.73, 38.22)"
650,,,,,,,"(391.24, 447.20)",,"(320.63, 107.01)",,,,"(35.55, 21.22)",,,"(200.30, 2.27)",,,,"(267.28, 197.94)",,"(524.04, 31.68)",,"(311.26, 22.83)","(135.98, 28.52)",,,,,"(286.15, 220.08)",,,,,"(48.52, 32.58)",,,,,"(159.02, 22.18)",,,,,,,,,,,,,,,"(283.31, 369.40)","(29.34, 23.77)",,,,,,,"(582.91, 63.70)",,,"(514.51, 18.62)",,,,,"(526.29, 22.20)",,,,,,,,,,,,"(383.62, 44.79)",,,,"(563.82, 19.45)",,,,"(689.37, 24.21)","(629.15, 48.07)","(384.50, 446.37)",,"(442.34, 26.90)","(162.16, 38.89)"
651,,,,,,,"(391.18, 447.20)",,,,,,"(36.06, 21.42)",,,"(200.31, 2.27)",,,,"(267.30, 197.91)",,"(524.88, 30.48)",,"(309.52, 22.04)","(136.82, 28.35)",,,,,"(286.16, 220.08)",,,,,"(45.97, 34.26)",,,,,"(159.06, 22.23)",,,,,,,,,,,,,,,"(283.41, 367.23)","(30.63, 24.08)",,,,,,,"(582.82, 63.68)",,,"(516.31, 18.25)",,,,,"(526.04, 23.05)",,,,,,,,,,,,"(383.64, 44.80)",,,,"(563.44, 18.30)",,,,"(689.55, 23.93)","(629.12, 48.12)","(384.50, 446.37)",,"(442.43, 26.57)","(161.25, 38.84)"
652,,,,,,,"(391.20, 447.13)",,,,,,"(37.23, 21.83)",,,,,,,"(267.26, 197.96)",,"(526.02, 27.17)",,"(308.66, 21.65)","(136.94, 27.79)",,,,,"(286.19, 220.09)",,,,,"(44.70, 35.65)",,,,,"(158.97, 22.24)",,,,,,,,,,,,,,,"(283.37, 365.44)","(30.77, 24.23)",,,,,,,"(583.04, 63.71)",,,"(516.95, 18.27)",,,,"(660.69, 62.73)",,,,,,,,,,,,,"(383.62, 44.81)",,,,"(563.17, 18.10)",,,,,"(629.09, 48.07)","(384.48, 446.34)",,"(442.56, 26.22)","(160.59, 39.32)"
653,,,,,,,"(391.20, 447.13)",,,,,,"(38.25, 22.34)",,,,,,,"(267.23, 197.97)",,"(526.80, 25.65)",,"(307.85, 21.10)","(137.97, 26.49)",,,,,"(286.15, 220.09)",,,,,"(43.33, 36.59)",,,,,"(158.91, 22.26)",,,,,,,,,,,,,,,"(283.22, 363.48)","(30.43, 24.80)",,,,,,,"(582.90, 63.52)",,,"(518.30, 18.59)",,,,"(658.80, 63.64)",,,,,,,,,,,,,"(383.63, 44.82)",,,,"(563.12, 18.24)",,,,,"(629.02, 48.01)","(384.47, 446.35)",,"(442.63, 25.74)","(159.89, 38.94)"
654,,,,,,,"(391.22, 447.14)",,,,,,"(38.79, 23.44)",,,,,,,"(267.24, 197.96)",,"(529.14, 26.16)",,"(306.92, 20.36)","(138.85, 25.11)",,,,,"(286.13, 220.07)",,,,,"(41.43, 38.24)",,,,,"(158.94, 22.25)",,,,,,,,,,,,,,,"(283.36, 361.65)","(30.83, 24.66)",,,,,,,"(583.06, 63.60)",,,"(519.80, 19.33)",,,,"(656.56, 64.58)",,,,,,,,,,,,,"(383.61, 44.81)",,,,"(563.02, 18.43)",,,,,"(628.67, 47.68)","(384.51, 446.35)",,"(442.61, 25.21)","(158.32, 38.32)"
655,,,,,,,"(391.22, 447.16)",,,,,,"(41.11, 24.99)",,,"(200.41, 2.23)",,,,"(267.22, 197.94)",,"(529.25, 26.73)",,"(306.98, 20.76)","(140.04, 24.00)",,,,,"(286.11, 220.08)",,,,,"(40.09, 39.20)",,,,,"(158.97, 22.24)",,,,,,,,,,,,,,,"(283.20, 359.94)","(30.79, 25.09)",,,,,,,"(583.08, 63.59)",,,"(520.15, 19.44)",,,,"(654.58, 65.93)",,,,,,,,,,,,,"(383.62, 44.80)",,,,"(562.72, 18.37)",,,,,"(628.85, 48.02)","(384.52, 446.39)",,"(442.47, 24.70)","(157.16, 37.95)"
656,,,,,,,"(391.22, 447.19)","(689.47, 24.09)",,,,,"(43.56, 26.74)",,,"(200.36, 2.24)",,,,"(267.21, 197.94)",,"(529.41, 27.58)",,"(307.09, 20.87)","(140.85, 24.00)",,,,,"(286.14, 220.07)",,,,,"(38.22, 39.96)",,,,,"(159.02, 22.25)",,,,,,,,,,,,,,,"(283.22, 357.63)","(30.29, 25.06)",,,,,,,"(582.99, 63.90)",,,"(520.33, 19.48)",,,,"(653.05, 66.32)","(526.95, 20.64)",,,,,,,,,,,,"(383.61, 44.79)",,,,"(562.27, 18.47)",,,,"(683.94, 25.06)","(628.77, 47.45)","(384.54, 446.36)",,"(442.39, 24.00)","(155.54, 37.36)"
657,,,,,,,"(391.23, 447.20)","(689.74, 24.12)",,,,,"(45.00, 27.61)",,,"(200.61, 2.28)",,,"(627.07, 47.19)","(267.19, 197.93)",,"(529.59, 28.74)",,"(306.56, 21.03)","(141.47, 24.00)",,,,,"(286.13, 220.08)",,,,,"(35.83, 41.32)",,,,,"(159.07, 22.26)",,,,,,,,,,,,,,,"(283.21, 355.37)","(29.79, 25.18)",,,,,,,"(583.02, 64.09)",,,"(520.19, 19.56)",,,,"(651.59, 67.05)","(526.76, 20.74)",,,,,,,,,,,,"(383.59, 44.78)",,,,"(561.82, 18.78)",,,,"(684.88, 24.39)","(630.59, 47.79)","(384.51, 446.37)",,"(442.39, 23.43)","(154.26, 36.32)"
658,,,,,,,"(391.23, 447.18)","(690.08, 24.49)",,,,,"(48.35, 29.46)",,,"(200.66, 2.30)",,,"(627.33, 47.45)","(267.20, 197.94)",,"(529.72, 29.44)",,"(305.78, 20.88)","(141.81, 24.27)",,,,,"(286.13, 220.08)",,,,,"(34.02, 42.54)",,,,,"(159.09, 22.25)",,,,,,,,,,,,,,,"(283.31, 353.08)","(29.50, 25.33)",,,,,,,"(583.07, 64.10)",,,"(520.09, 19.58)",,,,"(648.51, 68.09)","(526.53, 21.14)",,,,,,,,,,,,"(383.58, 44.82)",,,,"(561.78, 18.70)",,,,"(685.34, 24.07)","(630.47, 45.91)","(384.51, 446.37)",,"(442.38, 22.77)","(153.06, 35.84)"
659,,,,,,,"(391.22, 447.15)","(660.73, 28.07)",,,,,"(49.74, 30.56)",,,"(200.60, 2.33)",,,"(627.08, 47.70)","(267.22, 197.96)",,"(529.75, 31.14)",,"(304.74, 20.97)","(142.41, 24.64)",,,,,"(286.17, 220.09)",,,,,"(31.75, 44.03)",,,,,"(159.05, 22.25)",,,,,,,,,,,,,,,"(283.25, 351.06)","(29.44, 25.48)",,,,,,,"(583.25, 63.98)",,,"(520.08, 19.59)",,,,,"(527.33, 20.99)",,,,,,,,,,,,"(383.58, 44.81)",,,,"(560.98, 18.19)",,,,"(684.91, 23.80)","(630.63, 44.97)","(384.49, 446.38)",,"(442.27, 22.68)","(151.42, 35.13)"
660,,,,,,,"(391.23, 447.08)","(632.23, 32.19)",,,,,"(52.46, 32.61)",,,"(200.71, 2.22)",,,"(627.00, 47.23)","(267.18, 197.93)","(152.46, 9.10)","(529.89, 33.14)",,"(303.69, 20.77)","(143.33, 24.57)",,,,,"(286.16, 220.08)",,,,,"(29.28, 45.17)",,,,,"(159.06, 22.28)",,,,,,,,,,,,,,,"(283.40, 349.15)","(29.51, 25.91)",,,,,,,"(583.23, 64.36)",,,"(520.28, 19.49)",,,,,"(528.47, 20.39)",,,,,,,,,,,,"(383.73, 44.95)",,,,"(560.23, 17.26)",,,,"(685.36, 23.06)","(630.36, 42.71)","(384.53, 446.47)",,"(442.15, 22.44)","(149.72, 33.43)"
661,,,,,,,"(391.24, 447.06)","(624.52, 30.99)",,,,,"(54.75, 33.72)",,,"(200.76, 2.23)",,,"(626.59, 47.76)","(267.19, 197.91)","(152.42, 11.56)","(530.31, 34.78)",,"(302.58, 20.55)","(144.18, 24.89)",,,,,"(286.13, 220.06)",,,,,"(27.30, 45.69)",,,,,"(159.06, 22.29)",,,,,,,,,,,,,,,"(283.84, 346.98)","(29.72, 26.06)",,,,,,,,,,"(520.44, 19.59)",,,,,"(529.64, 19.81)",,,,,,,,,,,,"(383.68, 44.97)",,,,"(559.48, 16.77)",,,,"(685.66, 22.83)","(630.70, 42.06)","(384.48, 446.50)","(443.48, 70.53)","(442.04, 22.40)","(147.78, 32.23)"
662,,,,,,,"(391.26, 447.05)","(624.21, 30.71)",,,,,"(56.72, 35.13)",,,"(200.71, 2.25)",,,"(626.41, 47.69)","(267.22, 197.90)","(151.94, 13.81)","(530.79, 36.44)",,"(301.68, 20.46)","(145.00, 25.09)",,,,,"(286.18, 220.09)",,,,,"(24.37, 45.98)",,,,,"(159.02, 22.16)",,,,,,,,,,,,,,,"(283.90, 345.69)","(30.01, 26.38)",,,,,,,,,,"(520.26, 19.59)",,,,,"(530.85, 19.61)",,,,,,,,,,,,"(383.68, 44.97)",,,,"(559.00, 16.30)",,,,"(685.97, 22.57)","(630.59, 40.28)","(384.44, 446.44)","(443.69, 69.43)","(441.84, 22.29)","(146.25, 30.08)"
663,,,,,,,"(391.25, 447.03)","(624.18, 30.76)",,,,,"(58.88, 36.50)",,,"(200.69, 2.28)",,,"(626.46, 47.58)","(267.21, 197.90)","(151.40, 14.73)","(531.59, 37.81)",,"(300.82, 20.27)","(145.58, 25.06)",,,,,"(286.17, 220.07)",,,,,"(22.91, 44.87)",,,,,"(159.13, 22.12)",,,,,,,,,,,,,,,"(283.91, 344.46)","(30.37, 26.93)",,,,,,,,,,"(520.15, 19.60)",,,,,"(532.75, 19.15)",,,,,,,,,,,,"(383.70, 44.98)",,,,"(559.09, 16.08)",,,,"(686.11, 22.98)","(630.45, 38.48)","(384.41, 446.46)","(443.50, 67.51)","(441.54, 22.51)","(146.09, 30.16)"
664,,,,,,,"(391.21, 447.03)","(624.08, 30.76)",,,,,"(60.35, 38.34)",,,"(200.70, 2.26)",,,"(626.38, 47.66)","(267.23, 197.92)","(150.79, 17.39)","(532.77, 37.82)",,"(300.25, 20.68)",,,,,,"(286.17, 220.08)",,,,,"(21.11, 43.81)",,,,,"(159.10, 22.09)",,,,,,,,,,,,,,,"(283.84, 343.32)","(30.64, 27.95)",,,,,,,,,,"(520.13, 19.56)",,,,,"(534.49, 19.07)",,,,,,,,,,,,"(383.80, 45.02)",,,,"(558.95, 16.12)",,,,"(686.43, 23.23)","(630.26, 36.58)","(384.43, 446.45)","(443.04, 64.94)","(441.36, 22.90)","(146.07, 30.03)"
665,,,,,,,"(391.19, 447.01)","(624.14, 30.61)",,,,,"(62.01, 39.57)",,,"(200.65, 2.26)",,,"(626.40, 47.77)","(267.23, 197.93)","(149.97, 18.19)","(534.41, 37.24)",,"(299.36, 20.59)",,,,,,"(286.16, 220.08)",,,,,"(19.37, 42.97)",,,,,"(159.18, 22.02)",,,,,,,,,,,,,,,"(283.81, 342.35)","(30.99, 28.95)",,,,,,,,,,"(519.95, 19.62)",,,,,"(535.58, 18.76)",,,,,,,,,,,,"(383.81, 45.02)",,,,,,,,"(686.91, 24.22)","(630.42, 34.53)","(384.43, 446.44)","(442.93, 62.47)","(441.23, 22.91)","(145.74, 30.01)"
666,,,,,,,"(391.23, 446.99)","(624.19, 30.43)",,,,,"(63.73, 41.76)",,,"(200.68, 2.23)",,,"(626.61, 47.68)","(267.22, 197.95)","(150.22, 18.40)","(536.68, 36.35)",,"(298.26, 21.10)",,,,,,"(286.17, 220.08)",,,,,"(17.96, 41.85)",,,,,"(158.89, 22.05)",,,,,,,,,,,,,,,"(284.12, 341.42)","(31.20, 29.49)",,,,,,,,,,"(519.84, 19.68)",,,,,"(536.61, 18.31)",,,,,,,,,,,,"(383.82, 44.97)",,,,,,,,"(687.58, 24.45)","(630.28, 32.35)","(384.40, 446.41)","(442.63, 60.12)","(440.48, 23.12)","(144.86, 29.78)"
667,,,,,,,"(391.20, 447.02)","(624.28, 30.46)",,,,,"(65.47, 43.93)",,,"(200.53, 2.31)",,,"(626.50, 47.83)","(267.20, 197.95)","(149.98, 18.07)","(538.96, 35.54)",,"(297.54, 21.54)",,,,,,"(286.16, 220.08)",,,,,,,,,,"(158.40, 22.09)",,,,,,,,,,,,,,,"(284.18, 340.42)","(31.64, 31.29)",,,,,,,,,,"(519.92, 19.69)",,,,,"(538.94, 18.24)",,,,,,,,,,,,"(383.82, 44.94)",,,"(634.11, 17.03)",,,,,"(688.43, 24.42)","(630.74, 30.82)","(384.42, 446.47)","(442.47, 58.30)","(439.80, 22.79)","(143.92, 29.20)"
668,,,,,,,"(391.18, 447.13)","(624.14, 30.44)",,,,,"(66.51, 45.17)",,,"(200.52, 2.34)",,,"(626.11, 48.45)","(267.23, 197.95)",,"(540.63, 34.22)",,"(296.61, 21.98)",,,,,,"(286.17, 220.08)",,,,,,,,,,"(157.41, 22.27)",,,,,,,,,,,,,,,"(285.06, 339.69)","(32.30, 33.02)",,,,,,,,,,"(520.02, 19.77)",,,,,"(540.61, 18.18)",,,,,,,,,,,,"(383.78, 44.94)",,,"(634.02, 18.06)",,,,,"(688.85, 24.36)","(630.68, 29.27)","(384.45, 446.45)","(442.06, 56.39)","(439.28, 22.60)","(142.22, 28.69)"
669,,,,,,,"(391.18, 447.14)","(624.14, 30.38)",,,,,"(66.55, 47.12)",,,"(200.37, 2.29)",,,"(625.55, 48.40)","(267.18, 197.94)","(149.64, 17.90)","(542.77, 33.30)",,"(295.55, 22.05)",,,,,,"(286.15, 220.11)",,,,,,,,,,"(157.70, 22.50)",,,,,,,,,,,,,,,"(286.26, 338.62)","(32.90, 35.03)",,,,,,,,,,"(519.78, 19.95)",,,,,"(543.12, 17.93)",,,,,,,,,,,,"(383.79, 44.96)",,,"(633.78, 18.93)",,,,,"(689.34, 23.98)","(630.82, 28.40)","(384.49, 446.42)","(441.66, 55.00)","(438.36, 21.90)","(141.10, 28.00)"
670,,,,,,,"(391.23, 447.15)","(624.11, 30.43)",,,,,"(66.50, 48.78)",,,"(200.32, 2.32)",,,"(625.06, 48.69)","(267.16, 197.94)","(149.44, 17.79)","(545.39, 31.54)",,"(294.10, 23.02)",,,,,,"(286.16, 220.13)",,,,,,,,,,"(158.17, 22.81)",,,,,,,,,,,,,,,"(287.89, 337.71)","(33.61, 37.03)",,,,,,,,,,"(519.87, 20.47)",,,,,"(544.71, 18.18)",,,,,,,,,,,,"(383.84, 45.00)",,,"(633.30, 20.61)",,,,,"(689.78, 23.42)","(631.30, 27.82)","(384.54, 446.42)","(440.61, 53.18)","(437.57, 21.35)","(140.23, 26.80)"
671,,,,,,,"(391.22, 447.15)","(624.12, 30.52)",,,,,"(67.07, 51.71)",,,"(200.31, 2.34)",,,"(624.66, 48.70)","(267.19, 197.93)","(148.72, 17.92)","(547.45, 29.82)",,"(293.59, 23.35)",,,,,,"(286.17, 220.12)",,,,,,,,,,"(159.14, 23.04)",,,,,,,,,,,,,,,"(289.12, 336.88)","(34.49, 39.28)",,,,,,,,,,"(520.68, 21.29)",,,,,"(546.69, 18.05)",,,,,,,,,,,,"(383.82, 45.00)",,,"(632.19, 23.91)",,,,,"(689.97, 22.98)",,"(384.52, 446.44)","(439.36, 52.02)","(436.80, 21.40)","(138.75, 25.47)"
672,,,,,,,"(391.31, 447.05)","(623.95, 30.56)",,,,,"(66.91, 54.19)",,,"(200.43, 2.28)",,,"(624.59, 49.58)","(267.21, 197.94)","(148.28, 17.82)","(549.60, 28.43)",,"(292.47, 24.05)",,,,,,"(286.19, 220.14)",,,,,,,,,,"(159.62, 23.05)",,,,,,,,,,,,,,,"(290.47, 335.55)","(35.45, 41.16)",,,,,,,,,,"(520.97, 21.53)",,,,,"(548.65, 17.91)",,,,,,,,,,,,"(383.81, 45.03)",,,"(632.21, 23.55)",,,,,"(690.28, 22.19)",,"(384.50, 446.36)","(438.22, 50.65)","(436.08, 21.24)","(138.06, 23.67)"
673,,,,,,,"(391.29, 447.06)","(623.88, 30.59)",,,,,"(66.61, 56.47)",,,"(200.48, 2.28)",,,"(624.44, 50.28)","(267.22, 197.94)","(149.07, 18.14)","(551.71, 26.60)",,"(291.34, 24.37)",,,,,,"(286.21, 220.11)",,,,,,,,,,"(162.83, 24.22)",,,,,,,,,,,,,,,"(291.30, 334.16)","(37.28, 43.45)",,,,,,,,,,"(521.14, 21.78)",,,,,"(550.30, 17.85)",,,,,,,,,,,,"(383.77, 45.00)",,,"(632.32, 23.08)",,,,,"(690.87, 21.60)",,"(384.49, 446.34)","(436.87, 49.93)","(435.42, 21.36)","(137.68, 23.69)"
674,,,,,,,"(391.33, 447.05)","(623.88, 30.59)",,,,,"(66.75, 58.92)",,,"(200.51, 2.26)",,,"(624.23, 50.79)","(267.21, 197.94)","(149.79, 18.18)","(554.39, 24.73)",,"(289.93, 24.75)",,,,,,"(286.22, 220.11)",,,,,,,,,,"(163.88, 24.30)",,,,,,,,,,,,,,,"(292.19, 332.52)","(39.05, 45.08)",,,,,,,,,,"(521.63, 22.25)",,,,,"(551.87, 17.82)",,,,,,,,,,,,"(383.73, 45.00)",,,"(632.74, 22.36)",,,,,"(690.95, 20.93)",,"(384.49, 446.33)","(435.01, 49.02)","(435.08, 21.48)","(136.52, 23.41)"
675,,,,,,,"(391.26, 447.06)","(623.99, 30.59)",,,,,"(66.48, 60.78)",,,,,,"(624.23, 50.72)","(267.21, 197.93)","(149.52, 18.45)","(556.42, 23.51)",,"(289.10, 24.97)",,,,,,"(286.24, 220.11)",,,,,,,,,,"(162.37, 23.64)",,,,,,,,,,,,,,,"(292.95, 331.01)","(40.84, 46.47)",,,,,,,"(583.12, 64.14)",,,"(521.87, 22.27)",,,,,"(553.44, 17.90)",,,,,,,,,,,,"(383.73, 45.01)",,,"(633.64, 21.30)",,,,,"(691.09, 20.32)",,"(384.47, 446.37)","(433.25, 48.59)","(434.50, 21.52)","(135.54, 23.19)"
676,,,,,,,"(391.24, 447.05)","(624.05, 30.63)",,,,,"(66.66, 63.32)",,,"(200.55, 2.26)",,,"(624.13, 50.04)","(267.21, 197.95)","(147.62, 18.13)","(557.02, 23.67)",,"(288.40, 25.33)","(159.12, 22.10)",,,,,"(286.20, 220.11)",,,,,,,,,,"(167.86, 25.17)",,,,,,,,,,,,,,,"(293.27, 329.41)","(43.13, 47.80)",,,,,,,,,,"(522.26, 22.26)",,,,,"(555.14, 17.99)",,,,,,,,,,,,"(383.69, 45.02)",,,"(634.98, 20.46)",,,,,"(691.14, 20.99)",,"(384.47, 446.37)","(431.26, 48.08)","(434.26, 21.58)","(134.04, 22.88)"
677,,,,,,,"(391.24, 447.03)","(624.06, 30.67)",,,,,"(66.55, 65.23)",,,"(200.42, 2.18)",,,"(623.95, 48.68)","(267.22, 197.92)","(146.42, 18.48)","(558.69, 24.05)",,"(287.65, 25.79)","(159.20, 22.12)",,,,,"(286.19, 220.13)",,,,,,,,,,"(171.18, 25.74)",,,,,,,,,,,,,,,"(294.09, 327.60)","(45.10, 48.36)",,,,,,,,,,"(523.21, 22.45)",,,,,"(556.68, 18.03)",,,,,,,,,,,,"(383.73, 45.06)",,,"(635.90, 20.18)",,,,,"(691.07, 21.56)",,"(384.45, 446.38)","(430.23, 47.37)","(433.67, 21.91)","(133.54, 21.81)"
678,,,,,,,"(391.21, 447.02)","(624.00, 30.62)",,,,,"(66.84, 66.34)",,,"(200.43, 2.19)",,,"(624.17, 47.23)","(267.16, 197.91)","(146.24, 18.72)","(559.54, 24.41)",,"(285.89, 26.00)","(159.24, 22.16)",,,,,"(286.16, 220.11)",,,,,,,,,,"(173.70, 25.52)",,,,,,,,,,,,,,,"(295.04, 324.98)","(47.98, 49.15)",,,,,,,,,,"(523.88, 22.68)",,,,,"(557.86, 18.45)",,,,,,,,,,,,"(383.68, 45.05)",,,"(636.62, 20.26)",,,,,"(690.98, 22.19)",,"(384.44, 446.39)","(430.05, 47.25)","(433.58, 21.86)","(133.58, 21.91)"
679,,,,,,,"(391.20, 446.98)","(623.92, 30.72)",,,,,"(66.96, 67.97)",,,,,,"(624.34, 45.90)","(267.22, 197.93)","(145.98, 19.04)","(560.15, 24.56)",,"(284.70, 26.37)","(159.28, 22.28)",,,,,"(286.15, 220.11)",,,,,,,,,,"(175.53, 25.69)",,,,,,,,,,,,,,,"(295.29, 321.73)","(50.57, 49.80)",,,,,,,,,,"(524.62, 22.76)",,,,,"(558.81, 18.77)",,,,,,,,,,,,"(383.73, 45.10)",,,"(636.78, 21.01)",,,,,"(691.00, 23.05)",,"(384.46, 446.40)","(429.72, 46.97)","(433.46, 21.87)","(133.47, 22.13)"
