y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
9.17,572.35,102,50100,0.479,12.02,102,0.0,0,0.0,False,0.0
324.76,91.07,591,50100,0.23,68.63,591,0.0,0,0.0,True,1.0
324.0,140.03,325,50100,0.498,29.86,325,0.0,0,0.0,True,2.0
318.95,383.35,127,50100,0.514,12.8,127,0.0,0,0.0,False,0.0
318.05,453.3,117,50100,0.468,13.57,117,0.0,0,0.0,False,0.0
311.71,507.62,811,50100,0.265,84.92,811,0.0,0,0.0,True,5.0
312.01,264.65,953,50100,0.319,88.02,953,0.0,0,0.0,True,3.0
311.0,691.84,295,50100,0.513,27.92,295,0.0,0,0.0,False,0.0
305.99,140.11,320,50100,0.512,29.08,320,0.0,0,0.0,True,2.0
298.98,453.89,101,50100,0.466,8.53,101,0.1,0,0.0,False,0.0
295.99,260.81,257,50100,0.485,22.49,257,0.0,0,0.0,False,0.0
295.98,29.15,166,50100,0.474,14.74,166,0.0,0,0.0,False,0.0
295.01,140.28,278,50100,0.492,26.76,278,0.0,0,0.0,False,0.0
285.99,692.02,342,50100,0.517,32.96,342,0.0,0,0.0,True,6.0
284.98,383.32,114,50100,0.537,11.63,114,0.0,0,0.0,False,0.0
284.95,29.11,176,50100,0.442,15.12,176,0.0,0,0.0,False,0.0
279.99,260.82,250,50100,0.489,22.1,250,0.0,0,0.0,False,0.0
275.75,568.76,800,50100,0.31,79.1,800,0.0,0,0.0,True,5.0
273.99,692.09,301,50100,0.529,28.69,301,0.0,0,0.0,False,0.0
273.98,140.41,262,50100,0.472,22.49,262,0.0,0,0.0,False,0.0
271.59,33.47,570,50100,0.28,62.82,570,0.0,0,0.0,True,1.0
268.0,260.8,237,50100,0.5,20.94,237,0.1,0,0.0,False,0.0
257.0,692.19,310,50100,0.511,29.86,310,0.0,0,0.0,True,6.0
257.0,140.42,210,50100,0.469,18.23,210,0.0,0,0.0,False,0.0
241.98,692.24,262,50100,0.506,25.2,262,0.0,0,0.0,False,0.0
242.0,140.71,255,50100,0.462,21.71,255,0.0,0,0.0,False,0.0
324.98,260.81,253,50100,0.472,22.1,253,0.0,0,0.0,False,0.0
329.97,691.69,272,50100,0.494,25.59,272,0.0,0,0.0,False,0.0
330.8,62.49,675,50100,0.135,83.37,675,0.0,0,0.0,True,1.0
331.32,297.8,785,50100,0.485,76.39,785,0.0,0,0.0,True,3.0
346.63,6.73,128,50100,0.109,14.35,128,0.1,0,0.0,False,0.0
344.05,713.21,146,50100,0.435,13.18,146,0.1,0,0.0,False,0.0
342.69,455.02,133,50100,0.131,18.23,133,0.0,0,0.0,False,0.0
341.49,332.04,112,50100,0.088,17.45,112,0.0,0,0.0,False,0.0
340.8,211.5,100,50100,0.175,11.25,100,0.0,0,0.0,False,0.0
340.24,676.12,1065,50100,0.304,88.8,1065,0.0,0,0.0,True,6.0
339.78,632.9,713,50100,0.432,71.74,713,0.0,0,0.0,True,6.0
339.99,542.89,193,50100,0.503,21.71,193,0.0,0,0.0,False,0.0
340.3,417.94,420,50100,0.348,43.82,420,0.0,0,0.0,True,4.0
339.51,96.07,101,50100,0.084,13.57,101,0.0,0,0.0,False,0.0
338.59,566.74,703,50100,0.28,88.8,703,0.0,0,0.0,True,5.0
339.44,389.15,734,50100,0.072,98.88,734,0.0,0,0.0,True,4.0
239.0,261.02,256,50100,0.524,24.04,256,0.1,0,0.0,False,0.0
338.26,511.2,541,50100,0.285,82.59,541,0.0,0,0.0,True,5.0
336.73,288.14,558,50100,0.221,50.41,558,0.0,0,0.0,True,3.0
335.59,532.94,273,50100,0.312,53.12,273,0.0,0,0.0,True,5.0
335.98,433.29,706,50100,0.479,82.98,706,0.0,0,0.0,True,4.0
335.79,201.78,613,50100,0.326,72.12,613,0.0,0,0.0,True,2.0
335.98,177.89,714,50100,0.487,85.7,714,0.0,0,0.0,True,2.0
335.0,193.47,547,50100,0.452,69.02,547,0.0,0,0.0,True,2.0
334.83,144.32,447,50100,0.323,65.53,447,0.0,0,0.0,True,2.0
334.58,29.03,108,50100,0.316,12.41,108,0.0,0,0.0,False,0.0
334.49,318.65,690,50100,0.332,77.55,690,0.0,0,0.0,True,3.0
334.06,167.36,715,50100,0.436,69.41,715,0.0,0,0.0,True,2.0
332.95,86.97,650,50100,0.276,72.9,650,0.0,0,0.0,True,1.0
333.03,49.82,526,50100,0.275,74.84,526,0.0,0,0.0,True,1.0
337.41,657.08,791,50100,0.271,89.96,791,0.0,0,0.0,True,6.0
227.99,261.03,257,50100,0.524,24.04,257,0.1,0,0.0,False,0.0
320.01,29.13,154,50100,0.44,13.96,154,0.0,0,0.0,False,0.0
220.02,140.76,223,50100,0.489,20.16,223,0.0,0,0.0,False,0.0
119.99,693.0,231,50100,0.506,20.94,231,0.0,0,0.0,False,0.0
