frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id50,id51,id53,id57,id61,id71,id72,id78,id79,id82,id83,id84,id89,id92,id95,id97,id99,id104,id109,id110,id113,id119,id121,id122,id123,id129,id130,id132,id135,id140,id145,id154,id155,id163,id164,id166,id167,id183,id185,id195,id200,id201,id204,id209,id210,id214
0,"(505.35, 349.96)","(515.61, 340.63)","(618.74, 343.57)","(542.59, 275.96)","(64.54, 315.25)","(153.11, 304.07)","(522.27, 317.25)","(540.02, 351.73)","(187.12, 262.62)","(422.05, 254.33)","(68.61, 261.30)","(148.87, 336.42)","(307.96, 275.54)","(651.45, 349.45)","(554.81, 284.86)","(57.43, 348.70)","(292.95, 279.94)","(270.98, 334.52)","(172.02, 348.79)","(43.00, 227.08)","(297.96, 347.85)","(259.90, 347.67)","(63.82, 346.99)","(310.18, 347.78)","(26.77, 347.00)","(414.99, 351.87)","(391.53, 350.99)","(389.11, 346.59)","(380.32, 349.61)","(130.91, 348.76)","(9.70, 347.05)","(407.47, 351.71)","(630.65, 348.36)","(627.14, 350.88)","(626.34, 351.18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"(505.58, 349.93)","(515.90, 339.91)",,"(543.64, 275.09)","(65.31, 314.71)","(153.34, 302.96)","(521.93, 316.53)","(539.96, 351.64)","(187.17, 259.27)",,,"(148.99, 335.28)","(307.73, 275.03)",,,"(55.76, 349.09)","(293.12, 279.71)",,"(171.92, 348.64)","(42.80, 224.78)","(298.30, 347.78)","(259.95, 347.49)","(61.26, 347.05)","(310.67, 347.90)","(26.61, 347.00)","(414.80, 351.79)","(391.89, 350.53)",,"(380.54, 349.44)","(130.87, 348.78)","(9.47, 347.11)","(407.47, 351.73)","(629.57, 348.80)",,,"(61.85, 279.81)","(284.42, 321.94)","(425.30, 253.67)","(556.04, 306.38)","(622.79, 349.76)","(646.51, 341.96)","(395.05, 342.93)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"(505.52, 349.94)","(515.84, 339.90)",,"(544.68, 274.01)","(65.92, 314.67)","(153.59, 302.42)","(522.56, 314.56)","(540.34, 351.76)","(187.46, 256.42)",,,"(149.23, 333.75)","(307.80, 274.82)",,,"(55.39, 349.33)","(293.30, 279.81)",,"(171.45, 348.63)","(43.43, 222.94)","(298.69, 350.46)","(260.02, 347.12)","(59.65, 346.95)","(310.97, 347.53)","(23.35, 334.67)","(414.62, 351.90)","(391.62, 350.85)",,"(380.48, 349.47)","(130.54, 349.04)","(9.30, 347.42)","(407.75, 352.17)","(630.87, 348.24)",,"(626.46, 350.90)",,,"(425.42, 253.42)",,"(620.21, 350.38)",,,"(58.13, 289.73)","(558.62, 312.32)","(402.90, 344.53)","(643.75, 341.07)","(285.03, 346.30)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"(506.77, 349.77)","(515.91, 339.54)",,"(545.95, 272.89)","(66.68, 314.11)","(153.66, 301.50)","(523.58, 312.48)","(540.52, 351.71)","(187.50, 253.11)",,,"(149.63, 333.15)","(307.65, 274.60)",,,"(55.29, 349.15)","(293.24, 279.76)",,"(171.49, 348.15)","(43.10, 219.73)","(298.24, 350.83)","(259.98, 347.20)","(59.34, 346.81)","(310.85, 347.90)",,"(414.56, 349.12)","(391.85, 350.62)",,"(380.70, 349.35)","(130.45, 349.09)","(9.43, 347.27)","(407.40, 351.87)","(632.82, 348.09)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"(507.42, 349.79)","(516.23, 338.79)",,"(547.57, 271.95)","(68.02, 313.56)","(153.62, 300.65)","(523.27, 309.94)","(540.86, 351.43)","(187.36, 250.86)",,,"(149.32, 332.19)","(307.20, 274.52)",,,"(55.41, 348.97)","(293.21, 279.74)",,"(171.55, 348.23)","(43.21, 217.03)",,"(259.88, 347.16)","(59.32, 346.58)","(310.76, 347.83)",,"(415.89, 351.32)","(391.81, 350.62)",,"(380.69, 349.42)","(130.18, 349.09)","(9.31, 347.31)","(407.75, 352.22)","(631.10, 348.51)",,,,,"(425.26, 252.54)",,"(621.17, 349.94)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"(507.43, 349.97)","(516.40, 337.66)",,"(549.14, 271.22)","(68.72, 312.95)","(154.56, 299.25)","(523.48, 307.69)","(540.96, 351.47)","(187.76, 247.78)",,,"(148.40, 331.21)","(307.11, 274.41)",,,"(55.70, 347.86)","(293.29, 279.79)",,"(172.44, 348.69)","(43.33, 214.55)",,"(259.71, 347.27)",,"(311.25, 347.78)",,"(415.66, 351.34)","(391.96, 350.70)",,"(380.77, 349.49)","(130.19, 349.17)","(9.32, 347.30)","(407.79, 350.41)",,,,,,"(424.90, 251.47)",,"(621.64, 350.07)",,,,"(558.86, 311.74)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"(507.59, 350.07)","(516.52, 337.30)",,"(550.82, 271.28)","(70.12, 310.97)","(155.46, 297.40)","(523.52, 305.30)","(541.04, 351.50)","(187.79, 246.01)",,,"(148.25, 329.79)","(295.75, 268.08)",,,"(53.37, 348.20)","(293.71, 279.87)",,"(172.47, 348.78)","(43.43, 212.56)",,"(259.52, 347.32)",,"(311.56, 347.63)","(30.37, 315.71)","(416.22, 351.23)","(392.03, 350.79)",,"(380.75, 349.53)","(130.17, 349.28)","(9.29, 347.34)","(407.44, 350.33)",,,,,,"(424.55, 250.67)",,"(621.17, 349.89)",,,,"(558.64, 310.64)",,,,"(300.74, 349.07)","(280.77, 350.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"(507.65, 350.16)","(516.47, 336.48)",,"(551.76, 271.20)","(70.96, 309.52)","(156.23, 296.48)","(522.93, 302.84)","(541.01, 351.64)","(187.72, 243.34)",,,"(147.83, 328.38)",,,,"(51.49, 348.02)","(293.72, 279.99)",,"(172.62, 348.72)","(43.93, 211.04)",,"(259.43, 347.25)",,"(311.95, 347.80)","(30.08, 314.97)","(417.83, 351.61)","(391.93, 350.69)",,"(380.76, 349.55)","(130.00, 349.43)","(9.45, 347.43)","(407.45, 349.80)",,"(630.45, 349.03)",,,,"(424.22, 250.07)",,"(620.91, 350.35)",,,,"(558.49, 310.51)",,,,"(302.18, 348.33)","(279.73, 349.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"(507.60, 350.23)","(516.70, 336.07)",,"(552.70, 271.12)","(70.98, 308.64)","(157.01, 295.51)","(522.68, 300.42)","(541.16, 351.79)","(187.60, 240.99)",,,"(147.05, 327.62)",,,,"(49.77, 347.96)","(293.68, 279.89)",,"(171.48, 348.81)","(43.62, 209.01)",,"(259.40, 347.27)",,"(311.40, 347.81)","(30.14, 314.53)","(419.48, 351.88)","(391.55, 350.69)",,"(381.17, 349.48)","(129.72, 349.60)","(9.40, 347.39)","(405.24, 350.18)",,"(631.10, 348.12)",,,,"(424.36, 249.99)",,"(621.38, 350.50)",,,,"(558.48, 310.50)",,,,"(301.52, 348.61)","(279.30, 349.40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"(507.75, 350.08)","(516.79, 336.21)",,"(553.74, 271.15)","(71.35, 307.15)","(157.47, 294.47)","(522.22, 298.03)","(541.22, 351.76)","(187.66, 239.00)",,,"(146.21, 326.67)",,,,"(48.62, 347.60)","(293.87, 279.81)",,"(170.39, 348.44)","(44.19, 206.44)",,"(259.37, 347.18)",,"(312.20, 347.80)","(30.15, 313.99)","(420.07, 352.21)","(391.84, 350.74)",,"(382.27, 349.52)","(129.56, 349.73)","(9.19, 347.45)","(406.72, 349.54)",,"(631.35, 348.37)",,,,"(424.27, 249.89)",,"(621.81, 350.81)",,,,"(558.69, 310.51)",,,,"(303.36, 347.50)","(278.63, 349.40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"(507.82, 350.13)","(516.72, 336.18)",,"(554.64, 270.87)","(72.02, 306.18)","(158.20, 293.86)","(521.71, 295.79)","(541.25, 351.81)","(187.47, 236.81)",,,"(145.42, 325.62)",,,,"(47.14, 347.43)","(293.96, 279.84)",,"(170.06, 348.05)","(43.86, 203.29)",,"(259.30, 347.55)",,"(311.71, 347.48)","(30.46, 313.52)","(421.21, 352.19)","(392.36, 351.21)",,"(383.84, 349.72)","(129.57, 349.79)","(9.03, 347.51)","(404.76, 349.55)",,"(631.57, 349.08)",,,,"(424.26, 249.90)",,"(621.90, 350.94)",,,,"(558.63, 310.25)",,,,"(302.95, 347.72)","(278.59, 349.36)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"(507.87, 350.19)","(516.81, 335.97)",,"(555.35, 270.19)","(72.09, 304.23)","(159.11, 292.55)","(521.25, 293.31)","(541.24, 351.80)","(187.23, 235.46)",,,"(144.21, 324.90)",,,,"(44.29, 347.19)","(293.98, 279.85)",,"(168.75, 347.49)","(44.29, 201.21)",,"(259.42, 347.16)",,"(311.03, 347.53)","(30.14, 312.96)","(422.17, 352.31)","(393.01, 351.34)",,"(384.92, 349.25)","(129.59, 349.85)","(9.08, 347.65)","(404.46, 349.87)",,"(631.56, 348.62)",,,,"(424.27, 249.94)",,"(621.95, 351.21)",,,,"(558.64, 310.25)",,,,"(303.42, 347.69)","(277.79, 349.30)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"(508.06, 350.38)","(517.20, 335.80)",,"(556.23, 269.89)","(72.47, 302.52)","(160.39, 291.12)","(520.80, 291.29)","(541.43, 351.84)","(187.38, 233.85)",,,"(143.20, 324.00)",,,,"(44.42, 347.20)","(294.07, 279.91)",,"(168.44, 347.24)","(44.67, 197.84)",,"(259.17, 347.21)",,"(311.04, 346.84)","(30.11, 311.46)","(423.13, 352.01)","(393.64, 350.76)",,"(384.98, 349.27)","(129.85, 349.64)","(8.91, 347.76)","(404.24, 350.18)",,"(631.74, 347.89)",,,,"(424.27, 249.83)",,"(623.44, 351.44)",,,,"(558.67, 310.29)",,,,"(303.27, 348.38)","(276.45, 349.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"(507.95, 350.36)","(517.21, 334.97)",,"(556.71, 269.89)","(72.54, 301.44)","(161.06, 290.30)","(520.68, 289.12)","(541.44, 351.90)","(187.08, 232.61)",,,"(142.22, 323.33)",,,,,"(294.03, 280.00)",,"(168.54, 347.12)","(45.03, 194.83)",,"(258.77, 347.16)",,"(311.42, 346.80)","(30.54, 310.08)","(424.02, 351.87)","(394.54, 350.18)",,"(384.77, 349.09)","(130.35, 349.54)","(9.03, 347.86)","(403.80, 350.38)",,"(631.58, 347.95)",,,,"(424.12, 249.81)",,"(623.72, 351.07)",,,,"(558.73, 310.10)",,,,"(303.44, 348.33)","(275.40, 348.97)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"(508.05, 350.41)","(517.07, 334.05)",,"(557.21, 269.35)","(72.44, 299.72)","(161.44, 289.15)","(520.06, 287.04)","(541.44, 351.89)","(187.10, 230.63)",,,"(140.83, 323.24)",,,,,"(293.84, 279.88)",,"(168.34, 347.02)","(45.49, 191.63)",,,,"(310.32, 346.49)","(30.22, 309.33)","(424.93, 351.28)","(395.10, 350.14)",,"(384.65, 348.97)","(131.13, 349.43)","(8.73, 347.35)","(403.80, 350.59)",,"(631.52, 348.39)",,,,"(424.08, 249.82)",,"(623.73, 350.75)",,,,"(558.66, 310.27)",,,,"(303.04, 348.53)","(274.30, 348.97)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"(508.29, 350.43)","(517.22, 333.00)",,"(557.62, 268.99)","(72.36, 297.91)","(161.08, 287.98)","(519.47, 285.14)","(541.45, 351.96)","(186.99, 228.70)",,,"(139.61, 323.42)","(302.26, 288.16)",,,,"(293.38, 280.25)",,"(168.43, 347.00)","(46.04, 188.14)",,,,"(309.95, 346.22)","(30.41, 308.24)","(425.83, 351.25)","(395.22, 349.93)",,"(384.74, 348.63)","(131.79, 349.31)","(9.03, 346.72)","(404.06, 350.55)",,"(631.42, 348.61)",,,,"(423.62, 249.54)",,"(623.80, 350.66)",,,,"(558.58, 310.01)",,,,"(302.81, 348.56)","(273.31, 348.93)",,,,"(269.90, 104.37)","(37.73, 348.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"(508.52, 350.46)","(517.25, 332.58)",,"(557.97, 268.38)","(72.34, 297.11)","(161.60, 286.43)","(519.05, 282.99)","(541.45, 351.93)","(186.19, 226.89)",,,"(138.35, 323.38)","(303.97, 296.32)",,,,"(293.47, 280.31)",,"(167.29, 345.99)","(45.61, 184.36)",,,,"(310.39, 345.38)","(30.56, 306.62)","(426.76, 351.17)","(396.22, 349.81)",,"(385.82, 348.89)","(133.33, 349.03)","(10.93, 347.04)","(403.88, 350.40)",,"(631.73, 348.60)",,,,"(422.92, 249.33)",,"(623.79, 350.68)",,,,"(558.86, 309.59)",,,,"(303.31, 348.11)","(272.32, 349.04)",,,,"(270.00, 103.92)","(37.79, 348.12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"(508.26, 350.40)","(517.33, 332.28)",,"(558.36, 267.92)","(71.87, 295.96)","(161.78, 284.86)","(518.17, 281.04)","(541.41, 351.93)","(185.56, 225.11)",,,"(137.32, 324.16)","(304.25, 285.23)",,,,"(294.08, 280.24)",,"(166.58, 345.94)","(45.72, 180.94)",,,,"(310.29, 344.79)","(30.85, 305.56)","(428.09, 351.21)","(396.14, 349.65)",,"(385.86, 349.02)","(134.12, 348.91)","(9.93, 347.18)",,,"(631.32, 348.64)",,,,"(421.77, 248.65)",,"(623.63, 350.67)",,,,"(559.22, 308.83)",,,,"(302.79, 348.35)","(271.73, 349.04)",,,,"(269.08, 102.63)","(19.24, 335.74)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"(508.34, 350.46)","(517.73, 331.42)",,"(559.00, 267.24)","(71.49, 294.36)","(161.73, 283.10)","(517.72, 279.43)","(541.52, 352.17)","(184.90, 223.38)",,,"(136.25, 324.38)","(300.56, 273.47)",,,,"(293.97, 280.27)",,"(165.12, 345.93)","(45.51, 177.82)",,,,"(310.36, 344.26)","(30.87, 304.35)","(429.99, 350.99)","(396.41, 349.52)",,"(385.46, 349.03)","(135.75, 348.98)","(9.27, 347.52)",,,"(630.00, 349.79)",,,,"(421.07, 248.35)",,"(623.17, 350.77)",,,,"(559.26, 308.27)",,,,"(302.88, 348.50)","(270.91, 349.01)","(406.83, 351.28)",,,"(269.08, 100.35)","(17.70, 334.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"(508.56, 350.57)","(518.15, 330.76)",,"(559.16, 266.60)","(71.38, 293.07)","(161.85, 281.38)","(517.30, 277.27)","(541.55, 352.19)","(184.78, 221.87)",,,"(134.89, 324.60)",,,,,"(293.97, 280.24)",,"(164.84, 346.51)","(45.34, 174.53)",,,"(36.67, 347.96)","(310.67, 345.09)","(31.40, 302.67)","(430.90, 351.06)","(396.28, 349.24)",,"(385.59, 348.78)","(136.74, 349.11)","(8.43, 346.98)",,,"(630.28, 349.92)",,,,"(419.92, 247.64)",,"(623.12, 350.85)",,,,"(559.19, 307.16)",,,,"(302.57, 348.80)","(270.73, 349.02)","(407.22, 351.46)",,,"(269.10, 98.32)","(17.71, 334.31)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"(508.52, 350.54)","(518.15, 330.68)",,"(559.34, 266.36)","(70.85, 291.35)","(161.90, 279.36)","(516.70, 275.41)","(541.54, 352.18)","(184.30, 219.95)",,,"(134.38, 325.33)",,,,,"(294.16, 280.26)",,"(164.97, 346.60)","(44.97, 171.32)",,,"(35.43, 347.92)","(310.73, 343.00)","(31.57, 300.47)","(432.86, 351.03)","(396.33, 349.17)",,"(386.01, 348.51)","(137.67, 349.06)",,"(399.27, 348.71)",,"(630.40, 349.85)",,,,"(418.89, 247.19)",,"(623.06, 350.95)",,,,"(559.31, 306.34)",,,,"(302.53, 347.99)","(270.74, 349.03)","(407.58, 351.61)",,,"(268.37, 96.38)","(17.91, 333.78)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"(508.46, 350.54)","(518.17, 330.66)",,"(559.38, 266.33)","(70.68, 290.00)","(162.05, 277.83)","(516.11, 274.16)","(541.55, 352.19)","(183.46, 217.82)",,,"(133.71, 326.05)",,,,,"(294.19, 279.98)",,"(165.16, 346.71)","(45.04, 167.51)",,,"(31.74, 348.90)","(310.47, 341.48)","(31.35, 299.05)","(433.42, 350.90)","(395.97, 349.03)",,"(386.09, 348.17)","(138.22, 349.09)",,"(398.26, 349.02)",,"(631.74, 349.66)",,,,"(418.20, 247.03)",,"(623.08, 350.98)",,,,"(559.34, 306.14)",,,,"(302.26, 348.17)","(270.64, 349.03)","(407.73, 351.77)",,,"(267.92, 94.23)","(17.70, 333.72)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"(508.40, 350.45)","(518.23, 330.68)",,"(559.38, 266.33)","(70.47, 289.08)","(162.28, 276.18)","(515.93, 272.58)","(541.54, 352.18)","(183.23, 214.60)",,,"(132.72, 326.53)",,,,,"(294.09, 279.87)",,"(165.64, 346.96)","(44.85, 163.82)",,,"(30.13, 348.62)","(309.34, 338.73)","(31.87, 297.04)","(434.56, 350.87)","(396.25, 349.05)",,"(385.37, 347.69)","(139.02, 349.06)",,"(399.69, 349.39)",,"(632.92, 348.92)",,,,"(417.14, 246.81)",,"(623.27, 350.79)",,,,"(559.41, 306.13)",,,,"(301.59, 348.15)","(270.45, 348.92)","(407.68, 351.74)",,,"(267.70, 91.42)",,,,"(661.35, 321.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"(508.46, 350.38)","(518.30, 330.66)",,"(559.40, 267.20)","(69.60, 287.14)","(162.52, 274.37)","(515.69, 271.41)","(541.50, 352.24)","(183.07, 212.35)",,,"(132.02, 326.92)",,,,"(35.70, 346.73)","(293.88, 279.80)",,"(165.35, 347.01)","(44.98, 160.12)",,,"(28.42, 348.50)","(309.27, 336.89)","(32.07, 295.28)","(435.47, 351.02)","(395.75, 348.97)",,"(384.87, 347.62)","(139.72, 349.07)",,"(398.78, 349.12)",,"(633.92, 348.31)",,,,"(416.12, 246.50)",,"(623.42, 350.86)",,,,"(559.52, 305.50)",,,,"(301.51, 348.42)","(270.75, 348.68)","(407.00, 351.77)",,,"(267.15, 89.64)",,,,"(663.17, 331.83)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"(510.27, 350.57)","(518.36, 330.68)",,"(559.09, 268.22)","(69.20, 286.12)","(162.58, 273.06)","(515.39, 270.44)","(541.59, 352.30)","(182.91, 209.60)",,,"(131.83, 327.48)",,,,"(35.62, 346.70)","(293.56, 279.54)",,"(165.55, 347.26)","(45.02, 156.80)",,,"(27.04, 348.59)",,"(32.08, 293.96)","(436.06, 350.96)","(395.65, 348.96)",,"(384.75, 347.74)","(140.23, 349.00)",,"(398.70, 349.04)",,"(634.33, 347.96)",,,,"(415.83, 246.21)",,"(623.23, 350.82)",,,,"(559.66, 304.52)",,,,"(302.01, 348.64)","(270.05, 348.98)","(406.65, 351.86)",,,"(266.88, 87.44)",,,"(17.69, 331.05)","(667.30, 350.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"(508.96, 350.15)","(518.36, 330.70)",,"(558.83, 269.21)","(68.73, 285.40)","(162.52, 271.15)","(515.08, 268.78)","(541.56, 352.32)","(182.97, 207.30)",,,"(130.66, 328.40)",,,,"(35.47, 346.65)","(293.61, 279.43)",,"(165.52, 347.26)","(45.55, 153.25)","(308.26, 332.34)",,"(26.02, 348.69)",,"(32.23, 292.64)","(436.56, 350.94)","(395.44, 348.92)",,"(384.55, 347.84)","(139.57, 349.29)",,"(398.91, 349.32)",,"(634.60, 347.64)",,,,"(414.84, 245.98)",,"(623.04, 350.74)",,,,"(559.69, 302.49)",,,"(276.65, 349.47)","(301.81, 348.59)","(270.12, 348.90)","(406.78, 351.88)",,,"(266.40, 84.78)",,,"(17.39, 330.22)","(666.91, 350.42)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"(509.35, 350.26)","(518.30, 330.61)",,"(557.91, 269.81)","(67.95, 284.87)","(162.74, 269.97)","(514.36, 266.98)","(541.51, 352.41)","(182.29, 205.06)",,,"(130.05, 329.40)",,,,"(35.52, 346.68)","(293.57, 279.35)",,"(164.94, 347.18)","(45.69, 150.07)","(307.30, 329.93)",,"(25.03, 348.80)",,"(32.54, 291.95)","(436.55, 350.83)","(395.40, 349.06)",,"(383.49, 348.53)","(139.57, 349.46)",,"(399.13, 349.28)",,"(635.01, 347.49)",,,,"(414.21, 245.91)",,"(623.10, 350.78)",,,,"(559.49, 301.12)",,,"(276.67, 349.39)","(301.70, 348.54)","(270.11, 348.82)","(406.67, 351.86)",,,"(265.86, 82.07)",,,"(17.38, 329.10)","(666.62, 350.53)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"(509.44, 350.41)","(518.13, 330.26)",,"(557.42, 269.56)","(67.75, 284.33)","(162.66, 268.38)","(513.72, 265.07)","(541.60, 352.39)","(182.26, 202.51)",,,"(130.11, 330.07)",,,,"(35.52, 346.68)","(293.58, 279.28)",,"(164.79, 347.06)","(46.42, 146.15)","(306.23, 327.55)",,"(24.76, 348.83)",,"(32.53, 290.92)","(435.36, 350.92)","(395.38, 349.08)",,"(383.56, 348.52)","(139.46, 349.61)",,"(399.49, 349.30)",,"(635.25, 347.46)",,,,"(413.27, 245.38)",,"(623.30, 351.05)",,,,"(559.12, 299.43)",,,"(276.93, 349.48)","(301.64, 348.49)","(270.12, 348.88)","(406.92, 351.80)",,,"(265.52, 79.26)",,,"(17.07, 328.10)","(666.36, 350.79)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"(510.10, 350.32)","(518.03, 329.95)",,"(556.98, 269.52)","(67.64, 283.48)","(162.59, 267.02)","(513.48, 263.53)","(541.66, 352.38)","(182.55, 200.61)",,,"(129.62, 330.49)",,,,"(35.65, 346.73)","(293.59, 279.25)",,"(164.79, 347.04)","(45.73, 143.04)","(304.65, 325.27)",,"(24.81, 348.09)",,"(32.63, 289.73)","(434.90, 350.79)","(395.45, 349.18)",,"(384.62, 348.30)","(139.54, 349.67)",,"(399.21, 349.42)",,"(635.50, 347.43)",,,,"(413.35, 244.61)",,"(623.42, 351.12)",,,,"(559.15, 297.27)",,,"(277.06, 349.47)","(301.92, 348.27)","(269.64, 349.09)","(407.08, 351.79)",,,"(264.58, 76.95)",,,"(16.74, 326.78)","(666.10, 350.73)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"(510.66, 350.48)","(517.95, 329.43)",,"(555.90, 268.30)","(67.26, 281.44)","(162.65, 265.09)","(512.46, 261.41)","(541.74, 352.39)","(182.88, 198.48)",,,"(129.23, 330.85)",,,,"(35.56, 346.45)","(293.72, 279.39)",,"(164.74, 347.08)","(46.46, 139.86)","(303.34, 323.65)",,"(25.42, 347.58)",,"(32.69, 289.67)","(433.51, 350.44)","(395.59, 349.42)",,"(384.57, 347.60)","(139.46, 349.71)",,"(399.58, 350.33)",,"(635.29, 347.53)",,,,"(413.15, 243.42)",,"(623.57, 351.08)",,,,"(559.20, 295.99)",,,"(277.65, 349.63)","(302.25, 347.99)","(269.76, 348.93)","(407.64, 351.53)",,,"(264.30, 74.78)",,,"(16.72, 325.61)","(666.15, 350.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"(510.85, 350.49)","(517.98, 328.98)",,"(555.06, 267.15)","(67.22, 279.76)","(162.37, 264.10)","(512.15, 260.07)","(541.75, 352.40)","(183.49, 196.29)",,,"(128.80, 331.60)",,,,"(35.28, 346.37)","(293.81, 279.57)",,"(164.68, 347.21)","(46.47, 136.78)","(301.11, 321.32)",,"(24.94, 347.14)",,"(32.71, 289.77)","(432.77, 350.32)","(394.99, 350.35)",,"(384.56, 347.28)","(139.42, 349.74)",,"(399.98, 350.28)",,"(635.21, 347.53)",,,,"(412.95, 241.50)",,"(623.60, 351.05)",,,,"(559.40, 293.90)",,,"(277.55, 349.62)","(302.30, 347.91)","(268.80, 349.14)","(398.62, 336.49)",,,"(263.53, 72.59)",,,"(16.51, 324.07)","(666.05, 350.74)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"(511.18, 350.30)","(517.93, 328.65)",,"(554.20, 265.39)","(67.20, 277.57)","(162.10, 262.32)","(511.80, 258.19)","(541.77, 352.32)","(184.09, 193.77)",,,"(128.53, 332.42)",,,,"(34.93, 346.24)","(293.75, 279.52)",,"(164.65, 347.23)","(46.87, 133.99)","(299.63, 319.63)",,"(24.26, 345.79)",,"(36.62, 282.55)","(432.40, 350.30)","(393.30, 350.33)",,"(384.69, 346.66)","(139.47, 349.62)",,"(399.91, 349.18)",,"(635.07, 347.63)",,,,"(412.38, 240.11)",,"(623.53, 351.00)",,,,"(559.47, 292.37)",,,"(277.91, 349.71)","(302.34, 347.95)","(267.77, 349.28)","(403.75, 334.67)",,,"(263.20, 70.13)",,,"(16.20, 322.18)","(666.14, 350.68)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"(511.45, 350.27)","(518.20, 327.95)",,"(553.18, 263.59)","(66.90, 274.74)","(162.30, 260.37)","(511.18, 256.37)","(541.81, 352.37)","(184.74, 191.39)",,,"(127.79, 333.08)",,,,,"(293.64, 279.44)",,"(164.93, 347.26)","(47.00, 131.52)","(298.29, 318.61)",,"(23.81, 344.47)",,,"(431.82, 350.16)","(393.51, 349.83)",,"(384.39, 345.92)","(139.46, 349.61)",,"(400.58, 349.03)",,"(635.10, 347.68)",,,,"(411.65, 238.61)",,"(623.57, 351.05)",,,,"(559.48, 290.91)",,,"(277.97, 349.74)","(302.29, 348.05)","(267.22, 349.47)",,,,"(262.59, 67.32)",,,"(15.68, 320.33)","(666.05, 350.89)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"(511.66, 350.30)","(518.13, 327.30)",,"(552.03, 262.18)","(66.83, 272.62)","(162.00, 258.97)","(510.44, 255.15)","(541.86, 352.39)","(185.19, 189.24)",,,"(127.33, 333.73)",,,,,"(293.60, 279.49)",,"(164.71, 347.18)","(48.06, 128.94)","(298.33, 318.18)",,"(23.74, 341.99)",,,"(431.63, 350.18)","(394.12, 349.91)",,"(383.88, 344.66)","(139.49, 349.61)",,"(400.20, 349.06)",,"(635.18, 347.68)",,,,"(411.09, 236.98)",,"(623.59, 351.06)",,,,"(559.59, 289.85)",,,"(278.16, 349.87)","(302.34, 348.02)","(266.82, 349.60)",,,,"(261.70, 64.68)",,,"(15.42, 317.61)","(665.59, 350.99)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
