frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id50,id51,id53,id57,id61,id71,id72,id78,id79,id82,id83,id84,id89,id92,id95,id97,id99,id104,id109,id110,id113,id119,id121,id122,id123,id129,id130,id132,id135,id140,id145,id154,id155,id163,id164,id166,id167,id183,id185,id195,id200,id201,id204,id209,id210,id214
249,,"(528.35, 228.74)",,,,,"(516.06, 109.53)","(520.85, 337.96)",,,,,,,,,,,"(183.45, 314.07)",,,,"(48.58, 178.28)","(291.67, 347.70)",,,,"(434.55, 343.04)","(392.71, 43.19)","(163.97, 336.42)","(11.71, 348.85)","(392.24, 351.32)",,,"(623.67, 351.84)",,,"(371.22, 191.94)",,,,,,,"(401.47, 349.97)",,,,,,,"(276.37, 346.67)",,,,,"(650.19, 348.60)",,,,"(507.80, 349.09)",,"(524.30, 139.29)",,,,"(15.25, 98.33)","(265.63, 348.66)",,,"(399.29, 316.67)","(677.35, 352.67)",,,"(613.48, 255.83)","(22.29, 58.97)",,,,,"(162.67, 349.79)",,,,,,,,,"(303.76, 122.75)",,,
250,,"(528.63, 227.35)",,,,,"(514.94, 107.89)","(520.93, 338.00)",,,,,,,,,,,"(183.51, 313.25)",,,,"(48.62, 178.25)","(291.71, 347.78)",,,,"(437.89, 341.10)","(392.42, 40.88)","(165.22, 345.25)","(13.00, 348.69)","(392.68, 351.22)",,,"(623.84, 352.52)",,,"(371.45, 191.56)",,,,,,,"(401.48, 350.14)",,,,,,,"(274.86, 347.06)",,,,,"(649.82, 348.74)",,,,"(507.89, 348.99)",,"(523.66, 138.65)",,,,"(16.12, 96.94)","(265.75, 348.79)",,,"(399.75, 315.54)","(677.17, 352.73)",,,"(613.62, 254.33)","(22.51, 56.34)",,,,,"(162.26, 350.13)",,,,,,,,,"(303.15, 122.28)",,,
251,,"(529.03, 226.06)",,,,,"(513.81, 105.75)","(520.95, 337.98)",,,,"(166.54, 349.61)",,,,,,,"(183.61, 312.08)",,,,"(48.57, 178.18)","(291.67, 347.87)",,,,"(438.36, 345.80)","(392.55, 38.68)",,"(14.28, 348.90)","(393.01, 351.09)",,,"(621.36, 351.02)",,,"(371.61, 190.93)",,,,,,,"(401.57, 350.15)",,,,,,,"(274.87, 347.08)",,,,,"(648.92, 348.61)",,,,"(507.78, 349.04)",,"(523.90, 137.81)",,,,"(17.63, 95.93)","(265.67, 348.80)",,,"(400.25, 314.05)","(677.09, 352.67)",,,"(613.69, 252.80)","(22.51, 53.32)",,,,,"(160.86, 348.24)",,,,,,,,,"(302.93, 122.26)",,,
252,,"(529.12, 224.61)",,,,,"(513.05, 104.48)","(521.40, 338.54)",,,,"(166.55, 349.34)",,,,,,,"(183.55, 310.90)",,,,"(48.59, 178.21)","(292.15, 347.87)",,,,"(437.72, 346.10)","(391.93, 36.70)",,"(15.01, 349.14)","(393.11, 350.92)",,,"(622.13, 351.05)",,,"(371.70, 190.77)",,,,,,,"(401.55, 350.17)",,,,,,,"(274.32, 347.05)",,,,,"(648.46, 348.41)",,,,"(507.73, 349.36)",,"(523.78, 136.53)",,,,"(18.41, 95.00)","(265.67, 348.80)",,,"(400.60, 312.78)","(676.92, 352.75)",,,"(613.67, 251.24)","(22.93, 50.99)",,,,,"(160.46, 348.34)",,,,,,,,,"(302.89, 122.03)",,,
253,,"(529.29, 223.48)",,,,,"(512.27, 102.71)","(521.59, 338.94)",,,,"(166.41, 349.35)",,,,,,,"(183.41, 310.47)",,,,"(48.62, 178.21)","(292.75, 347.86)",,,,"(437.67, 345.68)","(391.92, 34.69)",,"(15.73, 349.14)","(393.22, 350.90)",,,"(620.88, 351.78)",,,"(371.75, 190.19)",,,,,,,"(401.47, 350.18)",,,,,,,"(273.94, 347.03)",,,,,"(647.94, 348.28)",,,,"(507.83, 348.71)",,"(523.81, 135.18)",,,,"(19.82, 93.41)","(265.73, 348.78)",,,"(401.32, 311.15)","(676.93, 352.77)",,,"(613.52, 249.81)","(23.27, 49.14)",,,,,"(159.36, 348.39)",,"(628.76, 352.83)",,,,,,,"(287.83, 121.95)",,,
254,,"(529.73, 222.03)",,,,,"(511.26, 100.83)","(521.74, 339.45)",,,,"(166.37, 349.47)",,,,,,,"(183.22, 309.83)",,,,"(48.60, 178.24)","(293.23, 347.95)",,,,"(437.84, 345.49)","(391.27, 32.17)",,"(17.17, 349.15)","(393.24, 350.79)",,,"(621.80, 351.64)",,,"(372.55, 189.29)",,,,,,,"(401.53, 350.24)",,,,,,,"(273.94, 347.02)",,,,,"(647.53, 348.04)",,,,"(507.82, 348.97)",,"(523.96, 133.63)",,,,"(21.23, 92.32)","(265.72, 348.85)",,,"(401.37, 309.86)","(676.49, 352.73)",,,"(613.65, 248.48)","(23.36, 46.10)",,,,,"(159.39, 348.09)",,"(629.03, 352.57)",,,,,,,,,,
255,,"(529.70, 220.53)",,,,,"(509.75, 98.36)","(521.90, 340.13)",,,,"(165.75, 348.70)",,,,,,,"(182.55, 308.79)",,,,"(48.63, 178.21)","(293.43, 348.03)",,,,"(437.35, 345.81)","(390.38, 30.05)",,"(18.75, 349.04)","(393.23, 350.78)",,,"(621.72, 350.15)",,,"(372.72, 188.59)",,,,,,,"(401.57, 350.24)",,,,,,,"(273.93, 346.99)",,,,,"(647.40, 347.86)",,,,"(507.75, 349.45)",,"(524.12, 131.70)",,,,"(22.73, 90.94)","(265.94, 348.84)",,,"(401.54, 308.17)","(676.25, 352.64)",,,"(613.53, 247.20)","(23.42, 43.57)",,,,,"(158.74, 347.74)",,"(630.48, 352.21)",,,,,,,,,,
256,,"(529.70, 219.25)",,,,,"(508.16, 96.12)","(521.85, 340.18)",,,,"(161.05, 348.99)",,,,,,,"(182.04, 307.86)",,,,"(48.64, 178.15)","(294.01, 347.98)",,,,"(437.64, 345.71)","(389.96, 27.41)",,"(20.62, 348.92)","(393.30, 350.81)",,,"(620.39, 349.54)",,,"(373.19, 187.74)",,,,,,,"(401.63, 350.17)",,,,,,,"(273.89, 347.06)",,,"(269.83, 116.17)",,"(647.27, 347.83)",,,,"(507.75, 349.40)",,"(523.97, 129.96)",,,,"(24.35, 91.11)","(265.79, 348.90)",,,"(401.98, 306.55)","(676.01, 352.61)",,,"(613.63, 245.79)","(24.13, 40.83)",,,,,"(155.85, 347.71)",,"(631.87, 352.01)",,,,,,,,,,
257,,"(529.75, 218.02)",,,,,"(506.32, 94.37)","(521.80, 340.20)",,,,"(160.91, 348.29)",,,,,,,"(181.93, 307.36)",,,,"(48.58, 178.09)","(294.44, 348.06)",,,,"(437.72, 345.95)","(388.89, 25.66)",,"(22.60, 348.71)","(393.30, 350.84)",,,"(621.41, 350.29)",,,"(373.95, 186.81)",,,,,,,"(401.58, 350.20)",,,,,,,"(273.78, 347.07)",,,"(266.20, 121.21)",,"(647.20, 347.87)",,,,"(507.98, 349.28)",,"(523.85, 127.94)",,,,"(26.09, 90.34)","(265.71, 348.95)",,,"(402.30, 305.30)","(675.75, 352.65)",,,"(613.86, 244.28)","(24.88, 37.76)",,,,,"(155.34, 347.21)",,"(631.94, 351.79)",,,,,,,,,,
258,,"(529.90, 216.90)",,,,,"(504.88, 92.62)","(521.85, 340.28)",,,,,,,,,,,"(181.93, 306.58)",,,,"(48.56, 178.06)","(294.79, 348.05)",,,,"(437.70, 345.96)","(388.41, 23.68)",,"(24.62, 348.66)","(393.29, 350.80)",,,"(621.83, 350.42)",,,"(374.24, 186.04)",,,,,,,"(401.51, 350.22)",,,,,,,"(273.60, 347.09)",,,,,"(647.15, 347.90)",,,,"(507.99, 349.31)",,"(524.27, 125.66)",,,,"(27.71, 89.25)","(265.91, 348.88)",,,"(402.73, 304.32)","(675.75, 352.66)",,,"(613.69, 243.06)","(26.09, 35.45)",,,,,"(154.09, 349.09)",,"(632.18, 351.72)",,,,,,,,,,
259,,"(529.88, 214.99)",,,,,"(503.49, 91.47)","(522.47, 340.68)",,,,,,,,,,,"(181.60, 305.39)",,,,"(48.59, 178.06)","(294.87, 348.12)",,,,"(437.77, 346.21)","(387.58, 21.44)",,"(27.11, 348.50)","(393.23, 350.83)",,,"(622.33, 350.67)",,,"(374.34, 185.63)",,,,,,,"(401.55, 350.19)",,,,,,,,,,,,"(647.08, 347.90)",,,,"(507.98, 349.37)",,"(524.36, 123.43)",,,,"(28.97, 88.84)","(265.48, 349.10)",,,"(403.19, 303.54)","(675.77, 352.65)",,,"(613.75, 241.78)","(27.13, 32.65)",,,,,"(152.58, 347.68)",,"(632.10, 351.84)",,,,,,,,,,
260,,"(530.13, 213.47)",,,,,"(501.88, 89.58)","(522.63, 341.01)",,,,,,,,,,,"(181.07, 304.62)",,,,"(48.65, 178.02)","(294.94, 348.09)",,,,"(437.88, 345.97)","(386.58, 19.19)",,"(29.17, 348.65)","(393.23, 350.98)",,,"(622.29, 350.71)",,,"(374.41, 185.21)",,,,,,,"(401.34, 350.17)",,,,,,,,,,,,"(646.92, 348.03)",,,,"(508.02, 349.42)",,"(524.61, 121.19)",,,,"(29.78, 88.02)","(265.63, 349.05)",,,"(403.78, 302.92)","(671.88, 346.49)",,,"(614.01, 240.60)","(27.99, 30.40)",,,,,"(152.34, 348.08)",,"(632.54, 351.72)",,,,,,,,,,"(157.65, 309.30)"
261,,"(530.29, 212.13)",,,,,"(500.40, 88.79)","(522.92, 341.31)",,,,,,,,,,,"(180.78, 303.67)",,,,"(48.64, 178.06)","(295.02, 348.12)",,,,"(437.83, 345.89)","(386.29, 17.57)",,"(31.36, 348.64)","(393.39, 350.95)",,,"(622.34, 350.70)",,,"(374.41, 184.99)",,,,,,,"(401.46, 350.17)",,,,,,,,,,,,"(648.20, 348.23)",,,,"(508.09, 349.43)",,"(524.82, 119.61)",,,,"(30.69, 87.34)","(265.53, 349.05)",,,"(404.43, 301.52)",,,,"(613.76, 239.60)","(29.40, 28.86)",,,,,"(150.13, 348.82)",,"(632.24, 351.63)",,,,,,"(256.31, 221.82)",,,,"(156.99, 309.03)"
262,,"(530.17, 210.15)",,,,,"(499.15, 87.80)","(522.81, 341.61)",,,,,,,,,,,"(180.37, 302.03)",,,,"(48.67, 178.12)","(295.18, 348.22)",,,,"(437.92, 345.55)","(385.61, 15.52)",,"(33.72, 348.63)","(393.39, 351.02)",,,"(622.88, 350.95)",,,"(374.45, 184.95)",,,,,,,"(401.40, 350.10)",,,,,,,,,,,,"(647.75, 348.00)",,,,"(508.18, 349.37)",,"(524.65, 117.08)",,,,"(31.48, 86.86)","(265.56, 349.06)",,,"(405.69, 300.63)",,,,"(613.98, 238.38)","(31.82, 26.87)",,,,,"(150.27, 349.10)",,"(632.91, 351.75)",,,,,,"(256.20, 221.85)",,,,"(155.72, 308.78)"
263,,"(530.32, 208.38)",,,,,"(497.95, 87.50)","(522.91, 341.83)",,,,,,,,,,,"(179.83, 300.90)",,,,"(48.67, 178.08)","(295.33, 348.23)",,,,"(437.94, 345.38)","(384.90, 11.76)",,"(35.50, 348.77)","(393.41, 350.97)",,,"(622.76, 351.00)",,,"(385.23, 178.85)",,"(617.79, 330.64)",,,,,"(401.31, 350.10)",,,,,,,,,,,,"(647.29, 347.99)",,,,"(507.83, 349.54)",,"(524.78, 115.07)",,,,"(31.61, 86.32)","(265.57, 349.05)",,,"(406.72, 300.44)",,,,"(614.28, 237.99)","(34.21, 25.80)",,,,,"(150.34, 349.05)",,"(632.73, 351.94)",,,,,,"(256.08, 221.67)",,,,"(154.69, 308.13)"
264,,"(530.79, 206.68)",,,,,"(496.98, 88.03)","(522.91, 341.84)",,,,,,,,,,,"(179.42, 300.08)",,,,"(48.69, 178.07)","(295.59, 348.27)",,,,"(438.28, 344.89)","(384.47, 10.35)",,"(37.66, 348.90)","(393.42, 351.10)",,,"(622.85, 351.16)",,,"(407.56, 167.20)",,"(630.59, 343.36)",,,,,"(401.16, 350.05)",,,,,,,,,,,,"(647.64, 348.04)",,,,"(507.85, 349.57)",,"(524.76, 113.32)",,,,"(32.72, 85.46)","(265.53, 349.10)",,,"(407.72, 299.44)",,,,"(614.30, 237.50)","(37.09, 25.69)",,,,,"(150.04, 349.07)",,"(632.88, 352.08)",,,,,,"(256.10, 221.89)",,,,"(154.07, 307.81)"
265,,"(530.89, 205.04)",,,,,"(495.82, 88.69)","(522.80, 341.82)",,,,,,,,,,,"(178.82, 298.80)",,,,"(48.58, 178.05)","(295.88, 348.23)",,,,"(438.30, 344.18)","(384.29, 10.27)",,"(39.01, 349.35)","(393.40, 351.12)",,,"(623.44, 351.37)",,,"(404.54, 168.88)",,,,,,,"(401.20, 350.11)",,,,,,,,,,,,"(647.01, 347.79)",,,,"(507.78, 349.59)",,"(524.54, 111.36)",,,,"(33.69, 84.75)","(265.53, 349.06)",,,"(408.60, 298.46)",,,,"(614.04, 236.50)","(39.05, 24.78)",,,,,"(150.45, 348.90)",,"(634.51, 351.29)",,,,,,"(256.09, 221.89)",,,,"(153.59, 307.56)"
266,,"(530.88, 203.22)",,,,,"(495.35, 88.73)","(523.15, 341.85)",,,,,,,,,,,"(178.36, 297.58)",,,,"(48.60, 178.02)","(295.96, 348.21)",,,,"(438.39, 343.86)","(384.73, 9.83)",,"(39.16, 349.35)","(393.28, 351.17)",,,"(623.07, 351.41)",,,"(404.54, 159.14)",,,,,,,"(401.21, 350.12)",,,,,,,,,,,,"(647.11, 347.88)",,,,"(507.80, 349.70)",,"(524.35, 109.33)",,,,"(34.38, 83.98)","(265.57, 349.01)",,,"(409.74, 298.12)",,,,"(614.16, 236.05)","(41.07, 24.19)",,,,,"(151.06, 348.83)",,"(633.41, 352.28)",,,,,,"(256.08, 221.87)",,,,"(153.03, 307.08)"
267,,"(531.71, 201.26)",,,,,"(494.67, 88.77)","(523.31, 341.86)",,,,,,,,,,,"(177.64, 296.85)",,,,"(48.62, 178.03)","(295.58, 348.14)",,,,"(438.25, 344.02)",,,"(39.40, 349.52)","(393.37, 351.29)",,,"(623.16, 351.64)",,,"(417.09, 142.39)",,,,,,,"(401.26, 350.11)",,,,,,,,,,,,"(647.04, 347.97)",,,,"(507.76, 350.01)",,"(524.34, 107.56)",,,,"(34.47, 83.73)","(265.59, 349.00)",,,"(410.79, 297.69)",,,,"(614.31, 235.44)","(43.42, 23.25)",,,,,"(151.60, 348.86)",,"(634.31, 352.72)",,,,,,"(256.03, 221.69)",,,,"(152.03, 306.41)"
268,,"(531.73, 199.28)",,,,,"(494.41, 88.66)","(523.35, 341.86)",,,,,,,,,,,"(177.19, 295.68)",,,,"(48.60, 177.98)","(297.56, 332.94)",,,,"(438.34, 343.75)",,,"(40.00, 349.36)",,,,"(623.40, 351.61)",,,"(420.20, 122.50)",,,,,,,"(401.57, 350.42)",,,,,,,,,,,,"(647.03, 348.08)",,,,"(507.68, 350.08)",,"(523.78, 105.97)",,,,"(34.84, 82.36)","(265.95, 349.04)",,,"(411.70, 296.82)",,,,"(614.62, 235.04)","(44.52, 22.78)",,,,,"(151.89, 348.77)",,"(634.05, 352.28)",,,,,,"(256.04, 221.70)",,,,"(151.95, 306.66)"
269,,"(531.91, 197.50)",,,,,"(493.86, 88.21)","(523.69, 341.90)",,,,,,,,,,,"(176.86, 294.14)",,,,"(48.82, 178.02)",,,,,"(438.85, 343.33)",,,"(40.38, 349.24)",,,,"(623.32, 351.30)",,,"(417.88, 110.36)",,,,,,,"(401.36, 350.38)",,,,,,,,,,,,"(647.18, 348.05)",,,,"(507.84, 349.96)",,"(523.32, 104.53)",,,,"(34.97, 81.22)","(265.95, 349.05)",,,"(412.22, 296.04)",,,,"(615.19, 234.48)","(45.68, 22.45)","(45.09, 8.66)",,,,"(150.16, 349.44)",,"(634.73, 352.71)",,,,,,"(256.10, 221.81)",,,,"(152.11, 306.65)"
270,,"(532.57, 195.61)",,,,,"(493.10, 87.89)","(523.74, 341.89)",,,,,,,,,,,"(176.28, 293.18)",,,,"(48.79, 177.97)",,,,,"(438.95, 342.78)",,,"(41.04, 349.17)",,,,"(623.78, 350.89)",,,"(416.43, 108.34)",,,,,,,"(401.56, 350.51)",,,,,,,,,,,,"(647.22, 348.04)",,,,"(508.03, 349.72)",,"(523.21, 102.33)",,,,"(35.54, 79.62)","(266.33, 349.03)",,,"(413.14, 295.65)",,,,"(615.42, 234.04)","(46.24, 22.38)","(46.24, 8.63)",,,,"(149.77, 349.60)",,"(634.27, 352.73)",,,,,,"(256.23, 221.72)",,,,"(151.97, 306.72)"
271,,"(532.82, 193.29)",,,,,"(492.59, 87.28)","(523.88, 341.88)",,,,"(159.39, 347.13)",,,,,,,"(175.67, 292.12)",,,,"(48.79, 177.96)",,,,,"(438.90, 342.57)",,,"(42.06, 348.98)",,,,"(624.69, 350.72)",,,"(414.12, 105.36)",,,,,,,"(401.58, 350.44)",,,,,,,,,,,,"(647.26, 348.11)",,,,"(508.41, 349.61)",,"(522.46, 100.33)",,,,"(36.48, 77.96)","(266.95, 349.04)",,,"(414.71, 295.05)",,,,"(615.63, 233.92)","(47.01, 22.29)","(46.42, 8.63)",,,,"(149.29, 349.62)",,"(634.21, 352.81)",,,,,,"(256.11, 221.59)",,,,"(151.60, 306.85)"
272,,"(533.18, 191.17)",,,,,"(492.85, 86.46)","(523.68, 341.91)",,,,"(161.53, 347.23)",,,,,,,"(175.06, 290.73)",,,,"(48.82, 177.93)",,,,,"(438.92, 342.20)",,,"(43.83, 348.57)",,,,"(626.40, 350.11)",,,"(418.86, 108.63)",,,,,,,"(401.46, 350.38)",,,,,,,,,,,,"(647.25, 348.10)",,,,"(508.42, 349.55)",,"(522.35, 98.02)",,,,"(38.05, 75.82)","(267.44, 349.00)",,,"(415.79, 294.50)",,,,"(616.42, 233.76)","(47.13, 22.27)","(46.66, 8.56)",,,,"(149.09, 349.88)",,"(634.56, 352.83)",,,,,,"(255.99, 221.77)",,,,"(151.20, 306.61)"
273,,"(533.55, 189.18)",,,,,"(492.86, 84.61)","(524.14, 341.85)",,,,"(164.49, 347.31)",,,,,,,"(174.64, 289.34)",,,,"(48.79, 177.92)",,,,,"(438.97, 341.68)",,,"(44.89, 348.55)",,,,"(627.96, 349.94)",,,"(417.67, 116.22)",,,,,,,"(401.45, 350.38)",,,,,,,,,,,,"(647.28, 348.11)",,,,"(508.53, 349.51)",,"(522.12, 96.23)",,,,"(39.02, 73.71)","(267.27, 349.01)",,,"(416.01, 295.34)",,"(414.11, 351.83)",,"(616.61, 233.47)","(47.32, 22.06)","(46.61, 8.56)",,,,"(149.07, 350.23)",,"(634.61, 352.76)",,,,,,"(255.99, 221.78)",,,,"(150.98, 306.40)"
274,,"(533.49, 187.08)",,,,,"(492.86, 82.41)","(524.58, 341.97)",,,,"(166.96, 347.58)",,,,,,,"(174.00, 288.05)",,,,"(48.86, 177.90)",,,,,"(438.97, 341.66)",,,"(46.24, 348.53)",,,,"(629.07, 349.67)",,,"(420.98, 127.90)",,,,,,,"(401.49, 350.37)",,,,,,"(295.39, 268.14)",,,,,,"(647.38, 348.05)",,,,"(508.60, 349.85)",,"(521.37, 94.65)",,,,"(40.43, 71.78)","(267.77, 349.01)",,,"(416.48, 295.08)",,"(414.21, 351.79)",,"(617.31, 233.32)","(47.75, 21.50)","(46.69, 8.60)",,,,"(148.83, 350.26)",,"(634.31, 352.84)",,,,,,"(255.87, 220.80)",,,,"(150.23, 305.60)"
275,,"(534.49, 184.53)",,,,,"(492.90, 80.10)","(524.60, 342.01)",,,,"(169.09, 348.07)",,,,,,,"(173.56, 286.40)",,,,"(48.81, 177.82)",,,,,"(438.96, 341.49)",,,"(47.37, 348.60)",,,,"(630.00, 349.99)",,,"(402.81, 154.17)",,,,,,,"(401.49, 350.37)",,,,,,,,,,,,"(647.36, 348.14)",,,,"(508.83, 350.09)",,"(520.86, 92.77)",,,,"(41.73, 69.15)","(268.30, 349.04)",,,"(416.81, 294.79)",,"(414.33, 351.73)",,"(617.82, 232.55)","(48.18, 20.94)","(46.58, 8.25)",,,,"(148.57, 350.31)",,"(634.90, 353.06)",,,,,,"(256.15, 219.74)",,,,"(149.04, 305.64)"
276,,"(535.22, 182.53)",,,,,"(492.77, 77.75)","(524.43, 341.94)",,,,"(172.21, 348.39)",,,,,,,"(173.44, 284.86)",,,,"(48.58, 177.91)",,,,,"(439.01, 341.37)",,,"(48.82, 348.55)",,,,"(630.43, 349.72)",,,"(373.07, 167.64)",,,,,,,"(401.54, 350.38)",,,,,,,,,,"(255.32, 154.80)",,"(647.35, 348.14)",,,,"(509.05, 350.10)",,"(520.17, 90.48)",,,,"(43.17, 67.12)","(268.83, 349.07)",,,"(417.16, 294.69)",,"(414.80, 351.49)",,"(618.80, 231.96)","(48.35, 19.49)",,,,,"(148.18, 350.21)",,"(634.82, 352.61)",,,,,,"(256.14, 219.15)",,,,"(148.45, 305.51)"
277,,"(535.39, 180.46)",,,,,"(492.70, 75.11)","(524.36, 341.86)",,,,"(175.10, 349.05)",,,,,,,"(172.64, 283.89)",,,,"(48.59, 177.85)",,,,,"(438.91, 341.27)",,,"(49.98, 348.62)",,,,,,,"(372.18, 167.56)",,,,,,,"(401.54, 350.35)",,,,,,,,,,,,"(647.38, 348.03)",,,,"(509.79, 349.98)",,"(519.53, 88.92)",,,,"(43.90, 64.82)","(269.53, 349.00)",,,"(417.52, 294.60)",,"(414.78, 351.14)",,"(619.36, 231.06)","(49.26, 17.78)",,,,,,,"(634.28, 352.99)",,,,,,"(256.15, 218.27)",,,,"(148.26, 305.51)"
278,,"(535.72, 178.68)",,,,,"(492.99, 72.77)","(524.41, 341.88)",,,,"(176.78, 349.20)",,,,,,,"(172.92, 283.29)",,,,"(48.56, 177.91)",,,,,"(438.91, 341.25)",,,"(51.32, 348.73)",,,,,,,"(372.32, 167.64)",,,,,,,"(401.52, 350.34)",,,,,,,,,,,,"(647.40, 348.03)",,,,"(510.16, 349.94)",,"(518.62, 86.37)",,,,"(45.90, 61.99)","(270.24, 348.99)",,,"(418.37, 294.67)",,"(415.24, 351.12)",,"(620.42, 230.01)","(50.40, 15.81)",,,,,,,"(632.43, 352.97)",,,,,,,,,,"(147.65, 305.37)"
279,,"(535.89, 176.09)",,,,,"(492.80, 70.08)","(524.72, 342.04)",,,,"(176.89, 349.24)",,"(633.53, 347.79)",,,"(248.52, 289.51)",,"(172.81, 282.10)",,,,"(48.58, 177.89)",,,,,"(438.91, 341.37)",,,"(52.14, 348.66)",,,,,,,"(372.26, 167.45)",,,,,,,"(401.63, 350.40)",,,,,,,,,,,,"(647.48, 347.97)",,,,"(510.59, 350.01)",,"(517.32, 84.59)",,,,"(46.83, 59.45)","(270.51, 349.06)",,,"(418.94, 294.41)",,"(415.48, 351.01)",,"(620.97, 229.02)","(51.31, 13.56)",,,,,,"(146.65, 350.90)",,,,,,,,,,,"(147.29, 305.58)"
280,,"(536.01, 174.05)",,,,,"(492.71, 67.11)","(525.63, 342.11)",,,,"(176.99, 349.16)",,"(633.34, 347.93)",,,"(261.43, 305.91)",,"(172.83, 281.17)",,,,"(48.62, 177.97)",,,,,"(438.77, 341.50)",,,"(52.49, 348.58)",,,,,,,"(371.81, 166.61)",,,,,,,"(401.70, 350.37)",,,,,,,,,,,,"(646.59, 347.38)",,,,"(510.82, 349.97)",,"(516.21, 83.12)",,,,"(47.85, 57.65)","(270.78, 348.99)",,,"(419.26, 294.14)",,"(415.56, 350.77)",,"(620.99, 228.48)","(51.65, 12.63)",,,,,,"(146.62, 351.10)",,,"(257.11, 212.64)",,,"(264.71, 228.55)",,,,,"(146.95, 305.53)"
281,,"(536.16, 172.12)",,,,,"(492.86, 64.17)","(525.62, 342.15)",,,,"(176.61, 348.79)",,,,,"(264.29, 310.69)",,"(172.73, 279.66)",,,,"(48.61, 177.97)",,,,,"(438.79, 341.55)",,,"(52.83, 347.99)",,,,,,,"(372.07, 165.33)",,,,,,,"(401.65, 350.37)",,,,,,,,,,,,"(644.04, 338.81)",,,,"(511.13, 349.99)",,"(515.07, 81.10)",,,,"(48.87, 55.82)","(271.23, 348.95)",,,"(420.15, 293.34)",,"(415.68, 350.27)",,"(621.05, 228.51)",,,,,,,"(146.50, 350.98)",,,"(258.14, 210.34)",,,,,,,,"(145.74, 304.81)"
282,,"(535.83, 170.00)",,,,,"(492.84, 61.25)","(525.60, 342.17)",,,,"(176.43, 348.36)",,,,,"(277.75, 302.26)",,"(172.74, 278.39)",,,,"(48.64, 177.94)",,,,,"(438.71, 341.57)",,,"(52.92, 347.60)",,,,,,,"(372.36, 164.53)",,,,,,,"(401.68, 350.39)",,,,,,,,,,,,"(642.05, 344.15)",,,,"(511.72, 349.92)",,"(514.16, 79.51)",,,,"(50.18, 52.83)","(271.31, 349.00)",,,"(420.66, 292.71)",,"(415.63, 350.11)",,"(621.13, 228.51)",,,,,,,"(146.57, 351.18)",,,"(259.33, 207.75)",,,,,,,,"(145.35, 304.61)"
283,,"(535.79, 168.51)",,,,,"(492.94, 58.30)","(525.68, 342.23)",,,,"(176.27, 347.73)",,,,,"(275.75, 303.11)",,"(172.40, 276.96)",,,,"(48.67, 177.93)",,,,,"(438.32, 342.11)",,,"(54.78, 346.85)",,,,"(634.00, 348.08)",,,"(372.63, 163.27)",,,,,,,"(401.69, 350.44)",,,,,,,,,,,,"(640.22, 349.13)",,,,"(511.93, 349.89)",,"(513.09, 78.02)",,,,"(51.39, 49.99)","(271.18, 348.96)",,,"(420.83, 292.70)",,"(414.79, 349.68)",,"(621.00, 228.45)",,,,,,,"(146.57, 351.18)",,,"(259.86, 205.82)",,,,,,,,"(144.43, 304.27)"
284,,"(536.18, 166.97)",,,,,"(492.72, 55.67)","(525.58, 342.24)",,,,"(176.30, 347.40)",,,,,"(264.29, 305.10)",,"(172.17, 275.94)",,,,"(48.60, 178.02)",,,,,"(438.56, 342.15)",,,"(55.97, 346.31)",,,,"(633.29, 348.10)",,,"(372.76, 162.12)",,,,,,,"(401.76, 350.48)",,,,,,,,,,,,"(644.34, 352.35)",,,,"(512.00, 349.90)",,"(512.46, 76.36)",,,,"(52.53, 46.98)","(271.19, 348.97)",,,"(421.06, 292.69)",,"(414.78, 350.01)",,"(621.68, 227.91)",,,,,,,"(146.42, 351.07)",,,"(260.58, 203.50)",,"(312.49, 201.25)",,,,,,"(144.28, 304.11)"
285,,"(536.18, 164.47)",,,,,"(492.73, 52.52)","(525.71, 342.29)",,,,"(176.60, 347.21)",,,,,,,"(172.13, 273.72)",,,,"(48.59, 178.03)",,,,,"(438.63, 342.10)",,,"(56.86, 345.35)",,,,"(633.88, 347.90)",,,"(373.14, 160.27)",,,,,,,"(401.79, 350.44)",,,,,,,,,,,,"(646.98, 353.58)",,,,"(512.29, 349.77)",,"(511.68, 74.75)",,,,"(53.37, 44.48)","(271.28, 349.02)",,,"(421.22, 292.66)",,"(415.03, 350.06)",,"(622.68, 226.87)",,,,,,,"(146.45, 351.19)",,,"(261.00, 201.59)",,"(312.67, 204.75)",,,,,,"(143.54, 304.78)"
286,,"(536.86, 162.74)",,,,,"(492.57, 50.08)","(525.71, 342.26)",,,,"(176.86, 347.03)",,,,,,,"(171.77, 272.16)",,,,"(48.61, 178.02)",,,,,"(438.62, 342.26)",,,"(57.03, 343.69)",,,,"(634.21, 347.61)",,,"(373.24, 158.78)",,,,,,,"(401.75, 350.52)",,,,,,,,,,,,"(648.49, 353.80)",,,,,,"(510.72, 73.21)",,,,"(54.19, 41.60)","(271.82, 350.37)",,,"(421.36, 292.71)",,"(415.34, 349.96)",,"(623.18, 226.26)",,,,,,,"(146.43, 351.19)",,,"(262.00, 199.00)",,"(311.85, 206.34)",,,,,,"(143.37, 304.72)"
