y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
343.76,90.93,867,8170,0.351,85.21,867,0.0,0,0.0,True,1.0
352.65,46.09,326,8170,0.088,53.25,326,0.1,0,0.0,True,1.0
353.44,60.54,1011,8170,0.231,100.59,1011,0.0,0,0.0,True,1.0
354.1,82.54,930,8170,0.508,89.15,930,0.0,0,0.0,True,1.0
353.9,83.49,860,8170,0.501,86.66,860,0.0,1,0.033,True,1.0
353.15,60.96,1162,8170,0.12,97.83,1162,0.0,1,0.033,True,1.0
352.29,46.16,446,8170,0.075,67.02,446,0.0,1,0.033,True,1.0
340.97,45.15,122,8170,0.416,11.17,122,0.1,1,0.033,False,0.0
340.09,91.78,868,8170,0.358,83.58,868,0.0,1,0.033,True,1.0
326.0,45.62,125,8170,0.416,11.56,125,0.1,1,0.033,False,0.0
311.0,45.18,133,8170,0.443,12.71,133,0.1,1,0.033,False,0.0
283.01,45.3,115,8170,0.448,10.01,115,0.1,1,0.033,False,0.0
274.83,45.16,114,8170,0.301,13.1,114,0.1,1,0.033,False,0.0
262.06,45.74,111,8170,0.411,10.01,111,0.1,1,0.033,False,0.0
241.25,45.72,107,8170,0.399,10.4,107,0.1,1,0.033,False,0.0
209.87,45.85,118,8170,0.432,11.94,118,0.1,1,0.033,False,0.0
197.04,45.64,105,8170,0.385,8.47,105,0.1,1,0.033,False,0.0
142.0,46.08,121,8170,0.415,11.56,121,0.1,1,0.033,False,0.0
132.01,46.16,114,8170,0.43,9.24,114,0.1,1,0.033,False,0.0
111.01,46.19,118,8170,0.39,10.4,118,0.1,1,0.033,False,0.0
78.17,46.52,102,8170,0.335,10.4,102,0.1,1,0.033,False,0.0
62.0,46.61,115,8170,0.424,10.4,115,0.1,1,0.033,False,0.0
25.96,46.98,111,8170,0.506,10.4,111,0.1,1,0.033,False,0.0
252.03,45.61,112,8170,0.483,11.17,112,0.1,1,0.033,False,0.0
338.28,91.63,803,8170,0.315,79.14,803,0.0,2,0.067,True,1.0
353.92,83.56,780,8170,0.379,77.76,780,0.0,2,0.067,True,1.0
353.17,59.88,1176,8170,0.252,88.13,1176,0.0,2,0.067,True,1.0
352.44,46.2,433,8170,0.093,65.66,433,0.0,2,0.067,True,1.0
209.97,45.86,116,8170,0.4,12.44,116,0.1,2,0.067,False,0.0
78.18,46.37,102,8170,0.362,10.37,102,0.1,2,0.067,False,0.0
141.91,46.09,116,8170,0.416,11.4,116,0.1,2,0.067,False,0.0
103.98,46.24,124,8170,0.449,10.37,124,0.1,2,0.067,False,0.0
62.03,46.59,116,8170,0.41,10.37,116,0.1,2,0.067,False,0.0
25.02,47.02,112,8170,0.434,11.06,112,0.1,2,0.067,False,0.0
196.89,45.6,104,8170,0.329,8.64,104,0.1,2,0.067,False,0.0
336.06,90.77,935,8170,0.301,71.07,935,0.0,3,0.1,True,1.0
352.37,46.25,461,8170,0.155,71.75,461,0.1,3,0.1,True,1.0
352.99,59.36,1147,8170,0.212,86.17,1147,0.0,3,0.1,True,1.0
354.1,83.43,797,8170,0.504,87.2,797,0.0,3,0.1,True,1.0
354.2,83.74,846,8170,0.497,90.84,846,0.0,4,0.133,True,1.0
352.88,75.67,719,8170,0.101,78.38,719,0.0,4,0.133,True,1.0
353.02,60.09,1195,8170,0.202,85.14,1195,0.0,4,0.133,True,1.0
352.31,46.78,617,8170,0.171,89.42,617,0.0,4,0.133,True,1.0
341.97,45.25,101,8170,0.412,8.91,101,0.1,4,0.133,False,0.0
262.92,45.69,111,8170,0.4,10.33,111,0.0,4,0.133,False,0.0
326.07,45.66,122,8170,0.418,11.4,122,0.1,4,0.133,False,0.0
283.02,45.27,117,8170,0.43,10.33,117,0.1,4,0.133,False,0.0
241.11,45.78,106,8170,0.431,9.98,106,0.0,4,0.133,False,0.0
196.91,45.69,102,8170,0.344,8.55,102,0.0,4,0.133,False,0.0
336.19,92.1,821,8170,0.324,83.01,821,0.0,4,0.133,True,1.0
354.17,84.53,834,8170,0.496,90.9,834,0.0,5,0.167,True,1.0
355.1,75.07,708,8170,0.328,86.98,708,0.0,5,0.167,True,1.0
353.06,59.96,1193,8170,0.216,84.84,1193,0.0,5,0.167,True,1.0
196.91,45.69,102,8170,0.344,8.56,102,0.1,5,0.167,False,0.0
334.15,92.17,794,8170,0.311,81.28,794,0.0,5,0.167,True,1.0
