frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id66,id67,id68,id69,id70,id71,id75,id77,id98,id105,id110,id111,id113,id116,id119,id122,id123,id124,id132,id133,id134,id135,id136,id142,id154,id155,id157,id158,id159,id161,id162,id163,id164,id165,id166,id168,id171,id172,id173,id175,id177,id182,id183,id184,id188,id189,id190,id191,id194,id195,id196,id197,id212,id217,id223,id225,id226,id227,id229,id235,id236,id237,id246,id247,id248,id249,id253,id254,id259,id262,id266,id267,id269,id271,id272,id278,id280,id281,id282,id283,id288,id292,id294,id296,id297,id298,id309,id318,id324,id328,id343,id346,id349,id354,id356,id376,id379,id383,id394,id395,id402,id405,id407,id411,id413,id414,id415,id417,id420,id431,id438,id441,id443,id445,id448,id450,id453,id454,id458,id463,id464,id466,id467,id471,id475,id476,id489,id490,id499,id507,id509,id510,id513,id525,id526,id528,id530,id532,id534,id538,id544,id545,id549,id552,id559
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.80, 320.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.64, 175.28)",,,,,,,,"(291.80, 347.37)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.96, 350.46)",,,"(379.07, 262.53)",,,,,,,,,,,,,,,,,,,,"(9.16, 130.08)",,,"(8.01, 198.22)","(164.72, 90.90)","(668.28, 109.10)",,,"(627.50, 295.17)",,,,"(388.72, 261.53)",,,"(180.69, 348.06)",,,,,"(125.69, 134.66)","(249.14, 227.79)",,"(157.14, 239.72)",,,,"(538.81, 346.66)",,,,"(162.84, 326.09)","(492.10, 344.72)",,,,"(610.99, 64.03)",,"(615.57, 181.63)","(34.24, 52.43)",,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.87, 320.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.65, 175.32)",,,,,,,,"(291.79, 347.40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.76, 350.43)",,,"(378.98, 261.30)",,,,,,,,,,,,,,,,,,,,"(9.46, 129.03)",,,"(7.74, 196.53)","(164.91, 90.83)","(668.51, 108.82)",,,"(627.42, 295.19)",,,,"(388.71, 259.87)",,,"(180.43, 348.02)",,,,,"(125.24, 134.61)","(248.45, 228.48)",,"(156.23, 237.66)",,,,"(538.88, 346.78)",,,,"(162.81, 326.16)","(491.77, 344.90)",,,,"(611.10, 63.56)",,"(615.74, 181.47)","(34.21, 52.41)",,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.88, 320.42)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.77, 175.37)",,,,,,,,"(291.79, 347.39)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.86, 350.30)",,,"(378.27, 259.92)",,,,,,,,,,,,,,,,,,,,"(9.64, 127.96)",,,"(7.05, 194.28)","(165.37, 90.47)","(668.83, 108.68)",,,"(627.40, 295.22)",,,,"(388.82, 258.16)",,,"(180.76, 347.58)",,,,,"(124.86, 134.22)","(248.02, 229.26)",,"(155.72, 235.65)",,,,"(539.36, 346.79)",,,,"(162.81, 326.09)","(490.92, 344.95)",,,,"(611.14, 63.13)",,"(615.70, 181.47)","(34.27, 52.44)",,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.80, 320.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.65, 175.39)",,,,,,,,"(292.02, 347.62)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(381.21, 350.94)",,,"(378.09, 257.89)",,,,,,,,,,,,,,,,,,,,"(10.46, 126.19)",,,"(6.83, 192.06)","(165.66, 90.17)","(668.84, 108.39)",,,"(627.28, 295.04)",,,,"(387.76, 256.08)",,,"(180.96, 346.95)",,,,,"(124.55, 133.60)","(247.46, 229.72)",,"(154.86, 233.74)",,,,"(539.23, 346.79)",,,,"(162.69, 325.93)","(490.68, 344.25)",,,,"(610.94, 62.05)",,"(615.69, 181.39)","(34.23, 52.43)",,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.82, 320.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.68, 175.50)",,,,,,,,"(292.29, 347.77)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.90, 350.45)",,,"(378.32, 256.26)",,,,,,,,,,,,,,,,,,,,"(10.81, 124.97)",,,"(6.67, 189.52)","(165.33, 90.21)","(668.93, 108.22)",,,"(627.27, 295.04)",,,,"(387.81, 254.03)",,,"(180.97, 346.44)",,,,,"(124.36, 132.01)","(246.86, 230.16)",,"(154.18, 231.81)",,,,"(539.50, 346.18)",,,,"(162.58, 325.91)","(491.25, 343.92)",,,,"(610.98, 60.44)",,"(615.70, 181.40)","(34.22, 52.44)","(616.36, 137.31)",,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.82, 320.32)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.89, 175.55)",,,,,,,,"(292.30, 347.72)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(381.05, 350.35)",,,"(377.81, 254.55)",,,,,,,,,,,,,,,,,,,,"(11.17, 123.95)",,,"(6.62, 188.11)","(165.34, 90.23)","(668.91, 107.88)",,,"(627.33, 295.03)",,,,"(387.38, 252.32)",,,"(180.65, 345.63)",,,,,"(124.42, 129.82)","(246.56, 230.30)",,"(153.63, 229.30)",,,,"(539.34, 345.41)",,,,"(162.69, 325.94)","(492.81, 343.98)",,,,"(610.81, 59.02)",,"(615.72, 181.41)","(34.22, 52.45)","(616.35, 137.31)","(294.01, 233.94)",,,,,,,,,,,,,,,,,
271,,,,,,,"(506.63, 349.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.76, 320.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.90, 175.69)",,,,,,,,"(292.24, 347.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.96, 350.40)",,,"(377.26, 252.52)",,,,,,,,,,,,,,,,,,,,"(11.32, 123.56)",,,"(6.63, 186.74)",,,,,"(627.10, 294.85)",,,,"(386.66, 250.67)",,,"(180.77, 344.87)",,,,,"(124.73, 127.66)","(246.07, 230.85)",,"(153.20, 227.42)",,,,"(539.65, 345.25)",,,,"(162.58, 325.82)","(492.30, 345.22)",,,,"(611.05, 57.60)",,"(615.78, 181.44)","(34.31, 52.49)","(616.41, 137.31)","(294.00, 233.94)",,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.92, 320.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.77, 175.72)",,,,,,,,"(292.08, 347.49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.95, 350.37)",,,"(376.61, 251.01)",,,,,"(535.01, 347.61)",,,,,,,,,,,,,,,"(11.34, 123.70)",,,"(6.52, 184.93)",,,,,"(626.93, 294.62)",,,,"(386.35, 249.58)",,,"(181.02, 344.39)",,,,,"(124.31, 125.64)","(246.07, 231.26)",,"(152.92, 225.24)",,,,"(539.70, 344.60)",,,,"(163.17, 325.82)","(492.26, 345.34)","(532.15, 348.91)",,,"(611.22, 56.45)",,"(615.79, 180.21)","(34.27, 52.53)","(616.35, 137.21)","(294.04, 233.96)",,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.92, 320.26)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.84, 175.54)",,,,,,,,"(291.90, 347.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.99, 350.38)",,,"(376.06, 250.41)",,,,,"(534.08, 347.35)",,,,,,,,,,,,,,,"(11.46, 123.71)",,,"(6.93, 183.35)",,,,,"(627.04, 294.69)",,,,"(386.29, 248.24)",,,"(180.86, 343.58)",,,,,"(124.36, 124.02)","(245.97, 231.49)",,"(152.38, 222.77)",,,,"(539.54, 344.14)",,,,"(162.97, 325.76)","(492.15, 344.99)",,,,"(611.36, 55.91)",,"(615.73, 177.55)","(34.21, 52.45)","(616.40, 137.21)","(294.07, 233.95)",,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.89, 320.31)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.79, 175.50)",,,,,,,,"(292.08, 347.50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(381.00, 350.39)",,,"(375.87, 249.89)",,,,,"(533.43, 347.36)",,,,,,,,,,,,,,,"(11.86, 123.38)",,,"(7.30, 181.92)",,,,,"(627.05, 294.70)",,,,"(385.52, 246.78)",,,"(180.53, 341.53)",,,,,"(124.33, 122.05)","(245.87, 231.58)",,"(152.39, 220.57)",,,,"(539.50, 343.73)",,,,"(163.14, 325.78)","(492.07, 344.89)",,,,"(611.40, 55.14)",,"(615.37, 174.39)","(34.19, 52.45)","(616.39, 137.16)","(294.07, 233.90)",,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.88, 320.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.72, 175.26)",,,,,,,,"(292.02, 347.78)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.88, 350.42)",,,"(375.50, 248.89)",,,,,"(533.22, 347.43)",,,,,,,,,,,,,,,"(12.23, 122.86)",,,"(7.23, 180.73)",,,,,"(627.01, 294.64)",,,,"(384.95, 245.91)",,,"(180.55, 340.51)",,,,,"(124.50, 120.10)","(245.92, 231.57)",,"(152.21, 218.27)",,,,"(539.63, 343.29)",,,,"(163.22, 325.79)","(491.92, 344.66)",,,,"(611.46, 53.96)",,"(615.17, 171.12)","(34.19, 52.46)","(616.39, 137.16)","(294.06, 233.92)",,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.85, 320.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.32, 175.28)",,,,,,,,"(292.00, 347.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(381.04, 350.27)",,,"(374.89, 247.48)",,,,,"(532.17, 347.33)",,,,,,,,,,,,,,,"(12.44, 122.32)",,,"(7.89, 178.72)",,,,,"(627.03, 294.66)",,,,"(384.60, 244.79)",,,"(180.31, 338.99)",,,,,"(124.71, 118.37)","(246.05, 231.34)",,"(152.33, 216.02)",,,,"(539.72, 343.04)",,,,"(163.13, 325.77)","(491.84, 343.90)",,,,"(611.53, 53.25)",,"(614.59, 168.72)","(34.16, 52.43)","(616.28, 137.12)","(294.12, 233.87)","(126.48, 69.90)",,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.78, 320.40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.41, 175.22)",,,,,,,,"(292.14, 347.36)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.96, 350.29)",,,"(374.61, 246.08)",,,,,"(530.54, 347.05)",,,,,,,,,,,,,,,"(12.63, 121.89)",,,"(8.78, 177.72)",,,,,"(626.98, 294.67)",,,,"(384.32, 244.24)",,,"(180.07, 337.18)",,,,,"(124.61, 116.12)","(246.16, 231.14)",,"(152.41, 213.46)",,,,"(539.67, 342.63)",,,,"(163.76, 326.45)","(491.85, 342.79)",,,,"(611.83, 52.71)",,"(614.72, 166.17)","(34.13, 52.42)","(616.29, 137.14)","(293.97, 233.81)","(126.45, 69.86)",,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.76, 320.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.36, 175.44)",,,,,,,,"(292.19, 347.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.87, 350.30)",,,"(374.31, 244.33)",,,,,"(529.62, 346.93)",,,,,,,,,,,,,,,"(13.10, 121.27)",,,"(9.92, 176.21)",,,,,"(626.99, 294.69)",,,,"(383.23, 243.26)",,,"(179.87, 335.20)",,,,,"(124.82, 113.57)","(246.71, 230.56)",,"(152.47, 211.00)",,,,"(539.52, 342.67)",,,,"(163.17, 325.94)","(491.86, 342.55)",,,,"(611.82, 52.69)",,"(614.38, 164.29)","(34.01, 52.44)","(616.21, 137.17)","(293.57, 233.28)","(126.62, 69.45)",,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.79, 320.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.51, 175.33)",,,,,,,,"(292.26, 347.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.93, 350.33)",,,"(373.73, 242.56)",,,,,"(528.72, 346.43)",,,,,,,,,,,,,,,"(13.55, 120.66)",,,"(10.63, 175.30)",,,,,"(627.02, 294.69)",,,,"(382.49, 242.21)",,,"(179.47, 333.81)",,,,,"(125.41, 111.45)","(247.40, 230.26)",,"(152.34, 208.08)",,,,"(539.62, 342.46)",,,,"(163.10, 325.91)","(491.69, 342.45)",,,,"(611.85, 52.71)",,"(614.37, 161.08)","(34.05, 52.45)","(616.22, 137.16)","(292.69, 232.84)","(127.06, 68.34)",,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.82, 320.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.18, 175.31)",,,,,,,,"(292.19, 347.17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.78, 350.27)",,,"(373.75, 241.70)",,,,,"(527.89, 346.33)",,,,,,,,,,,,,,"(501.05, 349.72)","(13.89, 119.96)",,,"(11.50, 174.07)",,,,,"(626.98, 294.71)",,,,"(381.85, 241.33)",,,"(179.54, 332.01)",,,,,"(125.74, 109.25)","(248.43, 229.69)",,"(152.24, 205.65)",,,,"(539.58, 342.41)",,,,,"(491.62, 342.51)",,,,"(611.85, 52.70)",,"(614.44, 158.15)","(34.10, 52.42)","(616.24, 137.09)","(292.22, 232.04)","(127.81, 67.02)",,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.83, 320.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.26, 175.41)",,,,,,,,"(292.17, 347.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.49, 350.30)",,,"(372.89, 241.87)",,,,,"(527.67, 346.28)",,,,,,,,,,,,,,"(498.84, 349.54)","(14.41, 119.26)",,,"(12.07, 173.19)",,,,,"(626.95, 294.71)",,,,"(381.81, 241.54)",,,"(178.88, 330.29)",,,,,"(126.05, 107.22)","(249.22, 229.58)",,"(152.12, 203.50)",,,,"(539.52, 342.34)",,,,,"(491.35, 342.46)",,,,"(611.89, 52.69)",,"(614.74, 155.93)","(34.13, 52.41)","(616.39, 137.09)","(291.71, 231.39)","(128.40, 65.23)",,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.84, 320.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.50, 175.20)",,,,,,,,"(292.26, 347.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(381.07, 350.83)",,,"(372.64, 240.99)",,,,,"(527.79, 346.17)",,,,,,,,,,,,,,"(496.88, 350.18)","(14.85, 118.78)",,,"(13.04, 172.42)",,,,,"(626.95, 294.69)",,,,"(381.37, 240.99)",,,"(178.43, 328.79)",,,,,"(126.19, 104.70)","(249.97, 229.29)",,"(151.97, 200.94)",,,,"(539.51, 341.78)",,,,,"(491.36, 342.29)",,,,"(611.85, 52.68)",,"(614.87, 153.45)","(34.11, 52.41)","(616.41, 136.98)","(290.83, 230.88)","(128.66, 63.58)",,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,"(517.34, 348.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.84, 320.42)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(17.54, 176.30)",,,,,,,,"(292.50, 347.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.54, 350.82)",,,"(372.59, 240.01)",,,,,"(527.86, 346.25)",,,,,,,,,,,,,,"(496.90, 349.79)","(15.48, 118.00)",,,"(14.83, 172.14)",,,,,"(626.96, 294.69)",,,,"(381.05, 240.50)",,,"(178.46, 327.46)",,,,,"(126.33, 102.82)","(250.78, 228.85)",,"(151.79, 198.68)",,,,"(539.50, 341.60)",,,,,"(491.50, 342.16)",,,,"(611.89, 51.23)","(527.00, 347.73)","(614.96, 151.93)","(34.14, 52.38)","(616.41, 137.15)","(290.39, 230.48)","(129.55, 61.32)",,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,"(517.08, 348.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.85, 320.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.51, 173.83)",,,,,,,,"(292.74, 346.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(378.94, 349.73)",,,"(372.23, 238.75)",,,,,"(527.80, 346.33)",,,,,,,,,,,,,,"(497.17, 349.66)","(15.75, 117.38)",,,"(16.70, 171.02)",,,,,"(626.93, 294.70)",,,,"(381.07, 240.15)",,,"(178.07, 326.36)",,,,,"(126.05, 100.99)","(251.14, 228.45)",,"(151.26, 196.16)",,,,"(539.41, 341.35)",,,,,"(491.36, 342.01)",,,,"(611.72, 49.49)","(527.14, 347.57)","(615.12, 149.78)","(34.09, 52.40)","(616.38, 137.10)","(289.64, 229.24)","(129.96, 60.57)",,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,"(516.86, 347.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.72, 320.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(17.57, 173.36)",,,,,,,,"(292.45, 346.82)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.31, 350.94)",,,"(372.04, 237.92)",,,,,"(525.23, 347.42)",,,,,,,,,,,,,,"(497.20, 350.15)","(16.29, 116.93)",,,,,,,,"(626.91, 294.71)",,,,"(380.99, 240.03)",,,"(177.47, 325.18)",,,,,"(125.65, 99.26)","(251.60, 227.83)",,"(150.60, 194.10)",,,,"(539.40, 341.09)",,,,,"(491.46, 342.01)",,,,"(612.27, 47.74)","(527.84, 346.84)","(615.39, 147.80)","(34.11, 52.42)","(616.42, 136.97)","(288.80, 227.90)","(130.55, 59.34)",,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,"(516.30, 347.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.70, 320.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.74, 174.62)",,,,,,,,"(292.53, 347.16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(379.59, 350.48)",,,"(371.69, 236.02)",,,,,,,,,,,,,,,,,,,"(497.27, 350.31)","(16.52, 116.85)",,,,,,,,"(626.93, 294.72)",,,,"(381.00, 239.74)",,,"(176.98, 323.64)",,,,,"(125.67, 97.88)","(251.79, 227.62)",,"(150.24, 191.35)",,,,"(539.40, 340.54)",,,,,"(491.35, 342.23)",,,,"(612.48, 46.72)","(527.27, 347.32)","(615.82, 145.66)","(34.08, 52.41)","(616.27, 136.84)","(288.04, 227.04)","(130.78, 58.96)",,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,"(515.76, 347.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.79, 320.71)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.39, 174.33)",,,,,,,,"(293.45, 347.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(379.92, 350.75)",,,"(371.83, 235.00)",,,,,,,,,,,,,,,,,,,"(497.61, 350.45)","(16.57, 116.69)",,,,,,,,"(626.93, 294.72)",,,,"(380.76, 239.39)",,,"(176.29, 322.13)",,,,,"(125.79, 95.96)","(251.98, 227.52)",,"(149.67, 188.91)",,,,"(539.51, 340.18)",,,,,"(491.33, 342.56)",,,,"(613.35, 45.18)","(527.39, 347.35)","(615.60, 145.62)","(34.06, 52.38)","(616.32, 136.67)","(287.73, 225.98)","(130.76, 58.97)",,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,"(515.92, 347.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.78, 320.40)",,,,,,,,,,,,,,,"(371.20, 350.30)",,,,,,,,,,,,,"(16.16, 173.94)",,,,,,,,"(293.48, 346.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(380.13, 350.70)",,,"(371.52, 233.66)",,,,,,,,,,,,,,,,,,,"(497.67, 350.64)","(16.50, 116.57)",,,"(22.42, 169.18)",,,,,"(626.83, 294.73)",,,,"(380.76, 239.47)",,,"(175.60, 321.29)",,,,,"(125.41, 94.70)","(251.87, 227.42)",,"(149.12, 186.06)",,,,"(539.51, 339.91)",,,,,"(491.31, 342.64)",,,,"(613.84, 43.86)","(527.61, 347.65)","(615.53, 145.63)","(33.98, 52.32)","(616.40, 135.63)","(286.89, 223.90)","(130.81, 58.96)",,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,"(515.85, 347.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.71, 320.18)",,,,,,,,,,,,,,,"(371.09, 350.28)",,,,,,,,,,,,,"(15.84, 173.56)",,,,,,,,"(293.47, 346.96)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(379.83, 350.79)",,,"(370.86, 232.00)",,,,,,,,,,,,,,,,,,,"(497.68, 350.43)","(16.47, 116.51)",,,"(23.60, 168.95)",,,,,"(626.63, 294.78)",,,,"(380.51, 239.31)",,,"(175.00, 320.05)",,,,,"(125.43, 92.71)","(251.82, 227.32)",,"(148.00, 183.76)",,,,"(539.45, 339.73)",,,,,"(491.20, 342.70)",,,,"(613.96, 43.02)","(527.65, 347.53)","(615.47, 145.59)","(33.94, 52.34)","(616.08, 134.44)","(286.16, 222.24)","(130.80, 58.94)",,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.86, 320.16)",,,,,,,,,,,,,,,"(371.09, 350.29)",,,,,,,,,,,,,"(15.74, 173.49)",,,,,,,,"(293.88, 347.02)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(379.52, 350.78)",,,"(370.80, 230.21)",,,,,,,,,,,,,,,,,,,"(497.82, 350.66)","(16.51, 116.49)",,,"(24.50, 168.70)",,,,,"(626.64, 294.78)",,,,"(380.26, 238.43)",,,"(173.65, 318.94)",,,,,"(125.16, 90.69)","(257.38, 225.95)",,"(147.18, 181.72)",,,,"(539.46, 339.86)",,,,,"(491.34, 342.76)",,,,"(614.19, 42.62)","(527.65, 347.48)","(615.53, 144.93)","(33.94, 52.37)","(615.99, 133.53)","(285.92, 221.21)","(131.00, 58.82)",,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(123.07, 320.19)",,,,,,,,,,,,,,,"(371.13, 350.28)",,,,,,,,,,,,,"(15.75, 173.23)",,,,,,,,"(294.12, 347.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(379.56, 350.76)",,,"(370.68, 228.65)",,,,,,,,,,,,,,,,,,,"(498.45, 350.86)","(16.58, 116.48)",,,"(26.04, 168.43)",,,,,"(626.49, 294.28)",,,,"(380.30, 237.72)",,,"(172.67, 318.12)",,,,,"(124.97, 88.61)",,,"(146.25, 179.45)",,,,"(539.72, 339.22)",,,,,"(491.50, 342.75)",,,,"(614.26, 42.31)","(528.31, 347.73)","(615.46, 143.43)","(34.03, 52.39)","(615.65, 132.39)","(285.42, 219.62)","(131.77, 57.76)",,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.83, 320.17)",,,,,,,,,,,,,,,"(371.11, 350.37)",,,,,,,,,,,,,"(15.81, 173.25)",,,,,,,,"(294.26, 347.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(379.31, 350.55)",,,"(370.33, 227.10)",,,,,,,,,,,,,,,,,,,"(498.40, 350.84)","(16.59, 116.51)",,,"(26.78, 168.03)",,,,,"(626.53, 294.36)",,,,"(379.79, 237.65)",,,"(172.14, 316.66)",,,,,"(125.48, 86.48)",,,"(145.44, 176.91)",,,,"(539.63, 338.62)",,,,,"(491.47, 342.71)",,,,"(614.31, 42.32)","(528.83, 347.53)","(615.35, 142.50)","(34.09, 52.37)","(615.11, 131.15)","(284.85, 219.79)","(133.74, 56.46)",,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(122.92, 320.26)",,,,,,,,,,,,,,,"(371.12, 350.40)",,,,,,,,,,,,,"(15.92, 173.37)",,,,,,,,"(294.91, 347.39)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(379.42, 350.52)",,,"(370.51, 226.02)",,,,,,,,,,,,,,,,,,,"(498.59, 350.80)","(16.62, 116.61)",,,"(28.72, 167.81)",,,,,"(626.75, 294.02)",,,,"(379.47, 237.02)",,,"(171.07, 314.93)",,,,,"(125.44, 84.14)",,,"(144.94, 174.43)",,,,"(539.60, 338.31)",,,,,"(491.57, 342.72)",,,,"(614.34, 42.18)","(528.36, 347.24)","(615.51, 141.27)","(34.14, 52.36)","(614.33, 129.89)","(284.66, 219.05)","(135.34, 55.16)",,"(308.67, 19.24)","(309.81, 11.48)",,,,,,,,,,,,,
